VARIABLE,VARIABLE_NAME,SERIES_ID,MEASURE,UNIT,FREQUENCY,MEASUREMENT_TYPE,SOURCE,GEO_NAME,COUNTERPARTY_GEO_NAME
"BIS,WS_LBS_D_PUB,1.0,Q.S.C.A.TO1.A.5J.A.HK.N.QA.N","Hong Kong - Cross-border Total claims of banks with headquarters in All countries (total) vis-a-vis residents of Qatar, Non-banks, total (Amounts outstanding / Stocks, All instruments in All currencies (=D+F+U), All currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total claims,USD,Quarterly,,,Hong Kong,Qatar
"BIS,WS_CBS_PUB,1.0,Q.S.5A.4N.F.I.A.A.TO1.O.DM","All including 4C banks, excl. domestic positions (=4O + 4C) from All reporting countries - Consolidated International claims in All currencies with residents of Dominica (Immediate counterparty basis), Official sector (Amounts outstanding / Stocks, All instruments, Total (all maturities)","BIS,WS_CBS_PUB,1.0",International claims,USD,Quarterly,End of period,,All reporting countries,Dominica
"BIS,WS_CBS_PUB,1.0,Q.S.KR.4R.U.C.A.A.TO1.B.RU","Domestic banks(4B), excl. domestic positions from South Korea - Consolidated Total claims in All currencies with residents of Russia (Guarantor basis), Banks, total (Amounts outstanding / Stocks, All instruments, Total (all maturities)","BIS,WS_CBS_PUB,1.0",Total claims,USD,Quarterly,End of period,,South Korea,Russia
"BIS,WS_CBS_PUB,1.0,Q.S.BE.4R.F.I.A.A.TO1.A.BI","Domestic banks(4B), excl. domestic positions from Belgium - Consolidated International claims in All currencies with residents of Burundi (Immediate counterparty basis), All sectors (Amounts outstanding / Stocks, All instruments, Total (all maturities)","BIS,WS_CBS_PUB,1.0",International claims,USD,Quarterly,End of period,,Belgium,Burundi
"BIS,WS_CBS_PUB,1.0,Q.S.IE.4R.F.I.A.A.TO1.A.NE","Domestic banks(4B), excl. domestic positions from Ireland - Consolidated International claims in All currencies with residents of Niger (Immediate counterparty basis), All sectors (Amounts outstanding / Stocks, All instruments, Total (all maturities)","BIS,WS_CBS_PUB,1.0",International claims,USD,Quarterly,End of period,,Ireland,Niger
"BIS,WS_CBS_PUB,1.0,Q.S.BE.4B.U.C.V.A.TO1.A.HU","Domestic banks from Belgium - Consolidated Total claims in All currencies with residents of Hungary (Guarantor basis), All sectors (Amounts outstanding / Stocks, Derivatives, Total (all maturities)","BIS,WS_CBS_PUB,1.0",Total claims,USD,Quarterly,End of period,,Belgium,Hungary
"BIS,WS_CBS_PUB,1.0,Q.S.TW.4B.U.C.A.A.TO1.F.3P","Domestic banks from Taiwan - Consolidated Total claims in All currencies with residents of All countries excluding residents (Guarantor basis), Non-bank financial institutions (Amounts outstanding / Stocks, All instruments, Total (all maturities)","BIS,WS_CBS_PUB,1.0",Total claims,USD,Quarterly,End of period,,Taiwan,All countries excluding residents
"BIS,WS_CBS_PUB,1.0,Q.S.NL.4R.F.I.A.U.TO1.A.ZM","Domestic banks(4B), excl. domestic positions from Netherlands - Consolidated International claims in All currencies with residents of Zambia (Immediate counterparty basis), All sectors (Amounts outstanding / Stocks, All instruments, Up to and including 1 year","BIS,WS_CBS_PUB,1.0",International claims,USD,Quarterly,End of period,,Netherlands,Zambia
"BIS,WS_CBS_PUB,1.0,Q.S.IE.4O.F.I.A.U.TO1.A.MA","All excluding 4C banks, excl. domestic positions (= 4R + 4Q +4V) from Ireland - Consolidated International claims in All currencies with residents of Morocco (Immediate counterparty basis), All sectors (Amounts outstanding / Stocks, All instruments, Up to and including 1 year","BIS,WS_CBS_PUB,1.0",International claims,USD,Quarterly,End of period,,Ireland,Morocco
"BIS,WS_CBS_PUB,1.0,Q.S.IE.4B.U.C.A.A.TO1.R.TZ","Domestic banks from Ireland - Consolidated Total claims in All currencies with residents of Tanzania (Guarantor basis), Non-bank private sector (Amounts outstanding / Stocks, All instruments, Total (all maturities)","BIS,WS_CBS_PUB,1.0",Total claims,USD,Quarterly,End of period,,Ireland,Tanzania
"BIS,WS_CBS_PUB,1.0,Q.S.US.4B.U.C.A.A.TO1.B.PU","Domestic banks from United States - Consolidated Total claims in All currencies with residents of U.S. Miscellaneous Pacific Islands (Guarantor basis), Banks, total (Amounts outstanding / Stocks, All instruments, Total (all maturities)","BIS,WS_CBS_PUB,1.0",Total claims,USD,Quarterly,End of period,,United States,U.S. Miscellaneous Pacific Islands
"BIS,WS_CBS_PUB,1.0,Q.S.ES.4B.F.B.A.A.LC1.A.BM","Domestic banks from Spain - Consolidated Local claims in Local currency with residents of Bermuda (Immediate counterparty basis), All sectors (Amounts outstanding / Stocks, All instruments, Total (all maturities)","BIS,WS_CBS_PUB,1.0",Local claims,USD,Quarterly,End of period,,Spain,Bermuda
"BIS,WS_CBS_PUB,1.0,Q.S.5A.4N.Q.C.A.A.TO1.A.SG","All including 4C banks, excl. domestic positions (=4O + 4C) from All reporting countries - Consolidated Total claims in All currencies with residents of Singapore (Net risk transfers (Inward-Outward)), All sectors (Amounts outstanding / Stocks, All instruments, Total (all maturities)","BIS,WS_CBS_PUB,1.0",Total claims,USD,Quarterly,End of period,,All reporting countries,Singapore
"BIS,WS_CBS_PUB,1.0,Q.S.FR.4O.F.I.A.A.TO1.A.SN","All excluding 4C banks, excl. domestic positions (= 4R + 4Q +4V) from France - Consolidated International claims in All currencies with residents of Senegal (Immediate counterparty basis), All sectors (Amounts outstanding / Stocks, All instruments, Total (all maturities)","BIS,WS_CBS_PUB,1.0",International claims,USD,Quarterly,End of period,,France,Senegal
"BIS,WS_CBS_PUB,1.0,Q.S.5A.4R.U.B.A.A.TO1.A.PK","Domestic banks(4B), excl. domestic positions from All reporting countries - Consolidated Local claims in All currencies with residents of Pakistan (Guarantor basis), All sectors (Amounts outstanding / Stocks, All instruments, Total (all maturities)","BIS,WS_CBS_PUB,1.0",Local claims,USD,Quarterly,End of period,,All reporting countries,Pakistan
"BIS,WS_CBS_PUB,1.0,Q.S.SG.4R.F.I.A.U.TO1.A.LK","Domestic banks(4B), excl. domestic positions from Singapore - Consolidated International claims in All currencies with residents of Sri Lanka (Immediate counterparty basis), All sectors (Amounts outstanding / Stocks, All instruments, Up to and including 1 year","BIS,WS_CBS_PUB,1.0",International claims,USD,Quarterly,End of period,,Singapore,Sri Lanka
"BIS,WS_CBS_PUB,1.0,Q.S.IN.4R.Q.C.A.A.TO1.A.KH","Domestic banks(4B), excl. domestic positions from India - Consolidated Total claims in All currencies with residents of Cambodia (Net risk transfers (Inward-Outward)), All sectors (Amounts outstanding / Stocks, All instruments, Total (all maturities)","BIS,WS_CBS_PUB,1.0",Total claims,USD,Quarterly,End of period,,India,Cambodia
"BIS,WS_CBS_PUB,1.0,Q.S.SG.4B.F.I.A.U.TO1.A.3P","Domestic banks from Singapore - Consolidated International claims in All currencies with residents of All countries excluding residents (Immediate counterparty basis), All sectors (Amounts outstanding / Stocks, All instruments, Up to and including 1 year","BIS,WS_CBS_PUB,1.0",International claims,USD,Quarterly,End of period,,Singapore,All countries excluding residents
"BIS,WS_CBS_PUB,1.0,Q.S.CA.4B.U.C.A.A.TO1.B.AU","Domestic banks from Canada - Consolidated Total claims in All currencies with residents of Australia (Guarantor basis), Banks, total (Amounts outstanding / Stocks, All instruments, Total (all maturities)","BIS,WS_CBS_PUB,1.0",Total claims,USD,Quarterly,End of period,,Canada,Australia
"BIS,WS_CBS_PUB,1.0,Q.S.IN.4O.Q.C.A.A.TO1.A.LU","All excluding 4C banks, excl. domestic positions (= 4R + 4Q +4V) from India - Consolidated Total claims in All currencies with residents of Luxembourg (Net risk transfers (Inward-Outward)), All sectors (Amounts outstanding / Stocks, All instruments, Total (all maturities)","BIS,WS_CBS_PUB,1.0",Total claims,USD,Quarterly,End of period,,India,Luxembourg
"BIS,WS_CBS_PUB,1.0,Q.S.5A.4O.O.C.A.A.TO1.A.PS","All excluding 4C banks, excl. domestic positions (= 4R + 4Q +4V) from All reporting countries - Consolidated Total claims in All currencies with residents of Palestinian Territories (Outward risk transfers), All sectors (Amounts outstanding / Stocks, All instruments, Total (all maturities)","BIS,WS_CBS_PUB,1.0",Total claims,USD,Quarterly,End of period,,All reporting countries,Palestinian Territories
"BIS,WS_CBS_PUB,1.0,Q.S.US.4R.U.C.A.A.TO1.B.SY","Domestic banks(4B), excl. domestic positions from United States - Consolidated Total claims in All currencies with residents of Syria (Guarantor basis), Banks, total (Amounts outstanding / Stocks, All instruments, Total (all maturities)","BIS,WS_CBS_PUB,1.0",Total claims,USD,Quarterly,End of period,,United States,Syria
"BIS,WS_CBS_PUB,1.0,Q.S.5A.4O.F.I.A.N.TO1.A.AE","All excluding 4C banks, excl. domestic positions (= 4R + 4Q +4V) from All reporting countries - Consolidated International claims in All currencies with residents of United Arab Emirates (Immediate counterparty basis), All sectors (Amounts outstanding / Stocks, All instruments, Over 2 years","BIS,WS_CBS_PUB,1.0",International claims,USD,Quarterly,End of period,,All reporting countries,United Arab Emirates
"BIS,WS_CBS_PUB,1.0,Q.S.GR.4O.F.C.A.A.TO1.A.MW","All excluding 4C banks, excl. domestic positions (= 4R + 4Q +4V) from Greece - Consolidated Total claims in All currencies with residents of Malawi (Immediate counterparty basis), All sectors (Amounts outstanding / Stocks, All instruments, Total (all maturities)","BIS,WS_CBS_PUB,1.0",Total claims,USD,Quarterly,End of period,,Greece,Malawi
"BIS,WS_CBS_PUB,1.0,Q.S.CA.4R.U.W.A.A.TO1.A.UA","Domestic banks(4B), excl. domestic positions from Canada - Consolidated Guarantees extended in All currencies with residents of Ukraine (Guarantor basis), All sectors (Amounts outstanding / Stocks, All instruments, Total (all maturities)","BIS,WS_CBS_PUB,1.0",Guarantees extended,USD,Quarterly,End of period,,Canada,Ukraine
"BIS,WS_CBS_PUB,1.0,Q.S.GB.4R.U.X.A.A.TO1.A.SD","Domestic banks(4B), excl. domestic positions from United Kingdom - Consolidated Credit commitments in All currencies with residents of Sudan (Guarantor basis), All sectors (Amounts outstanding / Stocks, All instruments, Total (all maturities)","BIS,WS_CBS_PUB,1.0",Credit commitments,USD,Quarterly,End of period,,United Kingdom,Sudan
"BIS,WS_CBS_PUB,1.0,Q.S.5A.4R.F.M.A.A.LC1.A.KY","Domestic banks(4B), excl. domestic positions from All reporting countries - Consolidated Local liabilities in Local currency with residents of Cayman Islands (Immediate counterparty basis), All sectors (Amounts outstanding / Stocks, All instruments, Total (all maturities)","BIS,WS_CBS_PUB,1.0",Local liabilities,USD,Quarterly,End of period,,All reporting countries,Cayman Islands
"BIS,WS_CBS_PUB,1.0,Q.S.SE.4O.Q.C.A.A.TO1.A.RW","All excluding 4C banks, excl. domestic positions (= 4R + 4Q +4V) from Sweden - Consolidated Total claims in All currencies with residents of Rwanda (Net risk transfers (Inward-Outward)), All sectors (Amounts outstanding / Stocks, All instruments, Total (all maturities)","BIS,WS_CBS_PUB,1.0",Total claims,USD,Quarterly,End of period,,Sweden,Rwanda
"BIS,WS_CBS_PUB,1.0,Q.S.US.4O.Q.C.A.A.TO1.A.SI","All excluding 4C banks, excl. domestic positions (= 4R + 4Q +4V) from United States - Consolidated Total claims in All currencies with residents of Slovenia (Net risk transfers (Inward-Outward)), All sectors (Amounts outstanding / Stocks, All instruments, Total (all maturities)","BIS,WS_CBS_PUB,1.0",Total claims,USD,Quarterly,End of period,,United States,Slovenia
"BIS,WS_CBS_PUB,1.0,Q.S.IE.4R.F.C.A.A.TO1.A.GM","Domestic banks(4B), excl. domestic positions from Ireland - Consolidated Total claims in All currencies with residents of Gambia (Immediate counterparty basis), All sectors (Amounts outstanding / Stocks, All instruments, Total (all maturities)","BIS,WS_CBS_PUB,1.0",Total claims,USD,Quarterly,End of period,,Ireland,Gambia
"BIS,WS_CBS_PUB,1.0,Q.S.TR.4B.U.W.A.A.TO1.A.DZ","Domestic banks from Turkey - Consolidated Guarantees extended in All currencies with residents of Algeria (Guarantor basis), All sectors (Amounts outstanding / Stocks, All instruments, Total (all maturities)","BIS,WS_CBS_PUB,1.0",Guarantees extended,USD,Quarterly,End of period,,Turkey,Algeria
"BIS,WS_CBS_PUB,1.0,Q.S.5A.4R.F.I.A.A.TO1.S.SS","Domestic banks(4B), excl. domestic positions from All reporting countries - Consolidated International claims in All currencies with residents of South Sudan (Immediate counterparty basis), Non-financial private sector (Amounts outstanding / Stocks, All instruments, Total (all maturities)","BIS,WS_CBS_PUB,1.0",International claims,USD,Quarterly,End of period,,All reporting countries,South Sudan
"BIS,WS_CBS_PUB,1.0,Q.S.BE.4R.U.C.V.A.TO1.A.PK","Domestic banks(4B), excl. domestic positions from Belgium - Consolidated Total claims in All currencies with residents of Pakistan (Guarantor basis), All sectors (Amounts outstanding / Stocks, Derivatives, Total (all maturities)","BIS,WS_CBS_PUB,1.0",Total claims,USD,Quarterly,End of period,,Belgium,Pakistan
"BIS,WS_CBS_PUB,1.0,Q.S.SE.4B.U.C.A.A.TO1.B.AR","Domestic banks from Sweden - Consolidated Total claims in All currencies with residents of Argentina (Guarantor basis), Banks, total (Amounts outstanding / Stocks, All instruments, Total (all maturities)","BIS,WS_CBS_PUB,1.0",Total claims,USD,Quarterly,End of period,,Sweden,Argentina
"BIS,WS_LBS_D_PUB,1.0,Q.G.L.I.TO1.A.5J.A.5A.A.HN.N","All reporting countries - Cross-border Total liabilities of banks with headquarters in All countries (total) vis-a-vis residents of Honduras, All sectors (Annual growth (BIS calculated), Derivatives and Other instruments in All currencies (=D+F+U), All currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total liabilities,USD,Quarterly,,,All reporting countries,Honduras
"BIS,WS_LBS_D_PUB,1.0,Q.G.C.G.CHF.A.5J.A.5A.K.CA.N","All reporting countries - Cross-border Total claims of banks with headquarters in All countries (total) vis-a-vis residents of Canada, Unallocated non-financial sectors (Annual growth (BIS calculated), Loans and deposits in All currencies (=D+F+U), Swiss franc, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total claims,USD,Quarterly,,,All reporting countries,Canada
"BIS,WS_LBS_D_PUB,1.0,Q.S.C.A.TO1.A.5J.A.IM.C.5J.A","Isle of Man - All Total claims of banks with headquarters in All countries (total) vis-a-vis residents of All countries (total), Non-financial corporations (Amounts outstanding / Stocks, All instruments in All currencies (=D+F+U), All currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total claims,USD,Quarterly,,,Isle of Man,All countries (total)
"BIS,WS_LBS_D_PUB,1.0,Q.G.C.A.EUR.A.5J.A.5A.B.SI.N","All reporting countries - Cross-border Total claims of banks with headquarters in All countries (total) vis-a-vis residents of Slovenia, Banks, total (Annual growth (BIS calculated), All instruments in All currencies (=D+F+U), Euro, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total claims,USD,Quarterly,,,All reporting countries,Slovenia
"BIS,WS_LBS_D_PUB,1.0,Q.G.C.G.TO3.A.5J.A.5A.H.CZ.N","All reporting countries - Cross-border Total claims of banks with headquarters in All countries (total) vis-a-vis residents of Czech Republic, Households and NPISHs (Annual growth (BIS calculated), Loans and deposits in All currencies (=D+F+U), All currencies excl. core, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total claims,USD,Quarterly,,,All reporting countries,Czech Republic
"BIS,WS_LBS_D_PUB,1.0,Q.B.C.G.UN9.A.5J.A.5A.N.VN.N","All reporting countries - Cross-border Total claims of banks with headquarters in All countries (total) vis-a-vis residents of Vietnam, Non-banks, total (Break in stocks, Loans and deposits in All currencies (=D+F+U), Unallocated currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total claims,USD,Quarterly,,,All reporting countries,Vietnam
