Car_name,Num_of_reviews,General_rate,Comfort,Interior design,Performance,Value for the money,Exterior styling,Reliability,Year,Brand,Model
2014     Dodge     SRT Viper.,3.0,4.4,4.0,4.0,5.0,4.0,5.0,4.7,2014,Dodge,SRT Viper.
2013     Dodge     Challenger.,107.0,4.7,4.7,4.4,4.8,4.5,4.9,4.6,2013,Dodge,Challenger.
2013     Dodge     Dart.,234.0,4.1,4.3,4.4,3.9,4.0,4.5,3.9,2013,Dodge,Dart.
2013     Dodge     Avenger.,123.0,4.2,4.4,4.3,4.1,4.1,4.4,4.2,2013,Dodge,Avenger.
2013     Dodge     Durango.,70.0,4.7,4.8,4.7,4.7,4.7,4.9,4.7,2013,Dodge,Durango.
2013     Dodge     Charger.,132.0,4.7,4.8,4.7,4.7,4.6,4.8,4.6,2013,Dodge,Charger.
2013     Dodge     Grand Caravan.,88.0,4.3,4.4,4.4,4.2,4.3,4.4,4.1,2013,Dodge,Grand Caravan.
2013     Dodge     SRT Viper.,3.0,4.9,4.7,4.7,5.0,5.0,5.0,5.0,2013,Dodge,SRT Viper.
2013     Dodge     Journey.,100.0,4.4,4.5,4.4,4.2,4.4,4.4,4.3,2013,Dodge,Journey.
2012     Dodge     Avenger.,69.0,4.3,4.4,4.3,4.1,4.2,4.5,4.3,2012,Dodge,Avenger.
2012     Dodge     Challenger.,130.0,4.8,4.8,4.6,4.8,4.7,4.9,4.8,2012,Dodge,Challenger.
2012     Dodge     Durango.,70.0,4.4,4.6,4.5,4.3,4.3,4.6,4.4,2012,Dodge,Durango.
2012     Dodge     Charger.,85.0,4.7,4.8,4.6,4.6,4.5,4.8,4.5,2012,Dodge,Charger.
2012     Dodge     Grand Caravan.,85.0,4.1,4.2,4.2,4.1,4.1,4.2,4.0,2012,Dodge,Grand Caravan.
2012     Dodge     Caliber.,29.0,4.2,4.2,4.1,3.7,4.2,4.4,4.4,2012,Dodge,Caliber.
2012     Dodge     Journey.,121.0,4.2,4.4,4.3,4.1,4.1,4.4,4.1,2012,Dodge,Journey.
2023     Ford     Bronco.,,,,,,,,,2023,Ford,Bronco.
2023     Ford     F-150.,2.0,4.1,4.5,4.5,5.0,2.5,5.0,3.0,2023,Ford,F-150.
2023     Ford     Mustang.,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2023,Ford,Mustang.
2023     Ford     Explorer.,,,,,,,,,2023,Ford,Explorer.
2023     Ford     Bronco Sport.,1.0,4.9,5.0,5.0,4.0,5.0,5.0,5.0,2023,Ford,Bronco Sport.
2023     Ford     Maverick.,1.0,4.1,4.0,4.0,4.0,5.0,4.0,4.0,2023,Ford,Maverick.
2023     Ford     Ranger.,1.0,4.9,5.0,4.0,5.0,5.0,5.0,5.0,2023,Ford,Ranger.
2023     Ford     Expedition Max.,,,,,,,,,2023,Ford,Expedition Max.
2023     Ford     Transit-350.,,,,,,,,,2023,Ford,Transit-350.
2023     Ford     Edge.,,,,,,,,,2023,Ford,Edge.
2023     Ford     Expedition.,,,,,,,,,2023,Ford,Expedition.
2023     Ford     F-350.,,,,,,,,,2023,Ford,F-350.
2023     Ford     F-250.,,,,,,,,,2023,Ford,F-250.
2023     Ford     Transit-250.,,,,,,,,,2023,Ford,Transit-250.
2023     Ford     Escape.,,,,,,,,,2023,Ford,Escape.
2022     Ford     Mustang.,2.0,4.5,4.0,4.0,5.0,4.0,5.0,4.5,2022,Ford,Mustang.
2022     Ford     F-350.,,,,,,,,,2022,Ford,F-350.
2022     Ford     Shelby GT500.,,,,,,,,,2022,Ford,Shelby GT500.
2022     Ford     F-150.,5.0,4.8,5.0,4.6,4.8,4.6,5.0,4.6,2022,Ford,F-150.
2022     Ford     Explorer.,13.0,4.3,4.3,4.1,4.5,4.0,4.7,4.5,2022,Ford,Explorer.
2022     Ford     F-250.,2.0,4.7,5.0,5.0,5.0,5.0,5.0,3.0,2022,Ford,F-250.
2022     Ford     EcoSport.,2.0,2.9,3.0,3.0,2.5,3.0,2.5,3.0,2022,Ford,EcoSport.
2022     Ford     Bronco.,10.0,4.6,4.6,4.7,4.8,4.2,4.9,4.3,2022,Ford,Bronco.
2022     Ford     Expedition.,,,,,,,,,2022,Ford,Expedition.
2022     Ford     Escape.,9.0,3.4,3.3,3.3,3.6,3.4,3.7,3.4,2022,Ford,Escape.
2022     Ford     Bronco Sport.,10.0,4.6,4.5,4.6,4.3,4.6,4.6,4.6,2022,Ford,Bronco Sport.
2022     Ford     Escape PHEV.,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2022,Ford,Escape PHEV.
2022     Ford     Ranger.,5.0,4.1,4.4,4.0,4.0,3.6,4.6,4.2,2022,Ford,Ranger.
2022     Ford     Transit Connect.,,,,,,,,,2022,Ford,Transit Connect.
2022     Ford     Maverick.,32.0,4.5,4.5,4.5,4.6,4.6,4.5,4.6,2022,Ford,Maverick.
2022     Ford     Edge.,10.0,4.7,4.8,4.5,4.7,4.4,4.7,4.8,2022,Ford,Edge.
2022     Ford     Expedition Max.,,,,,,,,,2022,Ford,Expedition Max.
2022     Ford     F-450.,1.0,4.4,5.0,5.0,2.0,5.0,5.0,5.0,2022,Ford,F-450.
2022     Ford     Transit-250.,,,,,,,,,2022,Ford,Transit-250.
2021     Ford     Bronco Sport.,63.0,4.7,4.8,4.7,4.7,4.7,4.8,4.8,2021,Ford,Bronco Sport.
2021     Ford     F-150.,82.0,4.7,4.8,4.8,4.7,4.5,4.9,4.7,2021,Ford,F-150.
2021     Ford     Transit-250.,,,,,,,,,2021,Ford,Transit-250.
2021     Ford     Explorer.,66.0,4.7,4.8,4.7,4.8,4.6,4.8,4.7,2021,Ford,Explorer.
2021     Ford     Mustang.,8.0,4.9,4.8,4.8,5.0,4.9,4.9,5.0,2021,Ford,Mustang.
2021     Ford     F-250.,20.0,4.5,4.4,4.6,4.5,4.1,4.8,4.5,2021,Ford,F-250.
2021     Ford     EcoSport.,17.0,4.1,4.2,4.2,4.0,3.8,4.2,4.0,2021,Ford,EcoSport.
2021     Ford     Transit-350.,,,,,,,,,2021,Ford,Transit-350.
2021     Ford     Expedition.,3.0,4.3,4.7,4.7,4.3,3.7,4.7,4.0,2021,Ford,Expedition.
2021     Ford     Edge.,11.0,4.5,4.7,4.5,4.4,4.4,4.6,4.6,2021,Ford,Edge.
2021     Ford     Expedition Max.,,,,,,,,,2021,Ford,Expedition Max.
2021     Ford     Escape PHEV.,1.0,4.6,4.0,4.0,5.0,4.0,5.0,5.0,2021,Ford,Escape PHEV.
2021     Ford     Ranger.,31.0,4.8,4.8,4.7,4.9,4.8,4.9,4.8,2021,Ford,Ranger.
2021     Ford     Bronco.,11.0,4.5,4.5,4.1,4.7,4.7,4.5,4.6,2021,Ford,Bronco.
2021     Ford     Escape.,16.0,4.4,4.7,4.8,4.2,4.1,4.9,4.1,2021,Ford,Escape.
2021     Ford     Shelby GT500.,,,,,,,,,2021,Ford,Shelby GT500.
2021     Ford     F-350.,11.0,4.4,4.4,4.3,4.5,4.3,4.5,4.5,2021,Ford,F-350.
2021     Ford     Transit Connect.,4.0,4.8,4.8,4.8,4.8,4.8,5.0,4.5,2021,Ford,Transit Connect.
2020     Ford     Mustang.,69.0,4.9,4.8,4.7,4.9,4.8,4.9,4.9,2020,Ford,Mustang.
2020     Ford     F-150.,222.0,4.8,4.9,4.8,4.8,4.6,4.8,4.8,2020,Ford,F-150.
2020     Ford     Explorer.,253.0,4.5,4.7,4.6,4.5,4.3,4.7,4.3,2020,Ford,Explorer.
2020     Ford     Expedition.,28.0,4.8,5.0,4.9,4.8,4.6,4.8,4.8,2020,Ford,Expedition.
2020     Ford     Expedition Max.,17.0,4.3,4.6,4.6,4.2,4.1,4.6,4.0,2020,Ford,Expedition Max.
2020     Ford     F-250.,46.0,4.7,4.8,4.8,4.8,4.4,4.8,4.6,2020,Ford,F-250.
2020     Ford     Ranger.,77.0,4.8,4.8,4.7,4.9,4.7,4.9,4.8,2020,Ford,Ranger.
2020     Ford     Edge.,145.0,4.9,4.9,4.9,4.9,4.8,4.9,4.9,2020,Ford,Edge.
2020     Ford     Fusion.,72.0,4.8,4.8,4.8,4.7,4.7,4.9,4.8,2020,Ford,Fusion.
2020     Ford     Shelby GT350.,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2020,Ford,Shelby GT350.
2020     Ford     Transit Connect.,9.0,3.8,3.4,3.7,4.0,3.9,3.8,4.3,2020,Ford,Transit Connect.
2020     Ford     Fusion Energi.,6.0,4.8,5.0,4.7,4.5,5.0,5.0,4.8,2020,Ford,Fusion Energi.
2020     Ford     Escape.,234.0,4.6,4.7,4.6,4.5,4.5,4.7,4.5,2020,Ford,Escape.
2020     Ford     Transit-350.,2.0,4.8,4.5,4.5,5.0,4.5,5.0,5.0,2020,Ford,Transit-350.
2020     Ford     F-350.,18.0,4.5,4.6,4.5,4.6,4.3,4.8,4.5,2020,Ford,F-350.
2020     Ford     EcoSport.,64.0,4.7,4.6,4.8,4.4,4.6,4.8,4.8,2020,Ford,EcoSport.
2020     Ford     Transit-250.,5.0,5.0,5.0,5.0,5.0,4.8,5.0,5.0,2020,Ford,Transit-250.
2020     Ford     Fusion Hybrid.,7.0,4.9,5.0,5.0,4.9,4.9,4.6,5.0,2020,Ford,Fusion Hybrid.
2020     Ford     Shelby GT500.,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2020,Ford,Shelby GT500.
2020     Ford     Transit-150.,,,,,,,,,2020,Ford,Transit-150.
2019     Ford     F-150.,430.0,4.7,4.8,4.8,4.8,4.5,4.8,4.7,2019,Ford,F-150.
2019     Ford     Fusion.,98.0,4.6,4.7,4.7,4.5,4.5,4.7,4.7,2019,Ford,Fusion.
2019     Ford     F-250.,101.0,4.5,4.6,4.6,4.5,4.2,4.7,4.4,2019,Ford,F-250.
2019     Ford     F-350.,48.0,4.7,4.7,4.8,4.6,4.4,4.8,4.7,2019,Ford,F-350.
2019     Ford     Transit-350.,,,,,,,,,2019,Ford,Transit-350.
2019     Ford     Mustang.,154.0,4.7,4.6,4.7,4.9,4.6,4.9,4.7,2019,Ford,Mustang.
2019     Ford     Ranger.,239.0,4.4,4.5,4.4,4.5,4.1,4.6,4.4,2019,Ford,Ranger.
2019     Ford     Flex.,53.0,4.8,4.9,4.8,4.8,4.7,4.8,4.8,2019,Ford,Flex.
2019     Ford     Explorer.,111.0,4.8,4.8,4.8,4.8,4.7,4.9,4.8,2019,Ford,Explorer.
2019     Ford     Expedition.,63.0,4.8,4.9,4.9,4.8,4.7,4.9,4.7,2019,Ford,Expedition.
2019     Ford     Escape.,266.0,4.7,4.7,4.7,4.6,4.6,4.7,4.7,2019,Ford,Escape.
2019     Ford     Fusion Energi.,15.0,4.9,5.0,4.9,4.7,4.9,4.9,4.9,2019,Ford,Fusion Energi.
2019     Ford     Fusion Hybrid.,54.0,4.8,4.8,4.8,4.6,4.8,4.8,4.9,2019,Ford,Fusion Hybrid.
2019     Ford     Transit Connect.,20.0,4.0,4.0,4.0,3.7,3.9,4.4,4.1,2019,Ford,Transit Connect.
2019     Ford     Transit-250.,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2019,Ford,Transit-250.
2019     Ford     Expedition Max.,23.0,4.9,5.0,4.8,5.0,4.6,5.0,5.0,2019,Ford,Expedition Max.
2019     Ford     Transit-150.,5.0,4.1,3.8,4.0,4.4,4.0,4.0,4.2,2019,Ford,Transit-150.
2019     Ford     Edge.,196.0,4.7,4.8,4.7,4.7,4.6,4.8,4.7,2019,Ford,Edge.
2019     Ford     Shelby GT350.,8.0,4.9,4.6,4.8,5.0,4.8,5.0,5.0,2019,Ford,Shelby GT350.
2019     Ford     Taurus.,11.0,4.9,4.9,4.9,4.9,4.9,4.8,5.0,2019,Ford,Taurus.
2019     Ford     Fiesta.,76.0,4.6,4.5,4.6,4.6,4.7,4.5,4.8,2019,Ford,Fiesta.
2019     Ford     Utility Police Interceptor.,,,,,,,,,2019,Ford,Utility Police Interceptor.
2019     Ford     EcoSport.,108.0,4.5,4.5,4.5,4.2,4.4,4.5,4.6,2019,Ford,EcoSport.
2018     Ford     Explorer.,266.0,4.8,4.9,4.8,4.8,4.7,4.9,4.8,2018,Ford,Explorer.
2018     Ford     F-150.,822.0,4.8,4.8,4.8,4.8,4.6,4.8,4.7,2018,Ford,F-150.
2018     Ford     Expedition Max.,37.0,4.9,5.0,5.0,4.8,4.6,4.9,5.0,2018,Ford,Expedition Max.
2018     Ford     Expedition.,65.0,4.7,4.9,4.8,4.8,4.4,4.7,4.6,2018,Ford,Expedition.
2018     Ford     Transit-350.,9.0,4.2,4.2,4.1,4.2,4.4,4.1,4.1,2018,Ford,Transit-350.
2018     Ford     Transit-150.,6.0,4.0,4.2,4.3,3.8,3.8,4.2,4.0,2018,Ford,Transit-150.
2018     Ford     Mustang.,192.0,4.8,4.7,4.8,4.9,4.6,4.9,4.8,2018,Ford,Mustang.
2018     Ford     Transit Connect.,11.0,4.5,4.8,4.8,4.6,4.8,4.9,4.8,2018,Ford,Transit Connect.
2018     Ford     Edge.,238.0,4.7,4.8,4.7,4.7,4.6,4.8,4.7,2018,Ford,Edge.
2018     Ford     Taurus.,67.0,4.7,4.7,4.6,4.8,4.6,4.7,4.7,2018,Ford,Taurus.
2018     Ford     F-250.,81.0,4.8,4.8,4.8,4.8,4.6,4.9,4.8,2018,Ford,F-250.
2018     Ford     Shelby GT350.,24.0,4.6,4.4,4.7,4.8,4.4,4.8,4.8,2018,Ford,Shelby GT350.
2018     Ford     Focus ST.,38.0,4.7,4.5,4.5,4.8,4.6,4.7,4.7,2018,Ford,Focus ST.
2018     Ford     Flex.,44.0,4.7,4.9,4.7,4.6,4.5,4.7,4.7,2018,Ford,Flex.
2018     Ford     Focus RS.,5.0,4.7,4.6,4.2,5.0,4.6,5.0,4.8,2018,Ford,Focus RS.
2018     Ford     EcoSport.,204.0,4.5,4.6,4.5,4.3,4.4,4.6,4.5,2018,Ford,EcoSport.
2018     Ford     Fusion.,153.0,4.8,4.9,4.8,4.8,4.7,4.8,4.8,2018,Ford,Fusion.
2018     Ford     Focus.,202.0,4.6,4.6,4.6,4.5,4.6,4.7,4.6,2018,Ford,Focus.
2018     Ford     Transit-250.,8.0,4.3,4.4,4.2,4.4,4.4,4.4,4.2,2018,Ford,Transit-250.
2018     Ford     C-Max Hybrid.,25.0,4.8,4.8,4.8,4.9,4.9,4.7,5.0,2018,Ford,C-Max Hybrid.
2018     Ford     Escape.,585.0,4.7,4.8,4.7,4.7,4.6,4.8,4.7,2018,Ford,Escape.
2018     Ford     F-350.,43.0,4.5,4.7,4.8,4.5,4.2,4.7,4.5,2018,Ford,F-350.
2018     Ford     Fusion Hybrid.,60.0,4.7,4.8,4.7,4.6,4.7,4.8,4.7,2018,Ford,Fusion Hybrid.
2018     Ford     Utility Police Interceptor.,,,,,,,,,2018,Ford,Utility Police Interceptor.
2018     Ford     Fusion Energi.,16.0,4.9,4.9,4.8,4.6,4.9,4.9,4.9,2018,Ford,Fusion Energi.
2018     Ford     Fiesta.,82.0,4.6,4.6,4.6,4.5,4.8,4.6,4.8,2018,Ford,Fiesta.
2017     Ford     F-350.,90.0,4.8,4.8,4.8,4.9,4.5,4.9,4.8,2017,Ford,F-350.
2017     Ford     F-250.,163.0,4.6,4.6,4.7,4.7,4.4,4.8,4.6,2017,Ford,F-250.
2017     Ford     Focus RS.,32.0,4.7,4.3,4.5,4.9,4.7,4.8,4.7,2017,Ford,Focus RS.
2017     Ford     Explorer.,366.0,4.7,4.8,4.7,4.6,4.5,4.8,4.6,2017,Ford,Explorer.
2017     Ford     Transit-250.,10.0,4.6,4.5,4.4,4.9,4.6,4.7,4.6,2017,Ford,Transit-250.
2017     Ford     Transit Connect.,9.0,4.7,4.8,4.7,4.7,4.9,4.6,4.7,2017,Ford,Transit Connect.
2017     Ford     Expedition.,74.0,4.6,4.9,4.6,4.7,4.4,4.6,4.7,2017,Ford,Expedition.
2017     Ford     F-150.,572.0,4.8,4.9,4.8,4.8,4.6,4.8,4.8,2017,Ford,F-150.
2017     Ford     Fusion Hybrid.,67.0,4.8,4.8,4.7,4.7,4.8,4.9,4.9,2017,Ford,Fusion Hybrid.
2017     Ford     Shelby GT350.,43.0,4.8,4.7,4.6,4.9,4.7,5.0,4.6,2017,Ford,Shelby GT350.
2017     Ford     Fusion Energi.,52.0,4.8,4.9,4.8,4.4,4.8,4.9,4.8,2017,Ford,Fusion Energi.
2017     Ford     Expedition EL.,51.0,4.8,4.9,4.6,4.8,4.6,4.7,4.8,2017,Ford,Expedition EL.
2017     Ford     Focus.,223.0,4.6,4.6,4.6,4.4,4.6,4.7,4.6,2017,Ford,Focus.
2017     Ford     Taurus.,59.0,4.6,4.7,4.6,4.7,4.6,4.6,4.7,2017,Ford,Taurus.
2017     Ford     Transit-350.,28.0,4.4,4.5,4.3,4.4,4.3,4.4,4.2,2017,Ford,Transit-350.
2017     Ford     Focus ST.,57.0,4.6,4.5,4.4,4.8,4.7,4.7,4.7,2017,Ford,Focus ST.
2017     Ford     C-Max Energi.,36.0,4.8,4.8,4.6,4.8,4.9,4.5,4.8,2017,Ford,C-Max Energi.
2017     Ford     Mustang.,295.0,4.8,4.7,4.7,4.9,4.7,4.9,4.8,2017,Ford,Mustang.
2017     Ford     Transit-150.,12.0,4.4,4.5,4.4,4.3,4.4,4.2,4.4,2017,Ford,Transit-150.
2017     Ford     Fiesta.,98.0,4.6,4.5,4.4,4.5,4.7,4.7,4.7,2017,Ford,Fiesta.
2017     Ford     Fusion.,352.0,4.8,4.8,4.8,4.7,4.7,4.8,4.8,2017,Ford,Fusion.
2017     Ford     Edge.,292.0,4.7,4.8,4.7,4.7,4.6,4.8,4.7,2017,Ford,Edge.
2017     Ford     Escape.,764.0,4.6,4.7,4.6,4.6,4.5,4.7,4.6,2017,Ford,Escape.
2017     Ford     Flex.,47.0,4.9,4.9,4.8,4.8,4.9,4.8,4.9,2017,Ford,Flex.
2017     Ford     Utility Police Interceptor.,,,,,,,,,2017,Ford,Utility Police Interceptor.
2016     Ford     F-150.,393.0,4.6,4.7,4.6,4.7,4.4,4.7,4.5,2016,Ford,F-150.
2016     Ford     Sedan Police Interceptor.,,,,,,,,,2016,Ford,Sedan Police Interceptor.
2016     Ford     Fusion Energi.,32.0,4.7,4.8,4.7,4.6,4.6,4.8,4.7,2016,Ford,Fusion Energi.
2016     Ford     Expedition EL.,15.0,4.3,4.6,4.4,4.3,4.2,4.4,4.1,2016,Ford,Expedition EL.
2016     Ford     F-350.,32.0,4.8,4.8,4.7,4.9,4.5,4.9,4.9,2016,Ford,F-350.
2016     Ford     Taurus.,66.0,4.7,4.7,4.5,4.7,4.5,4.7,4.8,2016,Ford,Taurus.
2016     Ford     Shelby GT350.,26.0,4.6,4.5,4.4,4.9,4.5,4.8,4.8,2016,Ford,Shelby GT350.
2016     Ford     Transit-350.,22.0,4.3,4.4,4.2,4.2,4.3,4.5,4.0,2016,Ford,Transit-350.
2016     Ford     C-Max Energi.,17.0,4.6,4.9,4.6,4.4,4.5,4.2,4.6,2016,Ford,C-Max Energi.
2016     Ford     Focus RS.,21.0,4.7,4.1,4.4,4.9,4.8,4.8,4.8,2016,Ford,Focus RS.
2016     Ford     F-250.,69.0,4.6,4.6,4.7,4.6,4.3,4.7,4.5,2016,Ford,F-250.
2016     Ford     Explorer.,221.0,4.5,4.7,4.5,4.5,4.3,4.7,4.4,2016,Ford,Explorer.
2016     Ford     Focus.,193.0,4.4,4.4,4.5,4.3,4.3,4.6,4.3,2016,Ford,Focus.
2016     Ford     Flex.,37.0,4.7,4.8,4.6,4.7,4.6,4.6,4.6,2016,Ford,Flex.
2016     Ford     Utility Police Interceptor.,,,,,,,,,2016,Ford,Utility Police Interceptor.
2016     Ford     Mustang.,230.0,4.7,4.6,4.7,4.8,4.6,4.9,4.6,2016,Ford,Mustang.
2016     Ford     Fusion Hybrid.,28.0,4.6,4.5,4.5,4.5,4.5,4.7,4.6,2016,Ford,Fusion Hybrid.
2016     Ford     Transit-150.,7.0,4.5,4.6,4.4,4.6,4.4,4.4,4.4,2016,Ford,Transit-150.
2016     Ford     Focus ST.,36.0,4.4,4.2,4.4,4.6,4.4,4.6,4.4,2016,Ford,Focus ST.
2016     Ford     Fusion.,295.0,4.6,4.7,4.6,4.5,4.5,4.8,4.6,2016,Ford,Fusion.
2016     Ford     Transit Connect.,16.0,4.6,4.8,4.7,4.4,4.5,4.5,4.4,2016,Ford,Transit Connect.
2016     Ford     Edge.,146.0,4.6,4.8,4.7,4.6,4.5,4.7,4.5,2016,Ford,Edge.
2016     Ford     Transit-250.,17.0,3.8,3.8,3.8,3.7,3.6,4.2,3.7,2016,Ford,Transit-250.
2016     Ford     Expedition.,25.0,4.8,4.8,4.6,4.8,4.7,4.8,4.9,2016,Ford,Expedition.
2016     Ford     Escape.,265.0,4.6,4.6,4.6,4.7,4.5,4.7,4.7,2016,Ford,Escape.
2016     Ford     C-Max Hybrid.,25.0,4.7,4.7,4.8,4.6,4.6,4.7,4.6,2016,Ford,C-Max Hybrid.
2016     Ford     Fiesta.,88.0,4.4,4.2,4.3,4.4,4.7,4.5,4.5,2016,Ford,Fiesta.
2015     Ford     Taurus.,79.0,4.7,4.8,4.6,4.8,4.7,4.8,4.7,2015,Ford,Taurus.
2015     Ford     Utility Police Interceptor.,,,,,,,,,2015,Ford,Utility Police Interceptor.
2015     Ford     Explorer.,184.0,4.5,4.6,4.6,4.5,4.4,4.6,4.5,2015,Ford,Explorer.
2015     Ford     F-250.,60.0,4.6,4.7,4.6,4.7,4.5,4.7,4.6,2015,Ford,F-250.
2015     Ford     Transit Connect.,17.0,4.3,4.3,3.9,4.2,4.4,4.1,4.6,2015,Ford,Transit Connect.
2015     Ford     Fusion Energi.,21.0,4.6,4.9,4.5,4.2,4.4,4.9,4.5,2015,Ford,Fusion Energi.
2015     Ford     Transit-350.,18.0,4.0,4.1,4.1,4.2,3.6,4.2,3.9,2015,Ford,Transit-350.
2015     Ford     Mustang.,276.0,4.8,4.6,4.7,4.8,4.7,4.9,4.7,2015,Ford,Mustang.
2015     Ford     F-150.,359.0,4.7,4.8,4.7,4.8,4.5,4.8,4.7,2015,Ford,F-150.
2015     Ford     Transit-250.,11.0,3.9,4.1,4.1,3.5,3.7,4.1,3.9,2015,Ford,Transit-250.
2015     Ford     Expedition.,22.0,4.8,5.0,4.9,4.9,4.8,4.6,4.9,2015,Ford,Expedition.
2015     Ford     Edge.,152.0,4.7,4.8,4.7,4.6,4.5,4.7,4.6,2015,Ford,Edge.
2015     Ford     Transit-150.,7.0,3.9,4.0,4.0,4.0,3.9,4.0,3.7,2015,Ford,Transit-150.
2015     Ford     F-350.,36.0,4.5,4.6,4.5,4.4,4.2,4.6,4.3,2015,Ford,F-350.
2015     Ford     Fusion.,183.0,4.5,4.6,4.5,4.4,4.4,4.7,4.4,2015,Ford,Fusion.
2015     Ford     Focus ST.,38.0,4.6,4.4,4.2,4.7,4.7,4.8,4.5,2015,Ford,Focus ST.
2015     Ford     Expedition EL.,26.0,4.6,4.8,4.4,4.7,4.4,4.5,4.5,2015,Ford,Expedition EL.
2015     Ford     Escape.,297.0,4.6,4.6,4.5,4.6,4.5,4.6,4.6,2015,Ford,Escape.
2015     Ford     Flex.,33.0,4.6,4.7,4.6,4.4,4.5,4.4,4.7,2015,Ford,Flex.
2015     Ford     Fiesta.,71.0,4.3,4.1,4.3,4.4,4.4,4.5,4.5,2015,Ford,Fiesta.
2015     Ford     Focus.,172.0,4.1,4.2,4.3,3.9,4.0,4.4,3.9,2015,Ford,Focus.
2015     Ford     Fusion Hybrid.,29.0,4.6,4.7,4.6,4.6,4.5,4.8,4.4,2015,Ford,Fusion Hybrid.
2015     Ford     C-Max Energi.,23.0,4.8,4.9,4.8,4.8,4.7,4.7,4.8,2015,Ford,C-Max Energi.
2015     Ford     C-Max Hybrid.,26.0,4.8,4.8,4.9,4.9,4.8,4.5,4.8,2015,Ford,C-Max Hybrid.
2014     Ford     Mustang.,250.0,4.7,4.6,4.5,4.9,4.7,4.9,4.8,2014,Ford,Mustang.
2014     Ford     F-150.,299.0,4.7,4.7,4.6,4.7,4.5,4.8,4.7,2014,Ford,F-150.
2014     Ford     Focus.,418.0,3.9,4.0,4.1,3.6,3.7,4.3,3.6,2014,Ford,Focus.
2014     Ford     Expedition.,24.0,4.6,4.7,4.5,4.7,4.4,4.5,4.8,2014,Ford,Expedition.
2014     Ford     Focus ST.,47.0,4.4,4.1,4.2,4.5,4.4,4.5,4.4,2014,Ford,Focus ST.
2014     Ford     Taurus.,92.0,4.7,4.7,4.6,4.7,4.7,4.8,4.8,2014,Ford,Taurus.
2014     Ford     Fusion Hybrid.,50.0,4.6,4.8,4.7,4.5,4.5,4.7,4.5,2014,Ford,Fusion Hybrid.
2014     Ford     E150.,31.0,4.8,4.9,4.8,4.9,4.7,4.9,4.9,2014,Ford,E150.
2014     Ford     F-350.,21.0,4.7,4.8,4.9,4.7,4.5,4.7,4.8,2014,Ford,F-350.
2014     Ford     Transit Connect.,31.0,3.9,4.0,3.8,4.0,3.7,4.2,3.9,2014,Ford,Transit Connect.
2014     Ford     Escape.,462.0,4.4,4.4,4.4,4.3,4.3,4.5,4.4,2014,Ford,Escape.
2014     Ford     Flex.,60.0,4.7,4.8,4.7,4.6,4.5,4.7,4.6,2014,Ford,Flex.
2014     Ford     C-Max Hybrid.,45.0,4.4,4.5,4.5,4.5,4.3,4.2,4.3,2014,Ford,C-Max Hybrid.
2014     Ford     Fiesta.,131.0,3.9,3.8,4.0,3.8,3.9,4.2,3.8,2014,Ford,Fiesta.
2014     Ford     Explorer.,190.0,4.6,4.7,4.6,4.5,4.5,4.7,4.6,2014,Ford,Explorer.
2014     Ford     E250.,11.0,4.2,4.2,4.3,3.9,4.3,4.2,4.5,2014,Ford,E250.
2014     Ford     Expedition EL.,14.0,4.5,4.6,4.3,4.5,4.5,4.4,4.7,2014,Ford,Expedition EL.
2014     Ford     Edge.,155.0,4.6,4.6,4.6,4.6,4.3,4.6,4.6,2014,Ford,Edge.
2014     Ford     F-250.,42.0,4.7,4.8,4.5,4.9,4.6,4.8,4.8,2014,Ford,F-250.
2014     Ford     Fusion.,254.0,4.6,4.6,4.6,4.4,4.5,4.8,4.6,2014,Ford,Fusion.
2014     Ford     Utility Police Interceptor.,1.0,4.7,4.0,4.0,5.0,5.0,5.0,5.0,2014,Ford,Utility Police Interceptor.
2014     Ford     E350 Super Duty.,8.0,4.9,4.9,4.9,4.8,4.8,4.9,5.0,2014,Ford,E350 Super Duty.
2014     Ford     Shelby GT500.,9.0,4.7,4.4,4.3,5.0,4.8,4.9,4.4,2014,Ford,Shelby GT500.
2014     Ford     C-Max Energi.,16.0,4.5,4.7,4.5,4.4,4.3,4.3,4.7,2014,Ford,C-Max Energi.
2014     Ford     Fusion Energi.,28.0,4.7,4.9,4.6,4.6,4.7,4.9,4.7,2014,Ford,Fusion Energi.
2013     Ford     E350 Super Duty.,3.0,4.5,5.0,4.3,4.0,4.7,4.0,4.7,2013,Ford,E350 Super Duty.
2013     Ford     F-150.,430.0,4.6,4.8,4.6,4.7,4.5,4.7,4.7,2013,Ford,F-150.
2013     Ford     F-350.,22.0,4.5,4.7,4.5,4.6,4.0,4.8,4.4,2013,Ford,F-350.
2013     Ford     Explorer.,210.0,4.4,4.6,4.5,4.4,4.2,4.6,4.4,2013,Ford,Explorer.
2013     Ford     Focus ST.,49.0,4.6,4.2,4.6,4.6,4.5,4.8,4.5,2013,Ford,Focus ST.
2013     Ford     Transit Connect.,19.0,4.0,4.2,4.2,3.9,3.9,4.3,4.1,2013,Ford,Transit Connect.
