id,case_id,party_number,party_type,at_fault,party_sex,party_age,party_sobriety,party_drug_physical,direction_of_travel,party_safety_equipment_1,party_safety_equipment_2,financial_responsibility,hazardous_materials,cellphone_in_use,cellphone_use_type,school_bus_related,oaf_violation_code,oaf_violation_category,oaf_violation_section,oaf_violation_suffix,other_associate_factor_1,other_associate_factor_2,party_number_killed,party_number_injured,movement_preceding_collision,vehicle_year,vehicle_make,statewide_vehicle_type,chp_vehicle_type_towing,chp_vehicle_type_towed,party_race
382,3987616,1,driver,1,female,58,had not been drinking,,north,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,parking maneuver,1996,bluebird,other bus,paratransit,00,white
383,3987616,2,parked vehicle,0,,,not applicable,not applicable,north,,,not applicable,,0,cellphone not in use,,,,,,none apparent,,0,0,parked,2004,chevrolet,passenger car,mini-vans,00,
384,3987618,1,driver,1,male,64,had not been drinking,,west,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,2002,chevrolet,,,00,hispanic
385,3987618,2,driver,0,male,52,had not been drinking,,west,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,1,cellphone in use (handheld),,,hazardous parking,22500,,violation,,0,0,stopped,2004,freightliner,,,00,white
386,3987620,1,driver,0,male,27,had not been drinking,,west,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,merging,1993,,other bus,other commercial,00,hispanic
387,3987620,2,driver,0,male,40,had not been drinking,,west,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,merging,2001,ford,,,00,white
388,3987622,1,driver,1,male,33,impairment unknown,G,south,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,making right turn,1972,oldsmobile,passenger car,"passenger car, station",00,hispanic
389,3987622,2,driver,0,male,59,impairment unknown,G,south,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,making right turn,1993,toyota,other bus,other commercial,00,white
390,3987624,1,driver,1,male,27,had not been drinking,,west,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,previous collision,,0,0,backing,1993,,other bus,other commercial,00,hispanic
391,3987624,2,parked vehicle,0,,,not applicable,not applicable,west,,,not applicable,,,,,,,,,previous collision,,0,0,parked,2001,ford,,,00,
392,3987626,1,driver,1,male,32,had not been drinking,,east,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,,,,,,,,other,,0,0,backing,2001,freightliner,truck or truck tractor,three or more axle truck,00,white
393,3987628,1,driver,0,male,49,had not been drinking,,south,not required,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,1999,kenworth,truck or truck tractor,three or more axle truck,00,white
394,3987628,2,driver,1,,,impairment unknown,G,south,unknown,,,,,,,,,,,none apparent,,0,0,other,1998,toyota,passenger car,"passenger car, station",00,
395,3987632,1,driver,1,male,28,had not been drinking,,north,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,changing lanes,2000,lexus,passenger car,"passenger car, station",00,white
396,3987632,2,driver,0,male,32,had not been drinking,,north,not required,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,2000,infiniti,truck or truck tractor with trailer,truck tractor,federally legal semi,hispanic
397,3987634,1,driver,1,female,54,had not been drinking,,south,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,backing,2003,ford,passenger car,mini-vans,00,white
398,3987634,2,parked vehicle,0,,,not applicable,not applicable,east,,,not applicable,,0,cellphone not in use,,,,,,none apparent,,0,0,parked,2008,gmc,truck or truck tractor,two axle truck,00,
399,3987636,1,driver,1,male,79,had not been drinking,,east,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,making left turn,2001,honda,passenger car,sport utility vehicle,00,white
400,3987636,2,driver,0,male,51,had not been drinking,,south,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,1996,mitsubishi,pickup or panel truck,pickups & panels,00,other
401,3987640,1,driver,1,female,26,had not been drinking,,west,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,2001,subaru,,,00,white
402,3987640,2,driver,0,male,37,had not been drinking,,east,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,making left turn,2000,freightliner,,,00,hispanic
403,3987644,1,driver,0,female,57,had not been drinking,,south,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,1990,honda,passenger car,"passenger car, station",00,hispanic
404,3987644,2,driver,1,male,59,had not been drinking,,south,not required,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,2000,freightliner,truck or truck tractor,two axle truck,00,hispanic
405,3987648,1,driver,0,female,32,had not been drinking,,north,lap/shoulder harness used,air bag not deployed,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,2007,dodge,passenger car,"passenger car, station",00,hispanic
406,3987648,2,driver,1,,,impairment unknown,G,north,unknown,,,,0,cellphone not in use,,,,,,none apparent,,0,0,changing lanes,,,truck or truck tractor with trailer,truck tractor,semi,
407,3987656,1,driver,0,male,71,had not been drinking,,south,not required,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,slowing/stopping,2003,isuzu,truck or truck tractor,two axle truck,00,white
408,3987656,2,driver,0,female,32,had not been drinking,,south,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,slowing/stopping,2000,nissan,passenger car,"passenger car, station",00,hispanic
409,3987656,3,driver,1,male,20,had not been drinking,,south,not required,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,2005,freightliner,truck or truck tractor with trailer,three or more axle truck,container chassis,other
410,3987660,1,driver,0,male,48,had not been drinking,,south,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,1,proceeding straight,2000,gmc,pickup or panel truck,pickups & panels,00,white
411,3987660,2,driver,1,male,59,had not been drinking,,south,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,2005,chrysler,passenger car,"passenger car, station",00,black
412,3987664,1,driver,1,female,22,had not been drinking,,south,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,other,1993,honda,passenger car,"passenger car, station",00,asian
413,3987664,2,driver,0,male,32,had not been drinking,,south,not required,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,1999,international harvester,truck or truck tractor,two axle truck,00,hispanic
414,3987668,1,driver,0,male,40,had not been drinking,,south,not required,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,stop and go traffic,,0,0,stopped,2003,freightliner,truck or truck tractor with trailer,two axle truck,two trailers (includes semi & pull),white
415,3987668,2,driver,1,male,27,had not been drinking,,south,not required,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,stop and go traffic,,0,0,proceeding straight,2004,freightliner,truck or truck tractor with trailer,three or more axle truck,semi,white
416,3987672,1,driver,1,male,58,had not been drinking,,north,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,entering/leaving ramp,,0,0,making right turn,1999,sterling,truck or truck tractor with trailer,truck tractor,semi tank trailer,black
417,3987672,2,driver,0,male,18,had not been drinking,,east,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,1998,volvo,passenger car,"passenger car, station",00,white
418,3987673,1,driver,1,male,58,had not been drinking,,south,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,making right turn,2000,peterbilt,,,00,white
419,3987677,1,parked vehicle,1,,,had not been drinking,,south,,,not applicable,,1,cellphone in use (hands-free),,,,,,none apparent,,0,0,parked,2003,cadillac,passenger car,"passenger car, station",00,
420,3987677,2,driver,0,male,42,had not been drinking,,south,air bag not deployed,unknown,proof of insurance obtained,,1,cellphone in use (hands-free),,,,,,none apparent,,0,0,proceeding straight,2007,freightliner,truck or truck tractor,two axle truck,00,
421,3987680,1,pedestrian,1,male,14,had not been drinking,,south,,,not applicable,,0,cellphone not in use,,,,,,none apparent,,0,1,proceeding straight,,,pedestrian,pedestrian,00,hispanic
422,3987680,2,driver,0,male,66,had not been drinking,,east,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,1993,freightliner,truck or truck tractor with trailer,two axle truck,semi,white
423,3987681,1,driver,1,female,40,had not been drinking,,east,air bag not deployed,lap/shoulder harness used,no proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,making left turn,2006,nissan,passenger car,"passenger car, station",00,hispanic
424,3987681,2,driver,0,male,45,had not been drinking,,east,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,making left turn,1989,freightliner,truck or truck tractor with trailer,truck tractor,semi,hispanic
425,3987682,1,driver,0,male,43,had not been drinking,,north,not required,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,2009,freightliner,truck or truck tractor,truck tractor,00,white
426,3987682,2,driver,0,male,52,had not been drinking,,east,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,1,proceeding straight,1995,ford,passenger car,mini-vans,00,hispanic
427,3987683,1,driver,0,male,53,had not been drinking,,west,,lap/shoulder harness used,proof of insurance obtained,,,,,,,,,none apparent,,0,0,proceeding straight,1996,,,,,
428,3987684,1,driver,1,male,17,had not been drinking,,west,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,changing lanes,1996,ford,passenger car,sport utility vehicle,00,hispanic
429,3987684,2,driver,0,male,28,had not been drinking,,west,not required,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,slowing/stopping,2006,freightliner,truck or truck tractor with trailer,truck tractor,semi,white
430,3987685,1,driver,1,male,50,had not been drinking,,south,not required,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,1998,kenworth,pickup or panel truck,pickups & panels,00,white
431,3987685,2,driver,0,female,45,had not been drinking,,south,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,3,stopped,1998,toyota,passenger car,"passenger car, station",00,black
432,3987689,1,driver,1,male,61,had not been drinking,,east,not required,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,2004,peterbilt,truck or truck tractor with trailer,truck tractor,pull,white
433,3987694,1,driver,1,female,38,had not been drinking,,east,air bag deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,traveling wrong way,2001,ford,pickup or panel truck,pickups & panels,00,hispanic
434,3987694,2,driver,0,male,59,had not been drinking,,west,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,1996,international harvester,truck or truck tractor,two axle truck,00,hispanic
435,3987697,1,driver,1,,,impairment unknown,G,north,,unknown,,,0,cellphone not in use,,,,,,none apparent,,0,0,changing lanes,,,truck or truck tractor with trailer,truck tractor,semi,
436,3987697,2,driver,0,female,64,had not been drinking,,north,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,1989,gmc,passenger car,mini-vans,00,hispanic
437,3987697,3,driver,0,male,46,had not been drinking,,north,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,1986,chevrolet,pickup or panel truck,pickups & panels,00,hispanic
438,3987697,4,driver,0,female,48,had not been drinking,,north,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,2005,hyundai,passenger car,"passenger car, station",00,white
