case_id,jurisdiction,officer_id,reporting_district,chp_shift,population,county_city_location,county_location,special_condition,beat_type,chp_beat_type,city_division_lapd,chp_beat_class,beat_number,primary_road,secondary_road,distance,direction,intersection,weather_1,weather_2,state_highway_indicator,caltrans_county,caltrans_district,state_route,route_suffix,postmile_prefix,postmile,location_type,ramp_intersection,side_of_highway,tow_away,collision_severity,killed_victims,injured_victims,party_count,primary_collision_factor,pcf_violation_code,pcf_violation_category,pcf_violation,pcf_violation_subsection,hit_and_run,type_of_collision,motor_vehicle_involved_with,pedestrian_action,road_surface,road_condition_1,road_condition_2,lighting,control_device,chp_road_type,pedestrian_collision,bicycle_collision,motorcycle_collision,truck_collision,not_private_property,alcohol_involved,statewide_vehicle_type_at_fault,chp_vehicle_type_at_fault,severe_injury_count,other_visible_injury_count,complaint_of_pain_injury_count,pedestrian_killed_count,pedestrian_injured_count,bicyclist_killed_count,bicyclist_injured_count,motorcyclist_killed_count,motorcyclist_injured_count,primary_ramp,secondary_ramp,latitude,longitude,collision_date,collision_time,process_date
3989688,9590,18040,,2200 thru 0559,>250000,1942,los angeles,0,chp state highway,interstate,,chp other,050,RT 110,SLAUSON AV,780.0,south,0,fog,,1,los angeles,7,110,,,17.82,highway,,northbound,0,property damage only,0,0,2,vehicle code violation,,speeding,22350,,not hit and run,rear end,other motor vehicle,no pedestrian involved,dry,normal,,dark with street lights,none,1,0,0,0,0,1,,other bus,public transit authority,0,0,0,0,0,0,0,0,0,,,,,2009-01-01,05:14:00,2010-01-14
3989692,3401,140,,not chp,50000 to 100000,3401,sacramento,0,not chp,not chp,,not chp,003,BLUE RAVINE RD,PARKWAY DR,752.0,east,0,fog,,0,,,,,,,,,,0,property damage only,0,0,1,vehicle code violation,,speeding,22350,,not hit and run,hit object,fixed object,no pedestrian involved,wet,normal,,dark with no street lights,none,0,0,0,0,0,1,,pickup or panel truck,pickups and panels: hazardous material,0,0,0,0,0,0,0,0,0,,,,,2009-01-02,21:37:00,2009-09-10
3989696,9221,12489,,0600 thru 1359,unincorporated,3100,placer,0,chp state highway,interstate,,chp other,386,RT 80,YUBA GAP,2640.0,west,0,cloudy,,1,placer,3,80,,R,58.34,highway,,eastbound,0,property damage only,0,0,1,vehicle code violation,,speeding,22350,,not hit and run,hit object,fixed object,no pedestrian involved,snowy,normal,,daylight,none,1,0,0,0,1,1,,truck or truck tractor with trailer,truck tractor,0,0,0,0,0,0,0,0,0,,,39.31489,-120.62135,2009-01-05,08:40:00,2009-09-18
3989700,3604,944,3604,not chp,100000 to 250000,3604,san bernardino,0,not chp,not chp,,not chp,,VALLEY,CHERRY,350.0,west,0,clear,,0,,,,,,,,,,1,property damage only,0,0,2,vehicle code violation,,speeding,22350,,not hit and run,rear end,other motor vehicle,no pedestrian involved,dry,construction,,daylight,functioning,0,0,0,0,0,1,,passenger car,"passenger car, station",0,0,0,0,0,0,0,0,0,,,,,2009-01-05,15:43:00,2009-09-09
3989704,4502,528,,not chp,50000 to 100000,4502,shasta,0,not chp,not chp,,not chp,004,GIRVAN RD,DANYEUR,135.0,west,0,cloudy,,0,,,,,,,,,,0,property damage only,0,0,1,vehicle code violation,,wrong side of road,21650,,not hit and run,hit object,fixed object,no pedestrian involved,dry,normal,,daylight,none,0,0,0,0,1,1,,truck or truck tractor with trailer,truck tractor,0,0,0,0,0,0,0,0,0,,,,,2009-01-04,12:44:00,2009-09-09
3989708,4102,52270,1,not chp,25000 to 50000,4102,san mateo,0,not chp,not chp,,not chp,001,RALSTON AV,RT 101,0.0,,1,cloudy,,1,san mateo,4,101,,,9.711,ramp,"not state highway, ramp-related, within 100 feet",southbound,0,property damage only,0,0,2,vehicle code violation,,following too closely,21703,,not hit and run,rear end,other motor vehicle,no pedestrian involved,wet,normal,,daylight,functioning,0,0,0,0,0,1,,pickup or panel truck,pickups and panels: hazardous waste or hazardous waste/material combination,0,0,0,0,0,0,0,0,0,,,,,2009-01-04,18:07:00,2009-10-05
3989712,9765,11409,,0600 thru 1359,unincorporated,5600,ventura,0,chp state highway,state route,,chp primary,020,RT 33,VILLANOVA RD,40.0,north,0,cloudy,,1,ventura,7,33,,,10.93,highway,,southbound,0,pain,0,1,3,vehicle code violation,,speeding,22350,,not hit and run,rear end,other motor vehicle,no pedestrian involved,dry,normal,,daylight,functioning,0,0,0,0,1,1,,truck or truck tractor,three or more axle truck,0,0,1,0,0,0,0,0,0,,,34.42549,-119.28887,2009-01-05,12:55:00,2010-01-05
3989716,9590,18695,,1400 thru 2159,>250000,1942,los angeles,0,chp state highway,interstate,,chp other,083,RT 5,STATE ST,200.0,east,0,cloudy,,1,los angeles,7,10,,,18.57,ramp,mid-ramp,eastbound,0,property damage only,0,0,2,vehicle code violation,,improper passing,21755,,not hit and run,sideswipe,other motor vehicle,no pedestrian involved,dry,normal,,daylight,none,1,0,0,0,1,1,,passenger car,"passenger car, station",0,0,0,0,0,0,0,0,0,,,,,2009-01-02,15:10:00,2009-10-02
3989720,9590,18765,,0600 thru 1359,>250000,1942,los angeles,0,chp state highway,interstate,,chp other,062,RT 10,VERMONT AV,500.0,east,,cloudy,,1,los angeles,7,10,,R,13.93,highway,,eastbound,0,property damage only,0,0,3,vehicle code violation,,speeding,22350,,misdemeanor,rear end,other motor vehicle,no pedestrian involved,dry,normal,,daylight,none,1,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,,,,,2009-01-02,12:10:00,2010-01-05
3989724,9565,17365,,1400 thru 2159,>250000,1942,los angeles,0,chp state highway,interstate,,chp other,061,RT 405,VENICE BL,200.0,south,0,clear,,1,los angeles,7,405,,,27.91,highway,,northbound,0,property damage only,0,0,3,vehicle code violation,,improper turning,22107,,not hit and run,sideswipe,other motor vehicle,no pedestrian involved,dry,normal,,dark with no street lights,none,1,0,0,0,1,1,,passenger car,"passenger car, station",0,0,0,0,0,0,0,0,0,,,,,2009-01-01,17:45:00,2009-10-06
3989728,2109,531,20,not chp,50000 to 100000,2109,marin,0,not chp,not chp,,not chp,003,BELVEDERE ST,LOUISE ST,29.0,west,0,clear,,0,,,,,,,,,,1,property damage only,0,0,3,vehicle code violation,,dui,23152,A,misdemeanor,sideswipe,parked motor vehicle,no pedestrian involved,wet,normal,,dark with street lights,none,0,0,0,0,0,1,1,passenger car,"passenger car, station",0,0,0,0,0,0,0,0,0,,,,,2009-01-06,00:51:00,2009-09-09
3989732,9480,17108,,1400 thru 2159,unincorporated,5400,tulare,0,chp county roadarea,county road area,,chp other,005,ROAD 148,AVENUE 8,2112.0,south,0,cloudy,,0,,,,,,,,,,1,property damage only,0,0,2,vehicle code violation,,speeding,22350,,not hit and run,rear end,other motor vehicle,no pedestrian involved,dry,normal,,dusk or dawn,none,0,0,0,0,1,1,,passenger car,"passenger car, station",0,0,0,0,0,0,0,0,0,,,,,2009-01-02,17:20:00,2009-09-10
3989809,3711,5061,,not chp,>250000,3711,san diego,0,not chp,not chp,,not chp,632,LAUREL AV,PACIFIC HWY,120.0,east,0,clear,,0,,,,,,,,,,0,other injury,0,1,2,vehicle code violation,,wrong side of road,21651,B,not hit and run,pedestrian,pedestrian,not in road,dry,normal,,dark with street lights,functioning,0,1,0,0,0,1,1,other bus,tour bus,0,1,0,0,1,0,0,0,0,,,,,2009-01-05,19:22:00,2009-09-09
3989813,5002,10509,M609,not chp,100000 to 250000,5002,stanislaus,0,not chp,not chp,,not chp,043,MCCLURE RD,POPPYPATCH DR,100.0,south,0,cloudy,,0,,,,,,,,,,0,other injury,0,1,2,vehicle code violation,,wrong side of road,21650,,not hit and run,sideswipe,other motor vehicle,no pedestrian involved,dry,other,,daylight,none,0,0,0,0,0,1,,,,0,1,0,0,0,0,0,0,0,,,,,2009-01-06,10:26:00,2009-09-09
3989817,3801,714,MISSI,not chp,>250000,3801,san francisco,0,not chp,not chp,,not chp,4B3D,DUBOCE ST,VALENCIA ST,33.0,east,0,cloudy,,0,,,,,,,,,,0,pain,0,1,2,vehicle code violation,,speeding,22350,,not hit and run,rear end,other motor vehicle,no pedestrian involved,wet,normal,,daylight,functioning,0,0,0,0,0,1,,pickup or panel truck with trailer,pickups & panels,0,0,1,0,0,0,0,0,0,,,,,2009-01-02,13:45:00,2009-09-10
3989821,1900,704,0532,not chp,50000 to 100000,1959,los angeles,0,not chp,not chp,,not chp,53DAMS,SAN GABRIEL BL,EMERSON PL,0.0,,1,cloudy,,0,,,,,,,,,,0,property damage only,0,0,2,unknown,,unknown,,,not hit and run,broadside,other motor vehicle,no pedestrian involved,dry,normal,,daylight,functioning,0,0,0,0,1,1,,,,0,0,0,0,0,0,0,0,0,,,,,2009-01-02,14:40:00,2009-09-09
3989825,9125,13635,,0600 thru 1359,unincorporated,1200,humboldt,0,chp county roadarea,county road area,,chp other,004,MATTOLE RD,BEAR RIVER RD,2218.0,south,0,cloudy,raining,0,,,,,,,,,,0,property damage only,0,0,1,vehicle code violation,,improper turning,22107,,not hit and run,hit object,fixed object,no pedestrian involved,wet,normal,,daylight,none,0,0,0,0,1,1,,truck or truck tractor,three or more axle truck,0,0,0,0,0,0,0,0,0,,,,,2009-01-01,09:30:00,2009-09-09
3989829,710,40463,28,not chp,50000 to 100000,0710,contra costa,0,not chp,not chp,,not chp,09],MAC DONALD AV,16TH ST,100.0,east,0,cloudy,,0,,,,,,,,,,0,property damage only,0,0,2,vehicle code violation,,unsafe lane change,21658,A,not hit and run,sideswipe,other motor vehicle,no pedestrian involved,dry,normal,,,none,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,,,,,2009-01-06,07:35:00,2009-09-09
3989833,700,61366,57,not chp,10000 to 25000,0734,contra costa,0,not chp,not chp,,not chp,053,GATEWAY DR,LIGHTH POLE 8696,150.0,west,0,clear,,0,,,,,,,,,,1,property damage only,0,0,2,vehicle code violation,,dui,23152,A,not hit and run,rear end,parked motor vehicle,no pedestrian involved,dry,normal,,dark with street lights,none,0,0,0,0,0,1,1,passenger car,"passenger car, station",0,0,0,0,0,0,0,0,0,,,,,2009-01-03,02:19:00,2009-09-09
3990161,9855,14366,,1400 thru 2159,100000 to 250000,3604,san bernardino,0,chp state highway,interstate,,chp other,101,RT 10,CITRUS AV,100.0,west,0,clear,,1,san bernardino,8,10,,,15.16,highway,,westbound,1,property damage only,0,0,2,vehicle code violation,,unsafe lane change,21658,A,not hit and run,sideswipe,other motor vehicle,no pedestrian involved,dry,normal,,daylight,none,1,0,0,0,1,1,,passenger car,"passenger car, station",0,0,0,0,0,0,0,0,0,,,,,2009-01-06,15:30:00,2009-10-05
3990175,3906,1245,3906,not chp,50000 to 100000,3906,san joaquin,0,not chp,not chp,,not chp,002,GRANT LINE RD,NAGLEE RD,0.0,,1,clear,,0,,,,,,,,,,1,property damage only,0,0,2,vehicle code violation,,improper turning,22101,D,not hit and run,head-on,other motor vehicle,no pedestrian involved,dry,normal,,dark with street lights,functioning,0,0,0,0,1,1,,,,0,0,0,0,0,0,0,0,0,,,,,2009-01-09,05:23:00,2009-09-14
3990179,112,328,SLPD,not chp,50000 to 100000,0112,alameda,0,not chp,not chp,,not chp,002,E 14TH ST,136TH AV,0.0,,1,clear,,0,,,,,,,,,,0,property damage only,0,0,2,vehicle code violation,,improper turning,22107,,not hit and run,sideswipe,other motor vehicle,no pedestrian involved,dry,normal,,daylight,functioning,0,0,0,0,1,1,,,,0,0,0,0,0,0,0,0,0,,,,,2009-01-07,07:55:00,2009-09-14
3990183,9420,12330,,0600 thru 1359,unincorporated,1500,kern,0,chp state highway,state route,,chp primary,184,RT 184,PANAMA LN,0.0,,1,cloudy,,1,kern,6,184,,,4.05,intersection,intersection,northbound,0,pain,0,1,2,vehicle code violation,,speeding,22350,,not hit and run,rear end,other motor vehicle,no pedestrian involved,dry,normal,,daylight,none,0,0,0,0,1,1,,truck or truck tractor with trailer,truck tractor: hazardous material,0,0,1,0,0,0,0,0,0,,,35.29625,-118.91415,2009-01-06,13:40:00,2009-10-07
3990187,9285,12237,,0600 thru 1359,unincorporated,5100,sutter,0,chp county roadline,county road line,,chp other,052,GEORGE WASHINGTON BL,OSWALD RD,0.0,,1,cloudy,,0,,,,,,,,,,1,property damage only,0,0,3,vehicle code violation,,traffic signals and signs,22450,A,not hit and run,head-on,other motor vehicle,no pedestrian involved,wet,normal,,dark with no street lights,functioning,0,0,0,0,1,1,,passenger car,sport utility vehicle,0,0,0,0,0,0,0,0,0,,,,,2009-01-05,06:25:00,2009-09-15
3990191,9285,15901,,1400 thru 2159,unincorporated,5800,yuba,0,chp county roadline,county road line,,chp primary,042,HAMMONTON SMARTVILLE RD,LINDA AV,528.0,south,0,cloudy,,0,,,,,,,,,,1,property damage only,0,0,2,vehicle code violation,,automobile right of way,21804,A,not hit and run,broadside,other motor vehicle,no pedestrian involved,wet,normal,,dark with street lights,none,0,0,0,0,0,1,,pickup or panel truck,pickups & panels,0,0,0,0,0,0,0,0,0,,,,,2009-01-05,18:20:00,2009-09-14
3990195,3004,543,04,not chp,100000 to 250000,3004,orange,0,not chp,not chp,,not chp,015,TUSTIN AV,ESTHER ST,4.0,south,0,clear,,0,,,,,,,,,,0,pain,0,1,2,vehicle code violation,,other hazardous violation,22517,,felony,sideswipe,other object,no pedestrian involved,dry,normal,,daylight,functioning,0,0,0,0,1,1,,truck or truck tractor,two axle truck,0,0,1,0,0,0,0,0,0,,,,,2009-01-07,14:42:00,2009-09-11
3990199,3905,1422,SEA,not chp,100000 to 250000,3905,san joaquin,0,not chp,not chp,,not chp,,LINCOLN ST,CHARTER WY,0.0,,1,cloudy,,0,,,,,,,,,,0,property damage only,0,0,1,vehicle code violation,,improper turning,22107,,not hit and run,hit object,fixed object,no pedestrian involved,dry,normal,,daylight,functioning,0,0,0,0,1,1,,truck or truck tractor,two axle truck,0,0,0,0,0,0,0,0,0,,,,,2009-01-08,08:52:00,2009-09-23
3990203,3905,1422,CIV,not chp,100000 to 250000,3905,san joaquin,0,not chp,not chp,,not chp,,MADISON ST,FLORA ST,0.0,,1,clear,,0,,,,,,,,,,0,property damage only,0,0,2,vehicle code violation,,improper turning,22100,B,not hit and run,broadside,other motor vehicle,no pedestrian involved,dry,normal,,daylight,none,0,0,0,0,0,1,,other bus,other commercial,0,0,0,0,0,0,0,0,0,,,,,2009-01-08,11:53:00,2009-09-23
3990207,3905,1422,CIV,not chp,100000 to 250000,3905,san joaquin,0,not chp,not chp,,not chp,,WEBER AV,CALIFORNIA ST,0.0,,1,clear,,0,,,,,,,,,,1,property damage only,0,0,2,vehicle code violation,,traffic signals and signs,21453,A,not hit and run,broadside,other motor vehicle,no pedestrian involved,dry,normal,,daylight,functioning,0,0,0,0,0,1,,other bus,other commercial,0,0,0,0,0,0,0,0,0,,,,,2009-01-09,12:50:00,2009-09-14
3990211,3905,2213,CIV,not chp,100000 to 250000,3905,san joaquin,0,not chp,not chp,,not chp,,PERSHING AV,POPLAR ST,153.0,north,0,clear,,0,,,,,,,,,,0,property damage only,0,0,1,unknown,,unknown,,,misdemeanor,hit object,fixed object,no pedestrian involved,dry,normal,,dark with street lights,none,0,0,0,0,1,1,,,,0,0,0,0,0,0,0,0,0,,,,,2009-01-05,23:40:00,2009-09-11
3990215,3905,1780,LAK,not chp,100000 to 250000,3905,san joaquin,0,not chp,not chp,,not chp,,KELLEY DR,RION WY,72.0,south,0,clear,,0,,,,,,,,,,0,property damage only,0,0,2,vehicle code violation,,speeding,22350,,not hit and run,sideswipe,parked motor vehicle,no pedestrian involved,dry,normal,,daylight,none,0,0,0,0,0,1,,other bus,public transit authority,0,0,0,0,0,0,0,0,0,,,,,2009-01-11,07:10:00,2009-09-17
3990219,9160,045824,,0600 thru 1359,unincorporated,1100,glenn,0,chp state highway,interstate,,chp other,002,RT 5,COUNTY ROAD 68,5280.0,south,0,clear,,1,glenn,3,5,,R,0.52,highway,,northbound,0,property damage only,0,0,2,vehicle code violation,,other hazardous violation,23114,A,not hit and run,hit object,other object,no pedestrian involved,dry,normal,,daylight,none,1,0,0,0,1,1,,truck or truck tractor,three or more axle truck,0,0,0,0,0,0,0,0,0,,,,,2009-01-06,12:20:00,2009-10-06
3990223,9335,13738,,1400 thru 2159,>250000,0109,alameda,0,chp state highway,interstate,,chp primary,082,RT 80,TOLL PLAZA,500.0,west,0,clear,,1,alameda,4,80,,,1.9,highway,,westbound,0,property damage only,0,0,2,other improper driving,,other improper driving,,,misdemeanor,sideswipe,other motor vehicle,no pedestrian involved,dry,normal,,daylight,functioning,4,0,0,0,1,1,,,,0,0,0,0,0,0,0,0,0,,,,,2009-01-08,14:45:00,2009-10-08
3990227,9335,13740,,0600 thru 1359,>250000,3801,san francisco,0,chp state highway,us highway,,chp other,013,RT 101,PAUL ST,300.0,north,0,clear,,1,san francisco,4,101,,,1.2,highway,,southbound,1,property damage only,0,0,3,vehicle code violation,,unsafe lane change,21658,A,not hit and run,sideswipe,other motor vehicle,no pedestrian involved,dry,construction,,daylight,none,1,0,0,0,1,1,,passenger car,sport utility vehicle,0,0,0,0,0,0,0,0,0,,,,,2009-01-07,13:10:00,2009-10-27
3990243,3001,617,,not chp,>250000,3001,orange,0,not chp,not chp,,not chp,0D3,WEST ORANGEWOOD AV,SOUTH HARBOR BL,34.0,west,0,clear,,0,,,,,,,,,,0,property damage only,0,0,2,vehicle code violation,,unsafe starting or backing,22106,,not hit and run,rear end,other motor vehicle,no pedestrian involved,dry,normal,,daylight,functioning,0,0,0,0,1,1,,truck or truck tractor,two axle truck,0,0,0,0,0,0,0,0,0,,,,,2009-01-07,13:20:00,2009-09-14
3990247,4300,1662,,not chp,2500 to 10000,4306,santa clara,0,not chp,not chp,,not chp,0L5,EL MONTE AV,STONEBROOK DR,153.0,east,0,clear,,0,,,,,,,,,,0,property damage only,0,0,2,vehicle code violation,,speeding,22350,,not hit and run,sideswipe,other motor vehicle,no pedestrian involved,dry,construction,,daylight,functioning,0,0,0,0,1,1,,truck or truck tractor,two-axle tow truck,0,0,0,0,0,0,0,0,0,,,,,2009-01-06,10:00:00,2009-10-05
3990251,3026,7094,,not chp,100000 to 250000,3026,orange,0,not chp,not chp,,not chp,00U,MAIN,CARTWRIGHT RD,0.0,,1,cloudy,,0,,,,,,,,,,0,property damage only,0,0,2,unknown,,unknown,,,not hit and run,sideswipe,other motor vehicle,no pedestrian involved,dry,normal,,daylight,functioning,0,0,0,0,1,1,,,,0,0,0,0,0,0,0,0,0,,,,,2009-01-02,10:33:00,2009-09-14
3990253,3801,1070,3113D,not chp,>250000,3801,san francisco,0,not chp,not chp,,not chp,,47TH AV,WAWONA ST,48.0,north,0,clear,,0,,,,,,,,,,0,property damage only,0,0,2,unknown,,unknown,,,misdemeanor,sideswipe,parked motor vehicle,no pedestrian involved,dry,normal,,daylight,none,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,,,,,2009-01-10,10:40:00,2009-09-09
3990255,3001,572,,not chp,>250000,3001,orange,0,not chp,not chp,,not chp,0D2,LEMON ST,LIBERTY AV,245.0,north,0,clear,,0,,,,,,,,,,0,property damage only,0,0,1,vehicle code violation,,improper turning,22107,,not hit and run,hit object,fixed object,no pedestrian involved,dry,normal,,dusk or dawn,none,0,0,0,0,1,1,,truck or truck tractor with trailer,truck tractor,0,0,0,0,0,0,0,0,0,,,,,2009-01-05,06:50:00,2009-09-14
3990259,3607,14471,208,not chp,100000 to 250000,3607,san bernardino,0,not chp,not chp,,not chp,161,CUCAMONGA AV,ACACIA ST,250.0,south,0,clear,,0,,,,,,,,,,0,property damage only,0,0,1,other than driver,,other than driver (or pedestrian),,,not hit and run,hit object,fixed object,no pedestrian involved,dry,construction,,daylight,functioning,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,,,,,2009-01-13,07:23:00,2009-09-14
3990261,3801,1936,B,not chp,>250000,3801,san francisco,0,not chp,not chp,,not chp,3814E,HOWARD ST,SOUTH VAN NESS AV,0.0,,1,clear,,0,,,,,,,,,,1,property damage only,0,0,2,vehicle code violation,,impeding traffic,21656,,misdemeanor,sideswipe,parked motor vehicle,no pedestrian involved,dry,normal,,dark with street lights,functioning,0,0,0,0,1,1,,passenger car,"passenger car, station",0,0,0,0,0,0,0,0,0,,,,,2009-01-07,03:37:00,2009-09-09
3990265,3000,2785,921B2,not chp,25000 to 50000,3049,orange,0,not chp,not chp,,not chp,784,EL TORO RD,ALISO CREEK,1151.0,west,0,cloudy,,0,,,,,,,,,,0,property damage only,0,0,2,vehicle code violation,,speeding,22350,,not hit and run,sideswipe,other motor vehicle,no pedestrian involved,dry,normal,,daylight,none,0,0,0,0,1,1,,truck or truck tractor,two axle truck,0,0,0,0,0,0,0,0,0,,,,,2009-01-03,14:05:00,2009-09-09
3990267,9266,16540,,1400 thru 2159,50000 to 100000,3906,san joaquin,0,chp state highway,interstate,,chp other,014,RT 205,GRANT LINE RD,1584.0,east,0,clear,,1,san joaquin,10,205,,R,5.69,highway,,eastbound,0,property damage only,0,0,2,vehicle code violation,,speeding,22350,,not hit and run,rear end,other motor vehicle,no pedestrian involved,dry,construction,,daylight,none,1,0,0,0,1,1,,truck or truck tractor with trailer,truck tractor,0,0,0,0,0,0,0,0,0,,,37.756,-121.45786,2009-01-13,14:30:00,2009-09-24
3990269,3000,791,952C7,not chp,25000 to 50000,3018,orange,0,not chp,not chp,,not chp,6M30,CALLE SAN JUAN,CALLE SAN LUIS,0.0,,1,clear,,0,,,,,,,,,,0,property damage only,0,0,2,vehicle code violation,,wrong side of road,21650,,not hit and run,broadside,other motor vehicle,no pedestrian involved,dry,normal,,daylight,none,0,0,0,0,1,1,,truck or truck tractor,two-axle tow truck,0,0,0,0,0,0,0,0,0,,,,,2009-01-07,08:20:00,2009-09-09
3990271,9266,16540,,1400 thru 2159,unincorporated,3900,san joaquin,0,chp state highway,interstate,,chp primary,015,RT 205,BANTA RR,100.0,west,0,clear,,1,san joaquin,10,205,,R,11.58,highway,,eastbound,0,property damage only,0,0,2,vehicle code violation,,unsafe lane change,21658,A,not hit and run,rear end,other motor vehicle,no pedestrian involved,dry,construction,,daylight,none,1,0,0,0,1,1,,truck or truck tractor with trailer,truck tractor,0,0,0,0,0,0,0,0,0,,,37.76508,-121.35203,2009-01-12,15:25:00,2009-09-24
3990273,3801,245,CENTR,not chp,>250000,3801,san francisco,0,not chp,not chp,,not chp,4B4E,BEACH ST,LEAVENWORTH ST,0.0,,1,clear,,0,,,,,,,,,,1,pain,0,1,2,vehicle code violation,,automobile right of way,21802,A,not hit and run,broadside,other motor vehicle,no pedestrian involved,dry,normal,,daylight,functioning,0,0,0,0,0,1,,passenger car,"passenger car, station",0,0,1,0,0,0,0,0,0,,,,,2009-01-13,07:52:00,2009-08-25
