"name","nickname","wins","losses","draws","height_cm","weight_in_kg","reach_in_cm","stance","date_of_birth","significant_strikes_landed_per_minute","significant_striking_accuracy","significant_strikes_absorbed_per_minute","significant_strike_defence","average_takedowns_landed_per_15_minutes","takedown_accuracy","takedown_defense","average_submissions_attempted_per_15_minutes"
"Karl Roberson","Baby K","9","6","0","185.42","92.99","187.96","Southpaw","1990-10-04","2.57","51.0","2.42","57.0","0.72","40.0","42.0","0.5"
"Spike Carlyle","Alpha Ginger","9","3","0","172.72","65.77","180.34","Switch","1993-05-06","2.55","54.0","3.85","30.0","3.34","36.0","57.0","0.5"
"Tom Niinimaki","Stoneface","22","8","1","175.26","65.77","175.26","Orthodox","1982-07-25","1.91","54.0","2.31","58.0","2.97","46.0","33.0","0.5"
"Nick Pace","","8","3","0","170.18","61.23","172.72","Orthodox","1987-04-17","1.48","34.0","3.14","57.0","2.52","43.0","54.0","0.5"
"John Salter","","14","3","0","185.42","83.91","187.96","Southpaw","1985-03-21","1.68","32.0","1.68","68.0","2.85","46.0","66.0","0.5"
"Rafael Rebello","Rafinha","9","4","0","165.1","61.23","170.18","Orthodox","1980-10-16","2.19","32.0","3.29","58.0","2.82","33.0","75.0","0.5"
"Chris Camozzi","","24","13","0","187.96","83.91","190.5","Orthodox","1986-11-20","3.57","44.0","2.96","56.0","0.27","19.0","57.0","0.5"
"Bart Palaszewski","Bartimus","36","17","0","175.26","65.77","177.8","Orthodox","1983-05-30","2.67","32.0","3.97","57.0","0.65","31.0","53.0","0.5"
"Sean Woodson","The Sniper","10","1","1","187.96","65.77","198.12","Orthodox","1992-06-07","5.41","46.0","4.0","57.0","0.71","80.0","83.0","0.5"
"Nobuhiro Obiya","","12","5","1","172.72","65.77","","Orthodox","1981-01-15","0.63","28.0","2.53","55.0","0.5","50.0","41.0","0.5"
"Ciryl Gane","Bon Gamin","12","2","0","193.04","111.13","205.74","Orthodox","1990-04-12","5.49","60.0","2.19","63.0","0.58","21.0","50.0","0.5"
"Miranda Maverick","Fear The","14","5","0","160.02","56.7","165.1","Southpaw","1997-07-01","3.71","46.0","2.62","59.0","2.41","48.0","42.0","0.5"
"Lucas Martins","Mineiro","19","3","0","182.88","65.77","182.88","Southpaw","1988-11-11","2.87","35.0","4.14","60.0","0.0","0.0","76.0","0.5"
"Renan Barao","The Baron","34","9","0","167.64","65.77","177.8","Orthodox","1987-01-31","3.78","36.0","3.9","57.0","1.49","41.0","91.0","0.5"
"Hernani Perpetuo","","18","5","0","182.88","77.11","","Orthodox","1985-05-24","2.73","29.0","4.37","55.0","0.0","0.0","37.0","0.5"
"James Zikic","The Messenger","21","10","2","187.96","92.99","","Orthodox","1977-03-01","1.47","35.0","1.6","44.0","0.5","25.0","74.0","0.5"
"Mario Sousa","Coracao Valente","15","3","0","190.5","83.91","200.66","Orthodox","1996-10-20","2.82","50.0","2.99","28.0","0.52","25.0","37.0","0.5"
"Yuki Kondo","","60","33","9","180.34","83.01","","Southpaw","1975-07-17","1.14","42.0","2.57","51.0","0.76","41.0","37.0","0.5"
"Jacob Kilburn","The Killer","8","4","0","175.26","65.77","182.88","Orthodox","1995-06-28","2.56","33.0","6.78","35.0","0.51","5.0","20.0","0.5"
"Talita Bernardo","","6","4","0","162.56","61.23","172.72","Orthodox","1987-03-04","3.12","42.0","4.04","55.0","1.62","22.0","28.0","0.5"
"Yoshihiro Nakao","Kiss","9","3","0","182.88","99.79","","Southpaw","1972-06-25","1.73","35.0","2.06","64.0","2.69","46.0","0.0","0.5"
"Maria Silva","Viuva Negra","8","1","0","160.02","52.16","162.56","Orthodox","1995-12-19","3.0","57.0","1.13","62.0","2.0","100.0","55.0","0.5"
"Nick Catone","The Jersey Devil","10","4","0","182.88","83.91","182.88","Southpaw","1981-09-01","2.11","44.0","2.32","63.0","3.71","44.0","83.0","0.5"
"Julio Paulino","The Dominican Demon","23","5","0","182.88","77.11","","Orthodox","1975-12-04","0.97","27.0","1.87","48.0","0.0","0.0","37.0","0.5"
"Roger Huerta","El Matador","23","9","1","175.26","70.31","177.8","Orthodox","1983-05-20","3.64","36.0","2.33","56.0","2.13","46.0","52.0","0.5"
"Saad Awad","Assassin","20","9","0","180.34","70.31","","","","2.13","26.0","1.87","60.0","0.5","16.0","100.0","0.5"
"Yushin Okami","Thunder","34","12","0","187.96","77.11","190.5","Southpaw","1981-07-21","2.06","38.0","2.25","60.0","1.98","39.0","84.0","0.5"
"Natan Levy","Lethal","8","1","0","175.26","70.31","180.34","Southpaw","1991-09-30","4.01","51.0","3.52","58.0","5.37","57.0","41.0","0.5"
"Humberto Bandenay","","14","7","0","180.34","65.77","180.34","Southpaw","1994-09-04","2.22","41.0","4.79","41.0","2.9","46.0","62.0","0.5"
"Peter Sobotta","","17","7","1","182.88","77.11","190.5","Southpaw","1987-01-11","2.14","40.0","2.9","58.0","1.53","32.0","77.0","0.5"
"Louis Cosce","","7","2","0","175.26","77.11","180.34","Orthodox","1995-08-27","4.31","45.0","5.35","47.0","1.04","20.0","50.0","0.5"
"Marcelo Golm","","6","3","0","190.5","112.94","190.5","Orthodox","1992-09-15","4.27","58.0","4.3","45.0","0.45","50.0","87.0","0.5"
"Francisco Trinaldo","Massaranduba","28","9","0","175.26","77.11","177.8","Southpaw","1978-08-24","3.13","45.0","2.67","60.0","0.98","42.0","60.0","0.5"
"Emmanuel Sanchez","El Matador","15","3","0","175.26","65.77","180.34","","","4.45","35.0","4.17","55.0","0.25","6.0","16.0","0.5"
"Tae Hyun Bang","Supernatural","18","10","0","175.26","70.31","180.34","Switch","1983-04-15","2.72","38.0","2.07","66.0","0.49","33.0","57.0","0.5"
"Hector Lombard","","34","10","1","175.26","83.91","180.34","Southpaw","1978-02-02","3.02","46.0","3.35","53.0","1.69","48.0","77.0","0.5"
"Charlie Valencia","","12","7","0","160.02","61.23","162.56","Orthodox","1974-10-31","2.58","37.0","2.61","77.0","1.4","53.0","75.0","0.5"
"Demetrious Johnson","Mighty Mouse","27","3","1","160.02","56.7","167.64","Orthodox","1986-08-13","3.43","54.0","1.66","67.0","3.35","56.0","65.0","0.5"
"Jon Jones","Bones","27","1","0","193.04","112.49","213.36","Orthodox","1987-07-19","4.29","57.0","2.22","64.0","1.93","45.0","95.0","0.5"
"Fernando Bruno","Acougueiro","15","4","0","167.64","65.77","","","","1.75","39.0","1.78","48.0","2.02","22.0","56.0","0.5"
"Marvin Vettori","The Italian Dream","19","7","1","182.88","83.91","187.96","Southpaw","1993-09-20","4.56","45.0","4.24","56.0","1.66","45.0","69.0","0.5"
"Aaron Simpson","A-Train","12","5","0","182.88","77.11","185.42","Orthodox","1974-07-20","3.6","52.0","2.53","56.0","3.78","34.0","83.0","0.5"
"Alex Nicholson","The Spartan","7","4","0","193.04","83.91","195.58","Orthodox","1990-05-02","4.12","43.0","4.65","47.0","0.0","0.0","50.0","0.5"
"Ovince Saint Preux","","26","17","0","190.5","92.99","203.2","Southpaw","1983-04-08","2.71","47.0","3.14","46.0","1.15","38.0","66.0","0.5"
"Jessica Eye","Evil","15","11","0","167.64","56.7","167.64","Orthodox","1986-07-27","3.86","37.0","4.19","55.0","0.58","40.0","57.0","0.5"
"Sean O'Connell","The Real OC","17","9","0","185.42","92.99","187.96","Orthodox","1983-09-02","5.46","48.0","6.77","45.0","0.0","0.0","30.0","0.5"
"Tetsuji Kato","","20","10","0","","70.31","","Orthodox","","1.2","29.0","2.1","70.0","2.0","57.0","80.0","0.5"
"Nina Nunes","","11","7","0","165.1","56.7","162.56","Orthodox","1985-12-03","4.39","45.0","3.47","55.0","0.24","33.0","73.0","0.5"
"Bojan Velickovic","Serbian Steel","15","6","1","182.88","77.11","193.04","Southpaw","1988-12-18","2.18","34.0","2.31","57.0","0.67","25.0","55.0","0.5"
"Jesse Ronson","The Body Snatcher","21","12","0","177.8","70.31","177.8","Southpaw","1985-12-24","3.54","47.0","3.39","57.0","0.46","28.0","57.0","0.5"
"James Irvin","The Sandman","17","10","0","187.96","92.99","190.5","Orthodox","1978-09-12","2.03","48.0","3.86","35.0","0.0","0.0","36.0","0.5"
"Ronys Torres","","35","5","0","170.18","70.31","","Orthodox","1975-08-13","0.87","26.0","1.93","57.0","4.0","47.0","16.0","0.5"
"Justin Jones","Black Dynamite","9","2","0","180.34","83.91","","Orthodox","1987-09-06","1.7","36.0","3.17","45.0","1.0","15.0","46.0","0.5"
"Wallid Ismail","","9","3","0","170.18","92.99","","Orthodox","1968-02-23","0.92","31.0","0.83","44.0","1.85","28.0","0.0","0.5"
"Danyelle Wolf","","1","1","0","180.34","65.77","177.8","Orthodox","1983-09-08","2.37","25.0","4.57","47.0","0.0","0.0","77.0","0.5"
"Mick Parkin","","8","0","0","193.04","120.2","200.66","Orthodox","1995-10-02","4.41","52.0","4.01","55.0","2.35","41.0","50.0","0.5"
"Kron Gracie","","5","2","0","175.26","65.77","177.8","Southpaw","1988-07-11","3.74","44.0","6.82","53.0","0.47","25.0","0.0","0.5"
"Reza Madadi","Mad Dog","14","6","0","180.34","70.31","185.42","Orthodox","1978-06-20","2.51","46.0","3.31","66.0","3.17","33.0","89.0","0.5"
"Tony Fryklund","The Freak","14","9","1","182.88","83.91","","Orthodox","1971-03-26","3.49","39.0","6.5","43.0","0.0","0.0","66.0","0.5"
"Kevin Holland","Trailblazer","25","10","0","190.5","77.11","205.74","Orthodox","1992-11-05","4.39","49.0","3.22","51.0","0.78","38.0","53.0","0.5"
"Nathaniel Wood","The Prospect","20","6","0","167.64","65.77","175.26","Orthodox","1993-05-08","5.91","50.0","4.22","56.0","1.74","48.0","70.0","0.5"
"Gloria de Paula","Glorinha","6","5","0","165.1","52.16","170.18","Orthodox","1995-06-10","4.89","53.0","3.77","66.0","0.74","37.0","65.0","0.5"
"Dan Cramer","","11","4","0","187.96","77.11","","Orthodox","1985-10-31","0.97","30.0","2.1","31.0","0.0","0.0","66.0","0.5"
"Akihiro Gono","","35","21","8","170.18","77.11","172.72","Switch","1974-10-07","2.18","48.0","2.67","63.0","1.01","84.0","46.0","0.5"
"Rafael Natal","Sapo","21","9","1","182.88","83.91","195.58","Orthodox","1982-12-25","3.1","47.0","2.48","57.0","2.55","34.0","77.0","0.5"
"Tyler Stinson","The Evolution","30","10","0","190.5","77.11","","","","2.8","23.0","4.6","56.0","0.5","100.0","0.0","0.5"
"Cezar Ferreira","Mutante","13","8","0","185.42","83.91","198.12","Southpaw","1985-02-15","1.9","42.0","2.44","53.0","2.69","53.0","84.0","0.5"
"Hiroshi Izumi","","4","2","0","","92.99","","Orthodox","1982-06-22","1.95","37.0","2.65","66.0","3.35","70.0","100.0","0.5"
"Marcos Vinicius","Vina","23","11","1","175.26","56.7","","Orthodox","1979-12-05","1.93","49.0","2.91","47.0","0.0","0.0","25.0","0.5"
"Patrick Williams","The Animal","8","6","0","172.72","61.23","185.42","Orthodox","1981-09-07","4.12","51.0","4.12","52.0","2.71","41.0","100.0","0.5"
"Yohan Lainesse","White Lion","9","2","0","185.42","77.11","193.04","Orthodox","1992-08-14","2.34","42.0","3.44","59.0","1.0","28.0","80.0","0.5"
"Rin Nakai","","19","2","1","154.94","61.23","","Orthodox","1986-10-22","1.57","33.0","3.9","60.0","3.0","18.0","75.0","0.5"
"Serghei Spivac","Polar Bear","16","4","0","190.5","117.93","198.12","Orthodox","1995-01-24","3.54","49.0","3.79","49.0","4.56","64.0","70.0","0.5"
"Cortney Casey","Cast Iron","10","10","0","170.18","56.7","170.18","Orthodox","1987-05-05","4.29","39.0","4.0","55.0","0.39","31.0","39.0","0.5"
"Sara McMann","","13","6","0","167.64","61.23","167.64","Orthodox","1980-09-24","2.26","46.0","1.92","47.0","4.38","65.0","50.0","0.5"
"Hector Ramirez","Sick Dog","10","6","1","182.88","92.99","","Orthodox","1976-03-28","2.27","41.0","4.6","56.0","2.3","55.0","66.0","0.5"
"Ronny Markes","","17","5","0","185.42","83.91","190.5","Orthodox","1988-04-21","2.17","53.0","2.43","45.0","3.13","40.0","100.0","0.5"
"Jeff Joslin","The Inferno","5","3","0","182.88","77.11","","Orthodox","1975-04-30","2.17","39.0","1.57","65.0","0.5","33.0","64.0","0.5"
"Stefan Sekulic","","12","4","0","182.88","77.11","190.5","Southpaw","1992-02-12","1.83","50.0","2.83","64.0","2.0","33.0","25.0","0.5"
"Sedriques Dumas","The Reaper","9","1","0","187.96","83.91","200.66","Orthodox","1995-08-06","1.88","49.0","2.01","56.0","0.77","50.0","40.0","0.4"
"Josh Culibao","Kuya","11","2","1","177.8","65.77","185.42","Orthodox","1994-05-24","2.68","42.0","3.29","56.0","0.0","0.0","72.0","0.4"
"Cathal Pendred","The Punisher","17","4","1","185.42","77.11","190.5","Orthodox","1987-09-02","2.49","44.0","3.01","55.0","2.46","23.0","83.0","0.4"
"Anshul Jubli","King of Lions","7","1","0","182.88","70.31","175.26","Switch","1995-01-13","6.48","46.0","5.61","51.0","0.82","18.0","63.0","0.4"
"Tsuyoshi Kohsaka","TK","27","19","2","180.34","102.06","","Orthodox","1970-03-06","1.88","38.0","4.41","54.0","1.32","20.0","33.0","0.4"
"Daijiro Matsui","","13","29","7","175.26","90.72","","Orthodox","1972-12-05","0.84","45.0","1.69","55.0","1.83","30.0","43.0","0.4"
"Steve Garcia","Mean Machine","14","5","0","182.88","70.31","190.5","Southpaw","1992-05-22","4.85","56.0","2.61","46.0","1.51","44.0","94.0","0.4"
"Francisco Figueiredo","Sniper","13","5","1","167.64","56.7","172.72","Southpaw","1989-10-23","2.04","61.0","2.59","61.0","2.51","75.0","76.0","0.4"
"Shane Burgos","Hurricane","15","3","0","180.34","65.77","190.5","Orthodox","1991-03-19","7.4","52.0","6.78","56.0","0.43","44.0","91.0","0.4"
"Jimi Manuwa","Poster Boy","17","6","0","185.42","92.99","200.66","Orthodox","1980-02-18","3.43","54.0","3.97","49.0","0.53","18.0","70.0","0.4"
"Cody Durden","","16","4","1","170.18","56.7","170.18","Southpaw","1991-03-29","3.13","49.0","2.94","52.0","5.41","50.0","80.0","0.4"
"Estevan Payan","El Terrible","16","12","0","177.8","65.77","","Orthodox","1982-03-14","4.25","42.0","3.58","57.0","0.36","100.0","60.0","0.4"
"Andrei Semenov","","34","9","2","182.88","83.91","","Orthodox","1977-06-17","0.78","15.0","2.44","60.0","1.74","80.0","55.0","0.4"
"Brendan Schaub","Big Brown","10","5","0","193.04","111.13","198.12","Orthodox","1983-03-18","2.92","37.0","2.22","57.0","2.32","46.0","72.0","0.4"
"Iasmin Lucindo","","15","5","0","160.02","52.16","167.64","Orthodox","2002-01-08","3.33","39.0","3.23","67.0","2.33","66.0","66.0","0.4"
"Mirsad Bektic","","13","4","0","172.72","65.77","177.8","Orthodox","1991-02-16","2.43","41.0","1.8","57.0","3.98","52.0","92.0","0.4"
"Evangelista Santos","Cyborg","21","18","0","177.8","77.11","193.04","Orthodox","1977-12-12","3.94","36.0","6.01","49.0","0.78","100.0","50.0","0.4"
"Christos Giagos","The Spartan","20","11","0","177.8","70.31","180.34","Orthodox","1990-01-23","2.98","42.0","2.95","51.0","2.93","37.0","52.0","0.4"
"Sarah Alpar","Too Sweet","9","6","0","162.56","61.23","160.02","Southpaw","1991-06-01","2.36","44.0","6.06","38.0","1.61","26.0","20.0","0.4"
"Hu Yaozong","Totoro","3","3","0","190.5","83.91","182.88","Orthodox","1995-04-07","3.35","48.0","5.09","35.0","0.0","0.0","33.0","0.4"
"Manel Kape","StarBoy","19","6","0","165.1","56.7","172.72","Southpaw","1993-11-14","5.12","54.0","4.51","59.0","0.65","37.0","77.0","0.4"
"Wagnney Fabiano","The Silencer","16","4","0","167.64","65.77","175.26","Southpaw","1975-07-14","1.19","38.0","0.66","70.0","3.44","64.0","100.0","0.4"
"Willie Gates","","12","7","0","172.72","56.7","182.88","Orthodox","1987-01-21","1.8","38.0","4.28","38.0","0.0","0.0","67.0","0.4"
"Andrews Nakahara","","5","4","2","185.42","83.91","","Orthodox","1983-03-12","2.68","44.0","1.9","57.0","0.0","0.0","72.0","0.4"
"Roque Martinez","","15","8","2","177.8","113.4","182.88","Orthodox","1986-03-04","3.28","53.0","4.9","56.0","0.38","50.0","53.0","0.4"
"Daniel Cormier","DC","22","3","0","180.34","106.59","182.88","Orthodox","1979-03-20","4.25","52.0","2.92","54.0","1.83","44.0","80.0","0.4"
"Casey Kenney","","16","4","1","170.18","61.23","172.72","Southpaw","1991-03-20","4.85","42.0","4.67","58.0","1.09","35.0","61.0","0.4"
"Hirotaka Yokoi","Kaibatsu-Kun","11","5","0","180.34","92.99","","Orthodox","1978-06-08","1.52","33.0","3.42","38.0","1.87","41.0","66.0","0.4"
"Alexander Gustafsson","The Mauler","18","8","0","195.58","92.99","200.66","Orthodox","1987-01-15","4.03","40.0","3.53","51.0","1.53","39.0","83.0","0.4"
"Antonio Banuelos","","20","11","1","165.1","61.23","160.02","Orthodox","1979-09-23","2.69","33.0","3.15","58.0","1.62","62.0","86.0","0.4"
"Rodrigo Gracie","","6","2","1","182.88","83.01","","Orthodox","1975-04-11","1.34","51.0","0.86","46.0","1.49","50.0","75.0","0.4"
"Kevin Casey","King","9","5","2","180.34","83.91","195.58","Southpaw","1981-06-15","2.27","53.0","3.76","46.0","0.79","22.0","27.0","0.4"
"Chael Sonnen","","29","15","1","185.42","92.99","185.42","Southpaw","1977-04-03","3.08","43.0","1.1","62.0","3.81","59.0","66.0","0.4"
"Sergio Pettis","","18","5","0","167.64","56.7","175.26","Orthodox","1993-08-18","3.88","37.0","2.91","65.0","0.85","40.0","67.0","0.4"
"Dylan Andrews","The Villain","18","7","0","185.42","83.91","187.96","Switch","1979-11-15","2.21","50.0","2.72","46.0","2.83","50.0","57.0","0.4"
"Josh Samman","Anqa","13","4","0","190.5","83.91","200.66","Orthodox","1988-03-14","2.08","52.0","2.47","34.0","1.09","33.0","33.0","0.4"
"Bec Rawlings","Rowdy","7","8","0","167.64","56.7","162.56","Orthodox","1989-02-11","4.48","42.0","5.66","57.0","0.71","40.0","68.0","0.4"
"Luke Barnatt","The Bigslow","13","4","0","198.12","83.91","195.58","Orthodox","1988-04-13","4.43","36.0","3.87","59.0","0.63","42.0","63.0","0.4"
"John Cholish","","8","3","0","180.34","70.31","187.96","Orthodox","1983-12-17","2.65","49.0","2.29","73.0","1.82","31.0","78.0","0.4"
"Benji Radach","Razor","21","7","0","177.8","83.91","","Orthodox","1979-04-05","2.62","49.0","2.31","51.0","1.06","41.0","71.0","0.4"
"Rory MacDonald","Red King","19","4","0","182.88","77.11","193.04","Orthodox","1989-07-22","3.75","42.0","2.8","62.0","1.77","47.0","88.0","0.4"
"Evan Elder","The Phenom","8","2","0","177.8","70.31","182.88","Switch","1997-04-11","4.75","48.0","5.0","57.0","0.74","22.0","28.0","0.4"
"Ryan Bader","Darth","23","5","0","187.96","92.99","187.96","Orthodox","1983-06-07","2.82","43.0","1.39","71.0","3.37","44.0","80.0","0.4"
"Chico Camus","The King","17","7","0","167.64","56.7","167.64","Orthodox","1985-01-26","2.58","41.0","2.46","64.0","0.77","40.0","72.0","0.4"
"Rob Emerson","The Saint","18","12","0","175.26","70.31","177.8","Orthodox","1981-07-30","2.5","30.0","2.83","64.0","2.02","52.0","65.0","0.4"
"Magomed Mustafaev","The Sniper","14","4","0","172.72","70.31","180.34","Orthodox","1988-08-02","2.59","58.0","2.68","41.0","3.31","50.0","23.0","0.4"
"Sergio Moraes","The Panther","14","6","1","182.88","77.11","182.88","Orthodox","1982-07-23","2.42","42.0","3.73","59.0","1.2","38.0","75.0","0.4"
"Johnny Eduardo","","28","13","0","170.18","61.23","180.34","Orthodox","1978-08-03","2.95","39.0","3.22","63.0","0.22","20.0","58.0","0.4"
"Abel Trujillo","Killa","15","8","0","172.72","70.31","177.8","Orthodox","1983-09-18","2.65","41.0","2.31","59.0","2.18","45.0","40.0","0.4"
"Aleksandra Albu","Stitch","3","2","0","157.48","52.16","160.02","Orthodox","1990-07-14","4.83","47.0","5.56","38.0","2.27","50.0","77.0","0.4"
"Mads Burnell","","9","3","0","172.72","65.77","175.26","Orthodox","1994-03-06","1.28","41.0","2.71","51.0","3.45","47.0","22.0","0.4"
"Kazula Vargas","","12","5","0","172.72","70.31","180.34","Southpaw","1985-08-15","3.65","53.0","1.77","57.0","0.4","25.0","30.0","0.4"
"Dominick Reyes","The Devastator","12","4","0","193.04","92.99","195.58","Southpaw","1989-12-26","4.75","50.0","3.77","48.0","0.36","28.0","80.0","0.4"
"John Marsh","","8","7","0","182.88","120.2","","Orthodox","1970-09-15","0.83","42.0","2.23","40.0","0.43","100.0","54.0","0.4"
"Brad Pickett","One Punch","25","14","0","167.64","61.23","172.72","Orthodox","1978-09-24","3.02","31.0","4.63","55.0","2.47","44.0","58.0","0.4"
"Genaro Valdez","Rayadito","10","3","0","175.26","70.31","182.88","Orthodox","1992-01-16","4.08","30.0","7.16","48.0","1.54","44.0","36.0","0.4"
"Lyoto Machida","The Dragon","24","8","0","185.42","83.91","187.96","Southpaw","1978-05-30","2.59","53.0","1.57","61.0","1.21","65.0","75.0","0.4"
"Michael Graves","","6","0","1","177.8","77.11","180.34","Orthodox","1991-01-08","1.25","54.0","1.47","58.0","4.8","52.0","66.0","0.4"
"Paul Buentello","The Headhunter","35","17","0","187.96","111.13","195.58","Orthodox","1974-01-16","3.29","45.0","3.83","52.0","0.19","33.0","39.0","0.4"
"Maurice Greene","The Crochet Boss","9","7","0","200.66","117.03","203.2","Orthodox","1986-07-05","3.28","45.0","3.61","45.0","0.0","0.0","27.0","0.4"
"Jeremy Stephens","Lil' Heathen","28","19","0","175.26","65.77","180.34","Orthodox","1986-05-25","3.17","40.0","3.05","58.0","1.16","38.0","65.0","0.4"
"Antonio Schembri","Nino","5","5","0","175.26","92.99","","Orthodox","1974-06-01","0.72","26.0","2.12","55.0","1.31","40.0","0.0","0.4"
"Ricky Simon","","20","4","0","167.64","61.23","175.26","Orthodox","1992-08-31","3.01","44.0","3.23","62.0","5.84","50.0","75.0","0.4"
