sport,event,year,athlete_id,country_id,medal
Alpine Skiing,Alpine Skiing Men's Slalom,2014-01-01,106207,89,
Biathlon,Biathlon Men's 10 kilometres Sprint,2014-01-01,106281,96,
Biathlon,Biathlon Men's 12.5 kilometres Pursuit,2014-01-01,106281,96,
Biathlon,Biathlon Men's 20 kilometres,2014-01-01,106281,96,
Cross Country Skiing,Cross Country Skiing Men's Sprint,2014-01-01,106497,179,
Biathlon,Biathlon Men's 10 kilometres Sprint,2014-01-01,106721,71,
Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,2014-01-01,106721,71,
Biathlon,Biathlon Men's 12.5 kilometres Pursuit,2014-01-01,106721,71,
Biathlon,Biathlon Men's 15 kilometres Mass Start,2014-01-01,106721,71,
Biathlon,Biathlon Men's 20 kilometres,2014-01-01,106721,71,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,2014-01-01,106721,71,Silver
Alpine Skiing,Alpine Skiing Women's Slalom,2014-01-01,106859,12,
Alpine Skiing,Alpine Skiing Women's Slalom,2014-01-01,106861,12,Silver
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014-01-01,107456,12,
Cross Country Skiing,Cross Country Skiing Women's Sprint,2014-01-01,107865,12,
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,2014-01-01,107865,12,
Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,2014-01-01,107865,12,
Biathlon,Biathlon Men's 10 kilometres Sprint,2014-01-01,108180,193,
Biathlon,Biathlon Men's 12.5 kilometres Pursuit,2014-01-01,108180,193,
Alpine Skiing,Alpine Skiing Women's Downhill,2014-01-01,108378,136,
Alpine Skiing,Alpine Skiing Women's Super G,2014-01-01,108378,136,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,2014-01-01,108378,136,
Alpine Skiing,Alpine Skiing Women's Combined,2014-01-01,108378,136,
Cross Country Skiing,Cross Country Skiing Men's Sprint,2014-01-01,108484,62,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,2014-01-01,108496,158,
Biathlon,Biathlon Men's 10 kilometres Sprint,2014-01-01,108529,193,
Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,2014-01-01,108529,193,
Biathlon,Biathlon Men's 12.5 kilometres Pursuit,2014-01-01,108529,193,
Biathlon,Biathlon Men's 20 kilometres,2014-01-01,108529,193,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,2014-01-01,108529,193,
Biathlon,Biathlon Women's 7.5 kilometres Sprint,2014-01-01,108540,193,
Biathlon,Biathlon Women's 10 kilometres Pursuit,2014-01-01,108540,193,
Biathlon,Biathlon Women's 12.5 kilometres Mass Start,2014-01-01,108540,193,
Biathlon,Biathlon Women's 15 kilometres,2014-01-01,108540,193,
Biathlon,Biathlon Women's 4 x 6 kilometres Relay,2014-01-01,108540,193,Gold
Biathlon,Biathlon Women's 7.5 kilometres Sprint,2014-01-01,108541,193,Bronze
Biathlon,Biathlon Women's 10 kilometres Pursuit,2014-01-01,108541,193,
Biathlon,Biathlon Women's 12.5 kilometres Mass Start,2014-01-01,108541,193,
Biathlon,Biathlon Women's 15 kilometres,2014-01-01,108541,193,
Biathlon,Biathlon Women's 4 x 6 kilometres Relay,2014-01-01,108541,193,Gold
Cross Country Skiing,Cross Country Skiing Men's Sprint,2014-01-01,108576,18,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,2014-01-01,108576,18,
Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,2014-01-01,108576,18,
Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,2014-01-01,108576,18,
Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,2014-01-01,108576,18,
Cross Country Skiing,Cross Country Skiing Women's Sprint,2014-01-01,108784,193,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014-01-01,108787,9,
Alpine Skiing,Alpine Skiing Men's Slalom,2014-01-01,108787,9,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,2014-01-01,109015,89,
Cross Country Skiing,Cross Country Skiing Women's Sprint,2014-01-01,109256,152,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,2014-01-01,109612,129,
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,2014-01-01,109653,193,
Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,2014-01-01,109653,193,
Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,2014-01-01,109653,193,
Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,2014-01-01,109653,193,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,2014-01-01,109730,195,
Alpine Skiing,Alpine Skiing Women's Slalom,2014-01-01,109730,195,Gold
Biathlon,Biathlon Men's 10 kilometres Sprint,2014-01-01,109863,152,
Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,2014-01-01,109863,152,
Biathlon,Biathlon Men's 12.5 kilometres Pursuit,2014-01-01,109863,152,
Biathlon,Biathlon Men's 15 kilometres Mass Start,2014-01-01,109863,152,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,2014-01-01,109863,152,Gold
Alpine Skiing,Alpine Skiing Women's Super G,2014-01-01,109922,18,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,2014-01-01,109922,18,
Alpine Skiing,Alpine Skiing Women's Slalom,2014-01-01,109922,18,
Biathlon,Biathlon Women's 7.5 kilometres Sprint,2014-01-01,110077,152,
Biathlon,Biathlon Women's 10 kilometres Pursuit,2014-01-01,110077,152,
Biathlon,Biathlon Women's 4 x 6 kilometres Relay,2014-01-01,110077,152,Silver
Alpine Skiing,Alpine Skiing Men's Super G,2014-01-01,110630,8,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014-01-01,110630,8,
Alpine Skiing,Alpine Skiing Men's Slalom,2014-01-01,110630,8,
Alpine Skiing,Alpine Skiing Men's Combined,2014-01-01,110630,8,
Alpine Skiing,Alpine Skiing Women's Downhill,2014-01-01,110631,8,
Alpine Skiing,Alpine Skiing Women's Super G,2014-01-01,110631,8,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,2014-01-01,110631,8,
Alpine Skiing,Alpine Skiing Women's Slalom,2014-01-01,110631,8,
Alpine Skiing,Alpine Skiing Women's Combined,2014-01-01,110631,8,
Cross Country Skiing,Cross Country Skiing Women's Sprint,2014-01-01,110755,84,
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,2014-01-01,110755,84,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014-01-01,110808,92,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014-01-01,110904,189,
Alpine Skiing,Alpine Skiing Men's Slalom,2014-01-01,110904,189,
Biathlon,Biathlon Women's 7.5 kilometres Sprint,2014-01-01,111598,18,
Biathlon,Biathlon Women's 10 kilometres Pursuit,2014-01-01,111598,18,
Biathlon,Biathlon Women's 12.5 kilometres Mass Start,2014-01-01,111598,18,
Biathlon,Biathlon Women's 15 kilometres,2014-01-01,111598,18,Bronze
Biathlon,Biathlon Women's 4 x 6 kilometres Relay,2014-01-01,111598,18,
Biathlon,Biathlon Men's 10 kilometres Sprint,2014-01-01,111939,52,
Biathlon,Biathlon Men's 20 kilometres,2014-01-01,111939,52,
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,2014-01-01,111989,96,
Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,2014-01-01,111989,96,
Cross Country Skiing,Cross Country Skiing Women's Team Sprint,2014-01-01,111989,96,
Biathlon,Biathlon Men's 20 kilometres,2014-01-01,112024,146,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,2014-01-01,112024,146,
Alpine Skiing,Alpine Skiing Women's Downhill,2014-01-01,112049,11,
Alpine Skiing,Alpine Skiing Women's Super G,2014-01-01,112049,11,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,2014-01-01,112049,11,
Alpine Skiing,Alpine Skiing Women's Slalom,2014-01-01,112049,11,
Alpine Skiing,Alpine Skiing Women's Combined,2014-01-01,112049,11,
Cross Country Skiing,Cross Country Skiing Men's Sprint,2014-01-01,112206,73,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,2014-01-01,112206,73,
Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,2014-01-01,112206,73,
Alpine Skiing,Alpine Skiing Women's Super G,2014-01-01,112335,195,
Alpine Skiing,Alpine Skiing Women's Combined,2014-01-01,112335,195,
Biathlon,Biathlon Men's 10 kilometres Sprint,2014-01-01,112361,34,
Biathlon,Biathlon Men's 12.5 kilometres Pursuit,2014-01-01,112361,34,
Biathlon,Biathlon Men's 15 kilometres Mass Start,2014-01-01,112361,34,
Biathlon,Biathlon Men's 20 kilometres,2014-01-01,112361,34,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,2014-01-01,112361,34,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014-01-01,112421,62,
Alpine Skiing,Alpine Skiing Men's Slalom,2014-01-01,112421,62,
Cross Country Skiing,Cross Country Skiing Men's Sprint,2014-01-01,112499,162,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,2014-01-01,112499,162,
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,2014-01-01,112509,12,
Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,2014-01-01,112509,12,
Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,2014-01-01,112509,12,
Cross Country Skiing,Cross Country Skiing Women's Team Sprint,2014-01-01,112509,12,
Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,2014-01-01,112704,178,
Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,2014-01-01,112704,178,
Biathlon,Biathlon Women's 7.5 kilometres Sprint,2014-01-01,112891,136,
Biathlon,Biathlon Women's 10 kilometres Pursuit,2014-01-01,112891,136,
Alpine Skiing,Alpine Skiing Men's Slalom,2014-01-01,112902,136,
Biathlon,Biathlon Women's 7.5 kilometres Sprint,2014-01-01,113106,40,
Biathlon,Biathlon Women's 4 x 6 kilometres Relay,2014-01-01,113106,40,
Biathlon,Biathlon Women's 7.5 kilometres Sprint,2014-01-01,113417,52,
Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,2014-01-01,113417,52,Silver
Biathlon,Biathlon Women's 10 kilometres Pursuit,2014-01-01,113417,52,
Biathlon,Biathlon Women's 12.5 kilometres Mass Start,2014-01-01,113417,52,Silver
Biathlon,Biathlon Women's 15 kilometres,2014-01-01,113417,52,
Biathlon,Biathlon Women's 4 x 6 kilometres Relay,2014-01-01,113417,52,
Biathlon,Biathlon Men's 10 kilometres Sprint,2014-01-01,113421,52,Bronze
Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,2014-01-01,113421,52,Silver
Biathlon,Biathlon Men's 12.5 kilometres Pursuit,2014-01-01,113421,52,
Biathlon,Biathlon Men's 15 kilometres Mass Start,2014-01-01,113421,52,
Biathlon,Biathlon Men's 20 kilometres,2014-01-01,113421,52,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,2014-01-01,113421,52,
Biathlon,Biathlon Women's 7.5 kilometres Sprint,2014-01-01,113434,5,
Biathlon,Biathlon Women's 15 kilometres,2014-01-01,113434,5,
Alpine Skiing,Alpine Skiing Men's Slalom,2014-01-01,113745,34,
Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,2014-01-01,114156,12,
Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,2014-01-01,114156,12,
Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,2014-01-01,114156,12,
Cross Country Skiing,Cross Country Skiing Women's Team Sprint,2014-01-01,114156,12,
Cross Country Skiing,Cross Country Skiing Men's Sprint,2014-01-01,114411,146,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,2014-01-01,114411,146,
Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,2014-01-01,114411,146,
Cross Country Skiing,Cross Country Skiing Men's Team Sprint,2014-01-01,114411,146,
Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,2014-01-01,114442,96,
Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,2014-01-01,114442,96,
Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,2014-01-01,114442,96,
Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,2014-01-01,114859,136,Bronze
Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,2014-01-01,114859,136,
Biathlon,Biathlon Men's 10 kilometres Sprint,2014-01-01,114963,71,
Biathlon,Biathlon Men's 12.5 kilometres Pursuit,2014-01-01,114963,71,
Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,2014-01-01,114976,195,
Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,2014-01-01,114976,195,
Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,2014-01-01,114976,195,
Biathlon,Biathlon Men's 10 kilometres Sprint,2014-01-01,115004,62,
Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,2014-01-01,115004,62,
Biathlon,Biathlon Men's 12.5 kilometres Pursuit,2014-01-01,115004,62,
Biathlon,Biathlon Men's 20 kilometres,2014-01-01,115004,62,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,2014-01-01,115004,62,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014-01-01,115190,203,
Alpine Skiing,Alpine Skiing Men's Slalom,2014-01-01,115190,203,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,2014-01-01,115217,195,
Alpine Skiing,Alpine Skiing Women's Slalom,2014-01-01,115217,195,
Biathlon,Biathlon Women's 7.5 kilometres Sprint,2014-01-01,115574,29,
Biathlon,Biathlon Women's 15 kilometres,2014-01-01,115574,29,
Alpine Skiing,Alpine Skiing Men's Downhill,2014-01-01,115742,12,
Alpine Skiing,Alpine Skiing Men's Super G,2014-01-01,115742,12,
Alpine Skiing,Alpine Skiing Men's Super G,2014-01-01,115772,12,
Alpine Skiing,Alpine Skiing Men's Combined,2014-01-01,115772,12,
Cross Country Skiing,Cross Country Skiing Men's Sprint,2014-01-01,115821,108,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,2014-01-01,115821,108,
Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,2014-01-01,115821,108,
Biathlon,Biathlon Women's 7.5 kilometres Sprint,2014-01-01,115953,195,
Biathlon,Biathlon Women's 10 kilometres Pursuit,2014-01-01,115953,195,
Biathlon,Biathlon Women's 15 kilometres,2014-01-01,115953,195,
Biathlon,Biathlon Women's 4 x 6 kilometres Relay,2014-01-01,115953,195,
Alpine Skiing,Alpine Skiing Women's Downhill,2014-01-01,115978,92,
Alpine Skiing,Alpine Skiing Women's Super G,2014-01-01,115978,92,
Alpine Skiing,Alpine Skiing Women's Downhill,2014-01-01,115981,167,
Alpine Skiing,Alpine Skiing Women's Super G,2014-01-01,115981,167,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,2014-01-01,115981,167,
Alpine Skiing,Alpine Skiing Women's Combined,2014-01-01,115981,167,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014-01-01,116148,183,
Alpine Skiing,Alpine Skiing Men's Slalom,2014-01-01,116148,183,
Alpine Skiing,Alpine Skiing Men's Downhill,2014-01-01,116371,195,
Biathlon,Biathlon Men's 10 kilometres Sprint,2014-01-01,116413,12,
Biathlon,Biathlon Men's 12.5 kilometres Pursuit,2014-01-01,116413,12,
Biathlon,Biathlon Men's 15 kilometres Mass Start,2014-01-01,116413,12,
Biathlon,Biathlon Men's 20 kilometres,2014-01-01,116413,12,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,2014-01-01,116413,12,Bronze
Cross Country Skiing,Cross Country Skiing Men's Sprint,2014-01-01,116485,40,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,2014-01-01,116485,40,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,2014-01-01,116539,136,
Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,2014-01-01,116539,136,
Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,2014-01-01,116539,136,Bronze
Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,2014-01-01,116539,136,
Biathlon,Biathlon Women's 7.5 kilometres Sprint,2014-01-01,116586,40,
Biathlon,Biathlon Women's 15 kilometres,2014-01-01,116586,40,
Biathlon,Biathlon Women's 4 x 6 kilometres Relay,2014-01-01,116586,40,
Alpine Skiing,Alpine Skiing Women's Downhill,2014-01-01,116699,179,
Alpine Skiing,Alpine Skiing Women's Super G,2014-01-01,116699,179,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,2014-01-01,116699,179,
Biathlon,Biathlon Women's 7.5 kilometres Sprint,2014-01-01,116808,94,
Biathlon,Biathlon Women's 10 kilometres Pursuit,2014-01-01,116808,94,
Biathlon,Biathlon Women's 15 kilometres,2014-01-01,116808,94,
Biathlon,Biathlon Women's 4 x 6 kilometres Relay,2014-01-01,116808,94,
Biathlon,Biathlon Women's 7.5 kilometres Sprint,2014-01-01,116826,94,
Biathlon,Biathlon Women's 15 kilometres,2014-01-01,116826,94,
Biathlon,Biathlon Women's 4 x 6 kilometres Relay,2014-01-01,116826,94,
Biathlon,Biathlon Men's 10 kilometres Sprint,2014-01-01,116916,136,
Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,2014-01-01,116916,136,Gold
Biathlon,Biathlon Men's 12.5 kilometres Pursuit,2014-01-01,116916,136,
Biathlon,Biathlon Men's 15 kilometres Mass Start,2014-01-01,116916,136,Gold
Biathlon,Biathlon Men's 20 kilometres,2014-01-01,116916,136,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,2014-01-01,116916,136,
Alpine Skiing,Alpine Skiing Men's Downhill,2014-01-01,116997,136,
Alpine Skiing,Alpine Skiing Men's Super G,2014-01-01,116997,136,
Alpine Skiing,Alpine Skiing Men's Combined,2014-01-01,116997,136,
Alpine Skiing,Alpine Skiing Women's Slalom,2014-01-01,117114,178,
Alpine Skiing,Alpine Skiing Men's Super G,2014-01-01,117203,74,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014-01-01,117203,74,
Alpine Skiing,Alpine Skiing Men's Slalom,2014-01-01,117203,74,
Cross Country Skiing,Cross Country Skiing Men's Sprint,2014-01-01,117347,84,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,2014-01-01,117347,84,
Biathlon,Biathlon Men's 10 kilometres Sprint,2014-01-01,117433,146,
Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,2014-01-01,117433,146,
Biathlon,Biathlon Men's 20 kilometres,2014-01-01,117433,146,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,2014-01-01,117433,146,
Biathlon,Biathlon Women's 7.5 kilometres Sprint,2014-01-01,117563,84,
Biathlon,Biathlon Women's 15 kilometres,2014-01-01,117563,84,
Cross Country Skiing,Cross Country Skiing Women's Sprint,2014-01-01,117649,146,
Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,2014-01-01,117649,146,
Biathlon,Biathlon Women's 7.5 kilometres Sprint,2014-01-01,118117,62,
Biathlon,Biathlon Women's 10 kilometres Pursuit,2014-01-01,118117,62,
Biathlon,Biathlon Women's 15 kilometres,2014-01-01,118117,62,
Biathlon,Biathlon Women's 4 x 6 kilometres Relay,2014-01-01,118117,62,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,2014-01-01,118230,62,
Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,2014-01-01,118230,62,
Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,2014-01-01,118230,62,
Biathlon,Biathlon Women's 7.5 kilometres Sprint,2014-01-01,118416,40,
Biathlon,Biathlon Women's 10 kilometres Pursuit,2014-01-01,118416,40,
Biathlon,Biathlon Women's 15 kilometres,2014-01-01,118416,40,
Biathlon,Biathlon Women's 4 x 6 kilometres Relay,2014-01-01,118416,40,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,2014-01-01,118962,125,
Alpine Skiing,Alpine Skiing Women's Slalom,2014-01-01,118962,125,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,2014-01-01,119037,71,
Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,2014-01-01,119037,71,
Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,2014-01-01,119037,71,
Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,2014-01-01,119037,71,
Alpine Skiing,Alpine Skiing Men's Downhill,2014-01-01,119294,173,
Alpine Skiing,Alpine Skiing Men's Super G,2014-01-01,119294,173,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014-01-01,119294,173,
Alpine Skiing,Alpine Skiing Men's Combined,2014-01-01,119294,173,
Alpine Skiing,Alpine Skiing Women's Slalom,2014-01-01,119332,34,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014-01-01,119471,86,
Alpine Skiing,Alpine Skiing Men's Slalom,2014-01-01,119480,92,
Alpine Skiing,Alpine Skiing Men's Downhill,2014-01-01,119535,67,
Alpine Skiing,Alpine Skiing Men's Super G,2014-01-01,119535,67,
Alpine Skiing,Alpine Skiing Men's Combined,2014-01-01,119535,67,
Alpine Skiing,Alpine Skiing Men's Downhill,2014-01-01,119972,34,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014-01-01,120397,100,
Alpine Skiing,Alpine Skiing Men's Slalom,2014-01-01,120397,100,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,2014-01-01,120624,62,
Alpine Skiing,Alpine Skiing Women's Slalom,2014-01-01,120624,62,
Biathlon,Biathlon Men's 10 kilometres Sprint,2014-01-01,120642,62,
Biathlon,Biathlon Men's 12.5 kilometres Pursuit,2014-01-01,120642,62,
Biathlon,Biathlon Men's 20 kilometres,2014-01-01,120642,62,
Biathlon,Biathlon Women's 7.5 kilometres Sprint,2014-01-01,120711,151,
Biathlon,Biathlon Women's 10 kilometres Pursuit,2014-01-01,120711,151,
Biathlon,Biathlon Women's 12.5 kilometres Mass Start,2014-01-01,120711,151,
Biathlon,Biathlon Women's 15 kilometres,2014-01-01,120711,151,
Biathlon,Biathlon Men's 10 kilometres Sprint,2014-01-01,120736,66,
Biathlon,Biathlon Men's 20 kilometres,2014-01-01,120736,66,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014-01-01,121330,66,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014-01-01,121733,36,
Alpine Skiing,Alpine Skiing Men's Slalom,2014-01-01,121733,36,
Alpine Skiing,Alpine Skiing Men's Slalom,2014-01-01,121793,52,
Biathlon,Biathlon Men's 20 kilometres,2014-01-01,121907,96,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,2014-01-01,121907,96,
Alpine Skiing,Alpine Skiing Men's Super G,2014-01-01,121918,152,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014-01-01,121918,152,
Alpine Skiing,Alpine Skiing Men's Slalom,2014-01-01,121918,152,
Alpine Skiing,Alpine Skiing Men's Combined,2014-01-01,121918,152,
Cross Country Skiing,Cross Country Skiing Men's Sprint,2014-01-01,121966,12,
Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,2014-01-01,121966,12,
Cross Country Skiing,Cross Country Skiing Women's Sprint,2014-01-01,122194,74,
Cross Country Skiing,Cross Country Skiing Men's Sprint,2014-01-01,122238,71,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,2014-01-01,122238,71,
Cross Country Skiing,Cross Country Skiing Men's Team Sprint,2014-01-01,122238,71,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,2014-01-01,122301,70,
Alpine Skiing,Alpine Skiing Women's Slalom,2014-01-01,122301,70,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,2014-01-01,122314,29,
Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,2014-01-01,122314,29,
Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,2014-01-01,122314,29,
Cross Country Skiing,Cross Country Skiing Men's Team Sprint,2014-01-01,122314,29,
Biathlon,Biathlon Women's 7.5 kilometres Sprint,2014-01-01,123543,96,
Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,2014-01-01,123543,96,
Biathlon,Biathlon Women's 10 kilometres Pursuit,2014-01-01,123543,96,
Biathlon,Biathlon Women's 15 kilometres,2014-01-01,123543,96,
Biathlon,Biathlon Women's 4 x 6 kilometres Relay,2014-01-01,123543,96,
Cross Country Skiing,Cross Country Skiing Men's Sprint,2014-01-01,123615,152,
Biathlon,Biathlon Men's 10 kilometres Sprint,2014-01-01,123616,152,
Biathlon,Biathlon Men's 12.5 kilometres Pursuit,2014-01-01,123616,152,
Biathlon,Biathlon Men's 15 kilometres Mass Start,2014-01-01,123616,152,
Biathlon,Biathlon Men's 20 kilometres,2014-01-01,123616,152,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,2014-01-01,123616,152,Gold
Alpine Skiing,Alpine Skiing Men's Super G,2014-01-01,123864,74,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014-01-01,123864,74,
Alpine Skiing,Alpine Skiing Men's Slalom,2014-01-01,123864,74,
Alpine Skiing,Alpine Skiing Men's Slalom,2014-01-01,123930,167,
Cross Country Skiing,Cross Country Skiing Men's Sprint,2014-01-01,124007,34,
Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,2014-01-01,124007,34,
Cross Country Skiing,Cross Country Skiing Women's Sprint,2014-01-01,124364,179,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,2014-01-01,125034,183,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,2014-01-01,125769,96,
Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,2014-01-01,125769,96,
Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,2014-01-01,125769,96,
Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,2014-01-01,125769,96,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014-01-01,125975,5,
Alpine Skiing,Alpine Skiing Men's Slalom,2014-01-01,126404,49,
Alpine Skiing,Alpine Skiing Men's Combined,2014-01-01,126557,179,Gold
Alpine Skiing,Alpine Skiing Women's Super G,2014-01-01,126562,85,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,2014-01-01,126562,85,
Alpine Skiing,Alpine Skiing Women's Slalom,2014-01-01,126562,85,
Biathlon,Biathlon Women's 7.5 kilometres Sprint,2014-01-01,126690,152,Silver
Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,2014-01-01,126690,152,
Biathlon,Biathlon Women's 10 kilometres Pursuit,2014-01-01,126690,152,
Biathlon,Biathlon Women's 12.5 kilometres Mass Start,2014-01-01,126690,152,
Biathlon,Biathlon Women's 4 x 6 kilometres Relay,2014-01-01,126690,152,Silver
Biathlon,Biathlon Women's 7.5 kilometres Sprint,2014-01-01,126821,96,
Biathlon,Biathlon Women's 15 kilometres,2014-01-01,126821,96,
Biathlon,Biathlon Women's 4 x 6 kilometres Relay,2014-01-01,126821,96,
Cross Country Skiing,Cross Country Skiing Women's Sprint,2014-01-01,126836,167,
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,2014-01-01,126836,167,
Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,2014-01-01,126836,167,
Cross Country Skiing,Cross Country Skiing Women's Team Sprint,2014-01-01,126836,167,
