tag,date,question_count,question_pct,unanswered_count,unanswered_pct
amazon-sns,2018-03-14,1220,7.87e-5,541,1.2116e-4
paypal,2018-03-14,17793,0.001147585,8360,0.001872257
amazon-redshift,2018-03-14,2841,1.83235e-4,1022,2.28882e-4
azure,2018-03-14,53510,0.003451204,18035,0.004039016
stripe-payments,2018-03-14,3742,2.41345e-4,1460,3.2697e-4
dropbox,2018-03-13,2986,1.92697e-4,1142,2.55989e-4
excel,2018-03-13,141146,0.009108673,49030,0.010990551
google-spreadsheet,2018-03-13,13473,8.69463e-4,5116,0.001146801
sql-server,2018-03-13,226976,0.014647603,56036,0.012561013
ios,2018-03-13,554491,0.035783485,182094,0.040818275
amazon-route53,2018-03-13,943,6.09e-5,326,7.31e-5
amazon-sqs,2018-03-13,1323,8.54e-5,448,1.00424e-4
amazon-cognito,2018-03-13,1452,9.37e-5,554,1.24184e-4
amazon-cloudwatch,2018-03-13,909,5.87e-5,362,8.11e-5
amazon-elb,2018-03-13,978,6.31e-5,367,8.23e-5
android-pay,2018-03-13,490,3.16e-5,228,5.11e-5
dropbox-api,2018-03-13,2011,1.29777e-4,796,1.7843e-4
amazon-swf,2018-03-13,228,1.47e-5,77,1.73e-5
stripe-payments,2018-03-13,3740,2.41355e-4,1458,3.26823e-4
amazon-web-services,2018-03-13,54171,0.003495865,21000,0.004707356
amazon-kinesis,2018-03-13,629,4.06e-5,308,6.9e-5
amazon-s3,2018-03-13,22633,0.001460595,8857,0.001985383
mongodb,2018-03-13,95926,0.00619046,33464,0.007501279
paypal,2018-03-13,17786,0.001147795,8357,0.001873301
amazon-data-pipeline,2018-03-13,368,2.37e-5,183,4.1e-5
ios8,2018-03-13,9421,6.07974e-4,3254,7.29418e-4
actionscript-3,2018-03-13,41018,0.002647052,11019,0.00247002
applepay,2018-03-13,313,2.02e-5,148,3.32e-5
amazon-cloudfront,2018-03-13,2020,1.30358e-4,777,1.74172e-4
amazon-redshift,2018-03-13,2834,1.82889e-4,1016,2.27746e-4
android,2018-03-13,1084036,0.069956907,404520,0.090677045
amazon-mws,2018-03-13,626,4.04e-5,245,5.49e-5
azure,2018-03-13,53444,0.003448938,18001,0.004035098
amazon-elasticache,2018-03-13,389,2.51e-5,161,3.61e-5
amazon-ecs,2018-03-13,697,4.5e-5,318,7.13e-5
amazon-sns,2018-03-13,1217,7.85e-5,539,1.20822e-4
applepayjs,2018-03-13,20,1.29e-6,9,2.02e-6
amazon-rds,2018-03-13,2115,1.36489e-4,822,1.84259e-4
amazon,2018-03-13,4064,2.62266e-4,1586,3.55517e-4
amazon-glacier,2018-03-13,175,1.13e-5,53,1.19e-5
cognos,2018-03-13,818,5.28e-5,371,8.32e-5
osx,2018-03-13,84130,0.00542924,84130,0.018858616
windows,2018-03-13,118583,0.007652601,36635,0.008212091
amazon-vpc,2018-03-13,618,3.99e-5,178,3.99e-5
amazon-ses,2018-03-13,758,4.89e-5,269,6.03e-5
citrix,2018-03-13,583,3.76e-5,287,6.43e-5
amazon-cloudsearch,2018-03-13,304,1.96e-5,132,2.96e-5
actionscript,2018-03-13,9060,5.84677e-4,2430,5.44709e-4
amazon-cloudformation,2018-03-13,1898,1.22485e-4,642,1.4391e-4
amazon-emr,2018-03-13,1021,6.59e-5,481,1.07821e-4
amazon-ebs,2018-03-13,320,2.07e-5,51,1.14e-5
amazon-simpledb,2018-03-13,391,2.52e-5,79,1.77e-5
amazon-lambda,2018-03-13,5532,3.57001e-4,5532,0.00124005
amazon-rds-aurora,2018-03-13,237,1.53e-5,106,2.38e-5
amazon-ec2,2018-03-13,20745,0.001338755,7600,0.001703615
amazon-elastic-beanstalk,2018-03-13,588,3.79e-5,290,6.5e-5
amazon-dynamodb,2018-03-13,5017,3.23766e-4,1797,4.02815e-4
ios9,2018-03-13,4182,2.69881e-4,1619,3.62915e-4
actionscript-3,2018-03-12,41012,0.002648047,11014,0.002470926
ios8,2018-03-12,9422,6.08356e-4,3254,7.30016e-4
mongodb,2018-03-12,95861,0.006189499,33421,0.007497759
paypal,2018-03-12,17777,0.001147814,8352,0.00187371
amazon-s3,2018-03-12,22603,0.001459422,8840,0.001983202
osx,2018-03-12,84105,0.005430463,84105,0.018868471
amazon-kinesis,2018-03-12,625,4.04e-5,305,6.84e-5
cognos,2018-03-12,818,5.28e-5,371,8.32e-5
amazon-glacier,2018-03-12,175,1.13e-5,53,1.19e-5
android-pay,2018-03-12,490,3.16e-5,228,5.12e-5
amazon-vpc,2018-03-12,618,3.99e-5,179,4.02e-5
amazon-web-services,2018-03-12,54108,0.003493624,20973,0.004705167
windows,2018-03-12,118522,0.007652659,36592,0.008209148
stripe-payments,2018-03-12,3733,2.41029e-4,1456,3.26642e-4
citrix,2018-03-12,583,3.76e-5,287,6.44e-5
dropbox-api,2018-03-12,2012,1.29909e-4,797,1.78801e-4
amazon-ses,2018-03-12,758,4.89e-5,270,6.06e-5
amazon-cloudsearch,2018-03-12,303,1.96e-5,131,2.94e-5
amazon-swf,2018-03-12,227,1.47e-5,76,1.71e-5
actionscript,2018-03-12,9059,5.84918e-4,2429,5.44932e-4
amazon-cloudformation,2018-03-12,1896,1.2242e-4,641,1.43804e-4
amazon-elb,2018-03-12,978,6.31e-5,367,8.23e-5
amazon-emr,2018-03-12,1020,6.59e-5,481,1.07909e-4
google-spreadsheet,2018-03-12,13459,8.69014e-4,5108,0.001145945
excel,2018-03-12,141049,0.009107171,49002,0.010993239
amazon-ebs,2018-03-12,320,2.07e-5,51,1.14e-5
amazon-simpledb,2018-03-12,391,2.52e-5,79,1.77e-5
amazon-cognito,2018-03-12,1450,9.36e-5,553,1.24062e-4
amazon-dynamodb,2018-03-12,5010,3.23484e-4,1796,4.02922e-4
amazon-sqs,2018-03-12,1321,8.53e-5,446,1.00057e-4
ios,2018-03-12,554277,0.035788368,181990,0.040828404
amazon-lambda,2018-03-12,5518,3.56284e-4,5518,0.001237928
amazon-sns,2018-03-12,1215,7.84e-5,537,1.20473e-4
applepayjs,2018-03-12,20,1.29e-6,9,2.02e-6
amazon-cloudwatch,2018-03-12,909,5.87e-5,362,8.12e-5
amazon-redshift,2018-03-12,2830,1.82726e-4,1013,2.2726e-4
amazon-route53,2018-03-12,939,6.06e-5,324,7.27e-5
amazon-elastic-beanstalk,2018-03-12,588,3.8e-5,290,6.51e-5
dropbox,2018-03-12,2986,1.92798e-4,1142,2.56199e-4
amazon-elasticache,2018-03-12,389,2.51e-5,161,3.61e-5
amazon-ecs,2018-03-12,695,4.49e-5,316,7.09e-5
azure,2018-03-12,53391,0.003447317,17979,0.004033456
sql-server,2018-03-12,226871,0.014648472,55988,0.0125605
amazon-rds,2018-03-12,2112,1.36367e-4,820,1.83962e-4
amazon-mws,2018-03-12,626,4.04e-5,245,5.5e-5
amazon-rds-aurora,2018-03-12,236,1.52e-5,105,2.36e-5
amazon,2018-03-12,4063,2.62338e-4,1584,3.55361e-4
ios9,2018-03-12,4180,2.69893e-4,1618,3.62989e-4
amazon-data-pipeline,2018-03-12,368,2.38e-5,183,4.11e-5
android,2018-03-12,1083532,0.069960952,404286,0.09069882
amazon-cloudfront,2018-03-12,2019,1.30362e-4,776,1.74091e-4
amazon-ec2,2018-03-12,20736,0.001338874,7593,0.001703444
applepay,2018-03-12,313,2.02e-5,148,3.32e-5
amazon-redshift,2018-03-11,2830,1.82776e-4,1013,2.27364e-4
android-pay,2018-03-11,490,3.16e-5,228,5.12e-5
excel,2018-03-11,141015,0.009107434,48982,0.010993801
amazon-ses,2018-03-11,758,4.9e-5,270,6.06e-5
paypal,2018-03-11,17776,0.00114806,8350,0.001874119
ios,2018-03-11,554178,0.035791606,181948,0.040837626
amazon-ec2,2018-03-11,20730,0.001338847,7589,0.001703323
amazon-rds-aurora,2018-03-11,236,1.52e-5,105,2.36e-5
amazon-s3,2018-03-11,22600,0.001459621,8841,0.001984329
amazon-mws,2018-03-11,626,4.04e-5,245,5.5e-5
citrix,2018-03-11,584,3.77e-5,287,6.44e-5
amazon-vpc,2018-03-11,617,3.98e-5,178,4e-5
amazon-cognito,2018-03-11,1449,9.36e-5,552,1.23894e-4
ios8,2018-03-11,9422,6.0852e-4,3254,7.30349e-4
cognos,2018-03-11,818,5.28e-5,371,8.33e-5
amazon-cloudsearch,2018-03-11,303,1.96e-5,131,2.94e-5
amazon-emr,2018-03-11,1020,6.59e-5,481,1.07959e-4
ios9,2018-03-11,4180,2.69965e-4,1618,3.63154e-4
amazon-cloudwatch,2018-03-11,909,5.87e-5,362,8.12e-5
mongodb,2018-03-11,95818,0.006188393,33399,0.007496265
amazon-elastic-beanstalk,2018-03-11,587,3.79e-5,290,6.51e-5
amazon,2018-03-11,4063,2.62409e-4,1586,3.55972e-4
actionscript,2018-03-11,9058,5.85011e-4,2428,5.44956e-4
azure,2018-03-11,53378,0.003447409,17972,0.004033733
amazon-cloudfront,2018-03-11,2017,1.30268e-4,775,1.73946e-4
amazon-kinesis,2018-03-11,625,4.04e-5,305,6.85e-5
amazon-elb,2018-03-11,978,6.32e-5,367,8.24e-5
amazon-route53,2018-03-11,938,6.06e-5,323,7.25e-5
amazon-ebs,2018-03-11,320,2.07e-5,51,1.14e-5
android,2018-03-11,1083271,0.069962955,404149,0.090709681
amazon-elasticache,2018-03-11,389,2.51e-5,161,3.61e-5
amazon-cloudformation,2018-03-11,1893,1.22259e-4,641,1.4387e-4
amazon-web-services,2018-03-11,54066,0.003491853,20953,0.004702824
osx,2018-03-11,84079,0.005430245,84079,0.01887124
amazon-data-pipeline,2018-03-11,368,2.38e-5,183,4.11e-5
amazon-sns,2018-03-11,1216,7.85e-5,538,1.20752e-4
applepayjs,2018-03-11,20,1.29e-6,9,2.02e-6
actionscript-3,2018-03-11,41012,0.002648761,11014,0.002472053
amazon-swf,2018-03-11,227,1.47e-5,76,1.71e-5
amazon-simpledb,2018-03-11,391,2.53e-5,79,1.77e-5
amazon-lambda,2018-03-11,5509,3.55798e-4,5509,0.001236474
amazon-dynamodb,2018-03-11,5007,3.23377e-4,1795,4.02881e-4
dropbox,2018-03-11,2986,1.9285e-4,1142,2.56316e-4
sql-server,2018-03-11,226832,0.014649912,55969,0.012562
amazon-sqs,2018-03-11,1320,8.53e-5,446,1.00103e-4
google-spreadsheet,2018-03-11,13454,8.68925e-4,5104,0.001145573
dropbox-api,2018-03-11,2012,1.29944e-4,797,1.78883e-4
stripe-payments,2018-03-11,3729,2.40836e-4,1452,3.25894e-4
applepay,2018-03-11,313,2.02e-5,148,3.32e-5
amazon-ecs,2018-03-11,695,4.49e-5,316,7.09e-5
amazon-rds,2018-03-11,2110,1.36274e-4,819,1.83821e-4
amazon-glacier,2018-03-11,175,1.13e-5,53,1.19e-5
windows,2018-03-11,118505,0.007653629,36576,0.008209327
actionscript,2018-03-10,9056,5.84636e-4,2427,5.43768e-4
amazon-glacier,2018-03-10,175,1.13e-5,53,1.19e-5
applepayjs,2018-03-10,21,1.36e-6,10,2.24e-6
dropbox,2018-03-10,2987,1.92834e-4,1143,2.56087e-4
osx,2018-03-10,84126,0.005430994,84126,0.018848369
amazon-emr,2018-03-10,1021,6.59e-5,482,1.07992e-4
amazon-data-pipeline,2018-03-10,369,2.38e-5,184,4.12e-5
ios9,2018-03-10,4184,2.7011e-4,1621,3.63184e-4
amazon-rds,2018-03-10,2109,1.36152e-4,819,1.83496e-4
amazon-sns,2018-03-10,1218,7.86e-5,540,1.20987e-4
amazon-cloudwatch,2018-03-10,908,5.86e-5,361,8.09e-5
amazon-lambda,2018-03-10,5510,3.55713e-4,5510,0.00123451
google-spreadsheet,2018-03-10,13473,8.69787e-4,5125,0.00114825
amazon,2018-03-10,4072,2.62879e-4,1597,3.57807e-4
amazon-elastic-beanstalk,2018-03-10,587,3.79e-5,290,6.5e-5
paypal,2018-03-10,17806,0.001149515,8378,0.001877077
amazon-elb,2018-03-10,980,6.33e-5,370,8.29e-5
amazon-simpledb,2018-03-10,391,2.52e-5,79,1.77e-5
amazon-elasticache,2018-03-10,390,2.52e-5,163,3.65e-5
excel,2018-03-10,141088,0.00910833,49061,0.010992044
amazon-route53,2018-03-10,939,6.06e-5,324,7.26e-5
azure,2018-03-10,53398,0.003447255,17996,0.004031973
amazon-rds-aurora,2018-03-10,236,1.52e-5,105,2.35e-5
amazon-cognito,2018-03-10,1449,9.35e-5,554,1.24123e-4
amazon-cloudfront,2018-03-10,2021,1.30471e-4,780,1.74758e-4
amazon-swf,2018-03-10,227,1.47e-5,76,1.7e-5
dropbox-api,2018-03-10,2014,1.30019e-4,799,1.79014e-4
amazon-dynamodb,2018-03-10,5009,3.2337e-4,1797,4.02617e-4
amazon-sqs,2018-03-10,1321,8.53e-5,447,1.0015e-4
amazon-vpc,2018-03-10,618,3.99e-5,179,4.01e-5
amazon-s3,2018-03-10,22612,0.001459782,8853,0.001983507
applepay,2018-03-10,313,2.02e-5,148,3.32e-5
ios8,2018-03-10,9422,6.08264e-4,3254,7.29056e-4
amazon-cloudformation,2018-03-10,1898,1.22531e-4,647,1.4496e-4
ios,2018-03-10,554340,0.035787003,182148,0.040810117
cognos,2018-03-10,821,5.3e-5,374,8.38e-5
amazon-web-services,2018-03-10,54107,0.003493031,21010,0.004707273
citrix,2018-03-10,587,3.79e-5,290,6.5e-5
actionscript-3,2018-03-10,41012,0.002647647,11016,0.002468127
amazon-ses,2018-03-10,757,4.89e-5,269,6.03e-5
amazon-redshift,2018-03-10,2829,1.82634e-4,1015,2.2741e-4
windows,2018-03-10,118574,0.007654875,36660,0.00821362
amazon-ec2,2018-03-10,20740,0.001338929,7600,0.001702774
android-pay,2018-03-10,490,3.16e-5,228,5.11e-5
amazon-kinesis,2018-03-10,626,4.04e-5,306,6.86e-5
amazon-ecs,2018-03-10,697,4.5e-5,319,7.15e-5
sql-server,2018-03-10,226876,0.014646613,56025,0.012552321
android,2018-03-10,1083927,0.06997592,404862,0.090708832
mongodb,2018-03-10,95860,0.006188511,33451,0.00749465
amazon-mws,2018-03-10,628,4.05e-5,247,5.53e-5
amazon-cloudsearch,2018-03-10,306,1.98e-5,134,3e-5
stripe-payments,2018-03-10,3730,2.408e-4,1453,3.25542e-4
amazon-ebs,2018-03-10,320,2.07e-5,51,1.14e-5
ios,2018-03-09,554132,0.035791036,182023,0.040814052
sql-server,2018-03-09,226786,0.014647906,55977,0.01255133
amazon-ec2,2018-03-09,20727,0.001338742,7593,0.001702533
amazon-dynamodb,2018-03-09,5002,3.23076e-4,1796,4.02706e-4
dropbox,2018-03-09,2987,1.92927e-4,1143,2.56285e-4
amazon-elasticache,2018-03-09,389,2.51e-5,162,3.63e-5
excel,2018-03-09,140985,0.009106097,49020,0.010991418
amazon-cloudfront,2018-03-09,2020,1.3047e-4,781,1.75119e-4
amazon-cognito,2018-03-09,1445,9.33e-5,551,1.23547e-4
amazon-vpc,2018-03-09,615,3.97e-5,177,3.97e-5
amazon-cloudformation,2018-03-09,1894,1.22332e-4,645,1.44624e-4
amazon-web-services,2018-03-09,54041,0.00349047,20967,0.004701312
citrix,2018-03-09,587,3.79e-5,290,6.5e-5
amazon-ses,2018-03-09,756,4.88e-5,268,6.01e-5
windows,2018-03-09,118527,0.007655554,36630,0.008213292
mongodb,2018-03-09,95788,0.006186864,33406,0.0074904
amazon-glacier,2018-03-09,175,1.13e-5,53,1.19e-5
osx,2018-03-09,84095,0.005431643,84095,0.018856176
amazon-data-pipeline,2018-03-09,369,2.38e-5,184,4.13e-5
amazon-sns,2018-03-09,1218,7.87e-5,540,1.21081e-4
amazon-cloudwatch,2018-03-09,908,5.86e-5,361,8.09e-5
azure,2018-03-09,53355,0.00344615,17981,0.004031753
amazon-elastic-beanstalk,2018-03-09,586,3.78e-5,289,6.48e-5
amazon-route53,2018-03-09,938,6.06e-5,324,7.26e-5
amazon-redshift,2018-03-09,2827,1.82594e-4,1014,2.27363e-4
amazon-elb,2018-03-09,977,6.31e-5,368,8.25e-5
amazon,2018-03-09,4072,2.63008e-4,1596,3.57862e-4
ios9,2018-03-09,4184,2.70242e-4,1621,3.63468e-4
amazon-emr,2018-03-09,1020,6.59e-5,481,1.07852e-4
amazon-rds,2018-03-09,2107,1.3609e-4,817,1.83191e-4
android-pay,2018-03-09,489,3.16e-5,227,5.09e-5
applepayjs,2018-03-09,21,1.36e-6,10,2.24e-6
actionscript,2018-03-09,9055,5.84857e-4,2426,5.43969e-4
amazon-ebs,2018-03-09,320,2.07e-5,51,1.14e-5
amazon-mws,2018-03-09,627,4.05e-5,246,5.52e-5
amazon-cloudsearch,2018-03-09,305,1.97e-5,133,2.98e-5
amazon-ecs,2018-03-09,695,4.49e-5,317,7.11e-5
amazon-kinesis,2018-03-09,625,4.04e-5,307,6.88e-5
actionscript-3,2018-03-09,41009,0.002648744,11013,0.002469385
cognos,2018-03-09,821,5.3e-5,374,8.39e-5
ios8,2018-03-09,9422,6.08561e-4,3254,7.29627e-4
applepay,2018-03-09,313,2.02e-5,148,3.32e-5
amazon-s3,2018-03-09,22595,0.001459395,8844,0.001983037
amazon-swf,2018-03-09,227,1.47e-5,76,1.7e-5
amazon-simpledb,2018-03-09,391,2.53e-5,79,1.77e-5
paypal,2018-03-09,17798,0.001149556,8372,0.00187719
stripe-payments,2018-03-09,3727,2.40723e-4,1452,3.25569e-4
android,2018-03-09,1083510,0.06998301,404630,0.09072747
dropbox-api,2018-03-09,2014,1.30082e-4,799,1.79153e-4
amazon-rds-aurora,2018-03-09,235,1.52e-5,104,2.33e-5
google-spreadsheet,2018-03-09,13454,8.68983e-4,5119,0.001147799
amazon-sqs,2018-03-09,1318,8.51e-5,445,9.98e-5
amazon-lambda,2018-03-09,5500,3.55241e-4,5500,0.00123323
amazon-ebs,2018-03-08,320,2.07e-5,51,1.14e-5
azure,2018-03-08,53298,0.003444395,17960,0.004030593
actionscript,2018-03-08,9054,5.85119e-4,2425,5.44223e-4
stripe-payments,2018-03-08,3725,2.40728e-4,1450,3.25407e-4
amazon-mws,2018-03-08,628,4.06e-5,247,5.54e-5
amazon-cloudsearch,2018-03-08,305,1.97e-5,133,2.98e-5
amazon-ec2,2018-03-08,20716,0.001338781,7591,0.001703587
mongodb,2018-03-08,95717,0.006185741,33383,0.00749186
amazon-dynamodb,2018-03-08,4992,3.2261e-4,1791,4.01939e-4
amazon-ecs,2018-03-08,692,4.47e-5,314,7.05e-5
amazon-kinesis,2018-03-08,623,4.03e-5,305,6.84e-5
windows,2018-03-08,118467,0.007655964,36601,0.008214039
amazon-lambda,2018-03-08,5487,3.54599e-4,5487,0.001231403
amazon-ses,2018-03-08,754,4.87e-5,266,5.97e-5
citrix,2018-03-08,586,3.79e-5,290,6.51e-5
actionscript-3,2018-03-08,41008,0.002650161,11012,0.002471332
cognos,2018-03-08,821,5.31e-5,374,8.39e-5
amazon-cloudwatch,2018-03-08,908,5.87e-5,362,8.12e-5
ios8,2018-03-08,9422,6.08901e-4,3254,7.30269e-4
amazon-cloudformation,2018-03-08,1887,1.21948e-4,640,1.4363e-4
sql-server,2018-03-08,226647,0.014647127,55907,0.012546716
dropbox-api,2018-03-08,2013,1.3009e-4,798,1.79086e-4
amazon-s3,2018-03-08,22571,0.001458661,8838,0.001983441
ios,2018-03-08,553923,0.035797551,181939,0.040831134
applepay,2018-03-08,313,2.02e-5,148,3.32e-5
amazon-swf,2018-03-08,227,1.47e-5,76,1.71e-5
amazon-vpc,2018-03-08,613,3.96e-5,177,3.97e-5
amazon-web-services,2018-03-08,53973,0.00348803,20939,0.00469917
amazon-simpledb,2018-03-08,391,2.53e-5,79,1.77e-5
amazon-sqs,2018-03-08,1318,8.52e-5,446,1.00092e-4
amazon-cloudfront,2018-03-08,2016,1.30285e-4,778,1.746e-4
amazon-redshift,2018-03-08,2820,1.82244e-4,1013,2.27339e-4
amazon-route53,2018-03-08,938,6.06e-5,326,7.32e-5
android-pay,2018-03-08,489,3.16e-5,227,5.09e-5
amazon-elasticache,2018-03-08,389,2.51e-5,162,3.64e-5
amazon-rds-aurora,2018-03-08,235,1.52e-5,104,2.33e-5
paypal,2018-03-08,17795,0.001150005,8369,0.001878174
amazon-elb,2018-03-08,977,6.31e-5,368,8.26e-5
amazon-elastic-beanstalk,2018-03-08,585,3.78e-5,288,6.46e-5
excel,2018-03-08,140870,0.009103765,48976,0.010991255
amazon,2018-03-08,4070,2.63026e-4,1594,3.57729e-4
amazon-cognito,2018-03-08,1443,9.33e-5,551,1.23656e-4
ios9,2018-03-08,4184,2.70393e-4,1621,3.63788e-4
amazon-sns,2018-03-08,1218,7.87e-5,540,1.21188e-4
android,2018-03-08,1083022,0.069990662,404421,0.090760769
applepayjs,2018-03-08,21,1.36e-6,10,2.24e-6
google-spreadsheet,2018-03-08,13435,8.68241e-4,5107,0.001146121
amazon-data-pipeline,2018-03-08,369,2.38e-5,184,4.13e-5
amazon-emr,2018-03-08,1019,6.59e-5,481,1.07947e-4
osx,2018-03-08,84064,0.005432678,84064,0.018865816
amazon-rds,2018-03-08,2106,1.36101e-4,818,1.83577e-4
dropbox,2018-03-08,2984,1.92841e-4,1141,2.56062e-4
amazon-glacier,2018-03-08,175,1.13e-5,53,1.19e-5
android-pay,2018-03-07,489,3.16e-5,227,5.1e-5
azure,2018-03-07,53241,0.003442651,17936,0.00402895
excel,2018-03-07,140775,0.009102753,48937,0.010992694
amazon-cloudfront,2018-03-07,2014,1.30229e-4,776,1.74313e-4
amazon-ses,2018-03-07,752,4.86e-5,264,5.93e-5
windows,2018-03-07,118419,0.007657175,36574,0.008215598
mongodb,2018-03-07,95645,0.00618457,33353,0.007492066
amazon-glacier,2018-03-07,174,1.13e-5,52,1.17e-5
amazon,2018-03-07,4066,2.62915e-4,1591,3.57387e-4
ios9,2018-03-07,4184,2.70545e-4,1621,3.64126e-4
amazon-elastic-beanstalk,2018-03-07,584,3.78e-5,287,6.45e-5
amazon-emr,2018-03-07,1018,6.58e-5,481,1.08047e-4
amazon-rds,2018-03-07,2102,1.35919e-4,816,1.83298e-4
actionscript,2018-03-07,9053,5.85384e-4,2425,5.44729e-4
amazon-cloudsearch,2018-03-07,306,1.98e-5,134,3.01e-5
amazon-ecs,2018-03-07,692,4.47e-5,314,7.05e-5
cognos,2018-03-07,821,5.31e-5,374,8.4e-5
amazon-cloudwatch,2018-03-07,905,5.85e-5,360,8.09e-5
applepay,2018-03-07,312,2.02e-5,147,3.3e-5
paypal,2018-03-07,17787,0.001150136,8370,0.001880145
stripe-payments,2018-03-07,3719,2.40476e-4,1448,3.25261e-4
dropbox-api,2018-03-07,2013,1.30163e-4,798,1.79253e-4
google-spreadsheet,2018-03-07,13410,8.67114e-4,5088,0.001142913
amazon-sqs,2018-03-07,1314,8.5e-5,442,9.93e-5
ios,2018-03-07,553695,0.035802965,181810,0.040840082
sql-server,2018-03-07,226507,0.014646329,55837,0.012542635
amazon-dynamodb,2018-03-07,4986,3.22404e-4,1788,4.01639e-4
dropbox,2018-03-07,2985,1.93014e-4,1142,2.56525e-4
amazon-ec2,2018-03-07,20689,0.001337789,7572,0.001700901
amazon-lambda,2018-03-07,5472,3.5383e-4,5472,0.001229175
amazon-rds-aurora,2018-03-07,234,1.51e-5,104,2.34e-5
amazon-swf,2018-03-07,227,1.47e-5,77,1.73e-5
ios8,2018-03-07,9422,6.09244e-4,3255,7.31172e-4
amazon-s3,2018-03-07,22550,0.001458125,8828,0.001983037
actionscript-3,2018-03-07,41005,0.002651461,11013,0.002473855
amazon-kinesis,2018-03-07,622,4.02e-5,305,6.85e-5
amazon-mws,2018-03-07,627,4.05e-5,246,5.53e-5
amazon-simpledb,2018-03-07,390,2.52e-5,78,1.75e-5
applepayjs,2018-03-07,21,1.36e-6,10,2.25e-6
amazon-elb,2018-03-07,974,6.3e-5,367,8.24e-5
amazon-route53,2018-03-07,935,6.05e-5,324,7.28e-5
amazon-redshift,2018-03-07,2816,1.82088e-4,1011,2.27101e-4
amazon-sns,2018-03-07,1218,7.88e-5,540,1.213e-4
amazon-data-pipeline,2018-03-07,369,2.39e-5,184,4.13e-5
osx,2018-03-07,84030,0.005433539,84030,0.018875706
citrix,2018-03-07,586,3.79e-5,290,6.51e-5
amazon-cloudformation,2018-03-07,1883,1.21758e-4,636,1.42865e-4
amazon-vpc,2018-03-07,611,3.95e-5,176,3.95e-5
amazon-web-services,2018-03-07,53894,0.003484887,20893,0.004693203
amazon-elasticache,2018-03-07,389,2.52e-5,162,3.64e-5
android,2018-03-07,1082508,0.069996859,404121,0.090777438
amazon-ebs,2018-03-07,320,2.07e-5,51,1.15e-5
amazon-cognito,2018-03-07,1441,9.32e-5,549,1.23322e-4
ios8,2018-03-06,9422,6.09581e-4,3255,7.31839e-4
amazon-ec2,2018-03-06,20676,0.001337688,7568,0.001701553
cognos,2018-03-06,820,5.31e-5,373,8.39e-5
amazon-s3,2018-03-06,22530,0.001457638,8820,0.001983047
amazon-vpc,2018-03-06,611,3.95e-5,177,3.98e-5
amazon-dynamodb,2018-03-06,4980,3.22194e-4,1785,4.01331e-4
amazon-cloudformation,2018-03-06,1879,1.21567e-4,634,1.42546e-4
applepayjs,2018-03-06,21,1.36e-6,10,2.25e-6
ios,2018-03-06,553500,0.035810165,181701,0.040852791
actionscript-3,2018-03-06,41002,0.002652733,11012,0.002475886
dropbox,2018-03-06,2984,1.93057e-4,1141,2.56536e-4
amazon-elb,2018-03-06,972,6.29e-5,365,8.21e-5
azure,2018-03-06,53179,0.003440545,17900,0.00402454
amazon-kinesis,2018-03-06,618,4e-5,302,6.79e-5
amazon-sns,2018-03-06,1216,7.87e-5,540,1.21411e-4
amazon-rds-aurora,2018-03-06,233,1.51e-5,103,2.32e-5
citrix,2018-03-06,585,3.78e-5,289,6.5e-5
amazon-ses,2018-03-06,749,4.85e-5,263,5.91e-5
amazon-simpledb,2018-03-06,390,2.52e-5,78,1.75e-5
windows,2018-03-06,118365,0.007657913,36539,0.008215233
amazon-cloudsearch,2018-03-06,305,1.97e-5,133,2.99e-5
actionscript,2018-03-06,9052,5.85643e-4,2424,5.45e-4
amazon-mws,2018-03-06,626,4.05e-5,245,5.51e-5
sql-server,2018-03-06,226380,0.014646208,55785,0.012542404
amazon,2018-03-06,4065,2.62996e-4,1592,3.57938e-4
paypal,2018-03-06,17779,0.001150255,8366,0.001880968
amazon-cognito,2018-03-06,1438,9.3e-5,547,1.22985e-4
mongodb,2018-03-06,95585,0.006184106,33332,0.00749419
amazon-web-services,2018-03-06,53819,0.003481962,20848,0.004687365
google-spreadsheet,2018-03-06,13385,8.65976e-4,5081,0.001142386
amazon-sqs,2018-03-06,1312,8.49e-5,441,9.92e-5
dropbox-api,2018-03-06,2013,1.30236e-4,798,1.79418e-4
amazon-elasticache,2018-03-06,389,2.52e-5,162,3.64e-5
amazon-redshift,2018-03-06,2811,1.81865e-4,1009,2.26859e-4
amazon-rds,2018-03-06,2101,1.3593e-4,816,1.83466e-4
amazon-glacier,2018-03-06,174,1.13e-5,52,1.17e-5
amazon-ebs,2018-03-06,320,2.07e-5,51,1.15e-5
android,2018-03-06,1082031,0.070004731,403842,0.090797777
amazon-emr,2018-03-06,1018,6.59e-5,481,1.08146e-4
excel,2018-03-06,140676,0.009101378,48890,0.010992166
stripe-payments,2018-03-06,3712,2.40156e-4,1443,3.24436e-4
osx,2018-03-06,83992,0.005434087,83992,0.018884363
amazon-lambda,2018-03-06,5459,3.53184e-4,5459,0.001227375
amazon-ecs,2018-03-06,690,4.46e-5,315,7.08e-5
android-pay,2018-03-06,489,3.16e-5,228,5.13e-5
amazon-cloudfront,2018-03-06,2011,1.30107e-4,775,1.74247e-4
amazon-route53,2018-03-06,931,6.02e-5,320,7.19e-5
amazon-data-pipeline,2018-03-06,369,2.39e-5,184,4.14e-5
