name,city,state,zipcode,country,cuisines,pickup_enabled,delivery_enabled,weighted_rating_value,aggregated_rating_count
Empire Chef,Aurora,ON,L4G 1N2,CA,"Ailes, Asian, Asian Fusion, Asiatique, Beau, Bon, Local, Chicken, Chinese, Chinois, Dîner, Family Meals, Fruits De Mer, International, Local Goods, Lunch, Noodle Shop, Nouilles, Poulet, Seafood, Vegetarian, Végétarien, Wings",TRUE,TRUE,4.7,1
Big G's Pizza & Wings,Greenville,SC,29605,US,"Calzones, Pizza, Salads",TRUE,TRUE,2.5,10
Andy's Garage - Minneapolis,Minneapolis,MN,55407,US,"American, American (Traditional), Breakfast, Breakfast & Brunch, Burger, Burgers, Comfort Food, Desserts, Diners, Mexican, Salads, Sandwiches, Taco, Tacos",TRUE,TRUE,4.7,178
Popeyes Louisiana Kitchen,Shreveport,LA,71106,US,"American, Comfort Food, Fast Food",FALSE,TRUE,2.9,10
Ennio's Pasta House,Waterloo,ON,N2J 4G8,CA,"Beau, Bon, Local, Chicken, Comfort Food, Fait-Maison, Fruits De Mer, Group Friendly, Homemade, Italian, Italien, Local Goods, Local Legends, Légendes Locales, Noodle Shop, Nouilles, Pasta, Pizza, Poulet, Sandwiches & Subs, Sandwichs Et Sous-Marins, Seafood, Vegetarian, Végétarien",TRUE,TRUE,4.7,134
Jalebi Junction🌀,Toronto,ON,M6J 1E3,CA,"Desserts, Indian, Vegetarian",TRUE,TRUE,2.2,19
Burger King,Sandy,OR,97055,US,"American, Burger, Family Meals, Fast Food",TRUE,TRUE,3.7,28
MrBeast Burger,Waxahachie,TX,75165,US,"American, Desserts",TRUE,TRUE,2.9,20
Chevron Extramile,Rancho Cordova,CA,95670,US,"Alcohol, Beer, Wine & Spirits, Candy, Candy Stores, Cold Beers, Convenience, Drinks, Everyday Essentials, Grocery, Grocery Items, Home & Personal Care, Home &Amp; Personal Care, Ice Cream, Juice, Pharmacy, Snacks, Wine",TRUE,TRUE,4.2,58
Petro-Canada,Longueuil,QC,J4V,CA,"Convenience, Everyday Essentials, Grocery, Home & Personal Care, Home &Amp; Personal Care, Nestle 4 Pour 2, Nestle Buy 2 Get 2, Offers, Offres, Snacks",TRUE,TRUE,4.5,47
Starbucks,Humble,TX,77346,US,"Bakery, Breakfast And Brunch, Cafe, Coffee &Amp; Tea, Cold Coffees, Cold Drinks, Frappuccino Blended Beverages, Frappuccino® Blended Beverages, Group Friendly, Hot Breakfast, Hot Coffees, Hot Drinks, Hot Teas, Iced Teas, Lunch, Snacks & Sweets, Whole Bean",FALSE,TRUE,4.9,32
Era 67,Orillia,ON,L3V 3A8,CA,"American, Américain, Canadian, Canadien, Chicken, Fait-Maison, Homemade, Poulet, Salads, Seafood",TRUE,TRUE,4.2,1
El Hornello,Vaudreuil-Soulanges,QC,J7V 7W1,CA,"Comfort Food, Dessert, Desserts, Group Friendly, International, Italian, Italien, Offers, Offres, Pasta, Pizza, Pâtes",TRUE,TRUE,4.7,81
Kin Dee Seattle,Seattle,WA,98112,US,"Asian, Asian Fusion, Coffee, Curry, Dinner, Lunch, Noodles, Otsumami, Salad, Soup, Sushi, Thai, Vegan",TRUE,TRUE,5.0,185
A1 Pizza Lethbridge,Lethbridge,AB,T1H 2S4,CA,"Ailes, American, Bistro, Diner, Dîner, Italian, Lunch, Pizza, Wings",TRUE,TRUE,4.5,1
Starbucks,Orange Park,FL,32073,US,"Bakery, Breakfast And Brunch, Cafe, Coffee & Tea, Coffee &Amp; Tea, Cold Coffees, Cold Drinks, Frappuccino Blended Beverages, Frappuccino® Blended Beverages, Hot Breakfast, Hot Coffees, Hot Drinks, Hot Teas, Iced Teas, Lunch, Snacks & Sweets, VIA Instant, VIA® Instant, Whole Bean",FALSE,TRUE,4.3,30
Enjoy Cafe 1+1,Richmond,BC,V6X,CA,"Asian, Asian Fusion, Café/Thé, Chicken, Chinese, Chinois, Coffee/Tea, Food & Drinks, Noodle Shop, Nouilles, Nourriture Et Boissons, Poulet, Sandwiches & Subs, Sandwichs Et Sous-Marins",TRUE,TRUE,4.6,123
Pizza Slices by Cono,Glassboro,NJ,8028,US,"Dessert, Hawaiian, Pizza",FALSE,TRUE,2.0,72
Montana's,Orillia,ON,L3V 8A2,CA,"Alcohol, Alcool, American, Américain, Bar Food, Barbecue, Bbq, Beer, Bière, Bud Light, Budweiser, Burger, Burgers, Chicken, Fish And Chips, Food & Drinks, Fruits De Mer, Hamburgers, Nourriture Et Boissons, Pepsi, Poisson-Frites, Poulet, Pub Food, Sandwiches & Subs, Sandwichs Et Sous-Marins, Seafood, Souper, Steakhouse, Vin, Wine",TRUE,TRUE,3.7,12
Jamaican Jerk Kitchen,Lakeland,FL,33805,US,"Allergy Friendly, Caribbean, Chicken, Dinner, Jamaican, Latin American, Seafood, Snacks",TRUE,TRUE,4.0,10
Maa's Indian Kitchen,Sea Cliff,NY,11579,US,"Asian, Chicken, Curry, Indian, Seafood",TRUE,TRUE,3.8,5
Oak & Stone,Bradenton,FL,34201,US,"American, Fast Food, Pizza",TRUE,TRUE,3.0,30
902 Restaurant & Catering,Halifax,NS,B3J,CA,"Burgers, Catering, Greek, Group Friendly, Halal, Hamburgers, Mediterranean, Offers, Offres, Soup, Soupe, Traiteur, Vegetarian, Végétarien",TRUE,TRUE,4.7,120
Chicken And Waffle At Kinfolk,Fort Pierce,FL,34951,US,"American, Bbq, Breakfast, Burgers, Chicken, Comfort Food, Dessert, Desserts, Fried Chicken, Sandwiches, Seafood, Soul Food, Southern, Waffles, Wings",TRUE,TRUE,4.2,200
Petro-Canada,Coquitlam,BC,V3K,CA,"Ben & Jerry's, Café/Thé, Coffee/Tea, Convenience, Cool Treats, Crème Glacée, Crèmerie, Dessert, Desserts, Drinks, Dépanneur, Everyday Essentials, Food & Drinks, Fringales Nocturnes, Grocery, Gâteries Rafraîchissantes, Home & Personal Care, Ice Cream, Ice Cream & Frozen Treats, Late Night Cravings, Nestle 4 Pour 2, Nestle Buy 2 Get 2, Nourriture Et Boissons, Offers, Offres, Pepsi, Snacks, Soup, Soupe",TRUE,TRUE,3.8,1
Smoothie King 2090 W. Pleasant Grove Rd.,Rogers,AR,72758,US,"American, Breakfast, Breakfast And Brunch, Dessert, Dinner, Fresh Fruits, Gluten-Free, Healthy, Juice And Smoothies, Keto, Kids Friendly, Low Carb, Low Fat, Lunch, Shakes, Smoothie, Smoothies And Juices, Snacks, Vegan, Vegetarian",TRUE,TRUE,3.0,1
The Salad Snob- Fremont,Fremont,CA,94538,US,"American, Chicken, Dessert, Fast Food, Healthy, Salad, Salads, Sandwich, Smoothies And Juices, Vegan, Wraps",TRUE,TRUE,2.6,89
A&w,Waterloo,ON,N2J,CA,"American, Breakfast & Brunch, Breakfast &Amp; Brunch, Breakfast And Brunch, Burgers, Canadian, Canadien, Chicken, Déjeuner Et Brunch, Ete2022, Family Meals, Fast Food, Hamburgers, Locally Sourced, Poulet, Prêt-À-Manger, Repas Familial, Sandwiches, Sandwiches & Subs, Sandwichs Et Sous-Marins, Source Locale, Summer2022, Vegetarian, Végétarien",TRUE,TRUE,4.8,11
Petro-Canada,Edmonton,AB,T6W0J2,CA,"Ben & Jerry's, Café/Thé, Coffee/Tea, Convenience, Cool Treats, Crème Glacée, Crèmerie, Dessert, Desserts, Drinks, Dépanneur, Everyday Essentials, Food & Drinks, Fringales Nocturnes, Grocery, Gâteries Rafraîchissantes, Home & Personal Care, Ice Cream, Ice Cream & Frozen Treats, Late Night Cravings, Nestle 4 Pour 2, Nestle Buy 2 Get 2, Nourriture Et Boissons, Offers, Offres, Pepsi, Sandwiches & Subs, Sandwichs Et Sous-Marins, Snacks, Soup, Soupe",TRUE,TRUE,4.4,1
Dairyland Brew Pub,Appleton,WI,54911,US,"American, American Food, Bar/Pub Food, Burgers, Free Delivery, Pizza, Sandwiches, Subs & Sandwiches",TRUE,TRUE,3.4,133
Petro-Canada,Chestermere,AB,T1X,CA,"Café/Thé, Coffee/Tea, Convenience, Crème Glacée, Crèmerie, Dessert, Desserts, Dépanneur, Everyday Essentials, Food & Drinks, Grocery, Home & Personal Care, Home &Amp; Personal Care, Ice Cream, Ice Cream & Frozen Treats, Nestle 4 Pour 2, Nestle Buy 2 Get 2, New, Nourriture Et Boissons, Nouveau, Sandwiches & Subs, Sandwichs Et Sous-Marins, Snacks, Soup, Soupe, Épicerie",TRUE,TRUE,4.1,1
Petro-Canada,Airdrie,AB,T4A,CA,"Ben & Jerry's, Café/Thé, Coffee/Tea, Convenience, Cool Treats, Crème Glacée, Crèmerie, Dessert, Desserts, Drinks, Dépanneur, Everyday Essentials, Food & Drinks, Fringales Nocturnes, Grocery, Gâteries Rafraîchissantes, Home & Personal Care, Ice Cream, Ice Cream & Frozen Treats, Late Night Cravings, Nestle 4 Pour 2, Nestle Buy 2 Get 2, Nourriture Et Boissons, Offers, Offres, Pepsi, Sandwiches & Subs, Sandwichs Et Sous-Marins, Snacks, Soup, Soupe, Épicerie",TRUE,TRUE,4.1,1
Are You Hungry,Miami,FL,33138,US,"American, Burgers, Fast Food, Hamburgers, Sandwiches",TRUE,TRUE,2.2,56
French Fry Or Die,Atlanta,GA,30310,US,"American, Beverages, Chicken, Comfort Food, Dessert, Fried Chicken, Fries, Kids Friendly, Wings",TRUE,TRUE,3.1,154
Mother's Pizza,Halifax,NS,B3K,CA,"Allergy Friendly, American, Américain, Dîner, Fait-Maison, Family Meals, Food & Drinks, Homemade, Italian, Italien, Lunch, Nourriture Et Boissons, Offers, Offres, Pizza, Repas Familial, Vegetarian, Végétarien",TRUE,TRUE,4.7,68
Church's Texas Chicken,Mcallen,TX,78504,US,"American, Chicken, Dinner, Family Friendly, Family Meals, Fast Food, Fried Chicken, Lunch, Sandwiches, Southern, Wings",TRUE,TRUE,5.0,137
Movado's Grille,Regina,SK,S4R 8R2,CA,"American, Burgers, Canadian, Canadien, Chicken, Poulet, Sandwiches, Sandwiches & Subs, Sandwichs Et Sous-Marins",TRUE,TRUE,3.6,1
Bombay Grill,Seattle,WA,98168,US,"Curry, Dinner, Greek, Indian, Lunch Specials, Mediterranean, Middle Eastern, Pizza, Salads, Seafood, Soup, Vegetarian",FALSE,TRUE,2.0,206
Empire Chef,Aurora,ON,L4G 1N2,CA,"Ailes, Asian, Asian Fusion, Asiatique, Beau, Bon, Local, Chicken, Chinese, Chinois, Dîner, Family Meals, Fruits De Mer, International, Local Goods, Lunch, Noodle Shop, Nouilles, Poulet, Seafood, Vegetarian, Végétarien, Wings",TRUE,TRUE,4.7,1
Monza,Blainville,QC,J7C 5L4,CA,"Allergy Friendly, Family Meals, Fruits De Mer, Italian, Italien, Pasta, Pizza, Pâtes, Repas Familial, Salads, Seafood, Vin, Wine",TRUE,TRUE,4.2,34
Petro-Canada,Burlington,ON,L7L,CA,"Baby, Ben & Jerry's, Convenience, Cool Treats, Drinks, Dépanneur, Everyday Essentials, Fringales Nocturnes, Grocery, Gâteries Rafraîchissantes, Home & Personal Care, Late Night Cravings, Nestle 4 Pour 2, Nestle Buy 2 Get 2, New, Nouveau, Offers, Offres, Pepsi, Snacks",TRUE,TRUE,4.7,1
A1 Pizza Lethbridge,Lethbridge,AB,T1H 2S4,CA,"Ailes, American, Bistro, Diner, Dîner, Italian, Lunch, Pizza, Wings",TRUE,TRUE,4.5,1
Ragazza Pizza,Coral Gables,FL,33134,US,"Cheesesteak, Pasta, Pizza",TRUE,TRUE,2.3,62
Maple Street Biscuit Company,Saint Petersburg,FL,33701,US,"American, Breakfast, Breakfast And Brunch, Coffee, Family Friendly, Group Friendly, Southern",TRUE,TRUE,4.7,242
More Taters Please,Windsor,ON,N8W,CA,"Ailes, American, Américain, Burgers, Canadian, Canadien, Catering, Chicken, Comfort Food, Dessert, Desserts, Dîner, Fall Food Moments, Family Meals, Fast Food, Food & Drinks, Hamburgers, Healthy, Lunch, Nourriture Et Boissons, Offers, Offres, Pitas, Poulet, Prêt-À-Manger, Pub Food, Santé, Saveurs D’Automne, Souper, Southwestern, Sud-Ouest Américain, Traiteur, Vegetarian, Végétarien, Wings",TRUE,TRUE,4.2,38
McDonald's,Wausau,WI,54401,US,"American, Bakery, Breakfast, Burgers, Cafe, Chicken, Coffee & Tea, Coffee And Tea, Dessert, Dinner, Fast Food, Hamburgers, Healthy Food, Ice Cream, Ice Cream & Frozen Yogurt, Kids Menu, Lunch, National Brand, Sandwiches, Subs & Sandwiches",FALSE,TRUE,2.4,23
Juicy Seafood  & Wings,Flint Charter Township,MI,48507,US,"American, Seafood, Wings",TRUE,TRUE,2.9,22
Petro-Canada,Burnaby,BC,V5C,CA,"Ben & Jerry's, Café/Thé, Coffee/Tea, Convenience, Cool Treats, Crème Glacée, Crèmerie, Dessert, Desserts, Dépanneur, Everyday Essentials, Food & Drinks, Fringales Nocturnes, Grocery, Gâteries Rafraîchissantes, Home & Personal Care, Home &Amp; Personal Care, Ice Cream, Ice Cream & Frozen Treats, Late Night Cravings, Nestle 4 Pour 2, Nestle Buy 2 Get 2, Nourriture Et Boissons, Offers, Offres, Pepsi, Snacks, Soup, Soupe, Épicerie",TRUE,TRUE,3.7,1
Downtowner Woodfire Grill,Saint Paul,MN,55102,US,"American, Breakfast, Burger, Burgers, Chicken, Coffee, Desserts, Greek, Grocery, Latin, Mediterranean, Pizza, Salad, Sandwiches, Seafood, Soup, Southern, Steakhouse",TRUE,TRUE,4.7,29
U & Jerk,Washington,DC,20009,US,Caribbean,TRUE,TRUE,2.0,203
Starbucks,Fond Du Lac,WI,54935,US,"Bakery, Bakery Food, Breakfast, Breakfast And Brunch, Cafe, Coffee & Tea, Coffee &Amp; Tea, National Brand",FALSE,TRUE,3.2,18
Bawarchi Biryani's,Louisville,CO,80027,US,"Dinner, Family Meals, Indian, Lunch",TRUE,TRUE,3.5,144
9 Queen Chinese Express,Brampton,ON,L6W 2A7,CA,"Alcohol, Alcool, Allergy Friendly, Asian, Asian Fusion, Asiatique, Beau, Bon, Local, Beer, Bière, Boissons Alcoolisées, Chicken, Chinese, Chinois, Fall Food Moments, Family Meals, Featured Restos, Food & Drinks, Fringales Nocturnes, Global Diversity Month, Group Friendly, Healthy, International, Late Night Cravings, Liquor, Local Goods, Mois Mondial De La Diversité, Noodle Shop, Nouilles, Nourriture Et Boissons, Poulet, Restos Vedettes, Santé, Saveurs D’Automne",TRUE,TRUE,4.3,201
Best Food Market,Richmond,VA,23222,US,"American, Chicken, Dinner, Grocery, Hamburgers, Lunch, Pizza, Potato, Sandwiches, Wings",TRUE,TRUE,1.8,4
Taouk,Sainte-Thérèse,QC,J7E 2B4,CA,"Chicken, Healthy, Middle Eastern, Moyen-Oriental, Salads, Sandwich, Sandwiches & Subs, Sandwichs Et Sous-Marins, Santé",TRUE,TRUE,4.7,1
Wingtopia,Los Angeles,CA,91403,US,"American, Bbq, Chicken, Chicken Wings, Italian, Pizza, Wings",TRUE,TRUE,2.3,3
Petro-Canada,Surrey,BC,V3S,CA,"Ben & Jerry's, Café/Thé, Coffee/Tea, Convenience, Cool Treats, Crème Glacée, Crèmerie, Dessert, Desserts, Drinks, Dépanneur, Everyday Essentials, Food & Drinks, Fringales Nocturnes, Grocery, Gâteries Rafraîchissantes, Home & Personal Care, Ice Cream, Ice Cream & Frozen Treats, Late Night Cravings, Nestle 4 Pour 2, Nestle Buy 2 Get 2, Nourriture Et Boissons, Offers, Offres, Pepsi, Snacks, Soup, Soupe, Épicerie",TRUE,TRUE,4.7,1
Petro-Canada,London,ON,N6E,CA,"Ben & Jerry's, Convenience, Cool Treats, Dépanneur, Everyday Essentials, Fringales Nocturnes, Grocery, Gâteries Rafraîchissantes, Hot Deal Summer, Late Night Cravings, Nestle 4 Pour 2, Nestle Buy 2 Get 2, New, Nouveau, Offers, Offres, Pepsi, Promos D'été, Snacks",TRUE,TRUE,3.6,1
Petro-Canada,Oakville,ON,L6M4J7,CA,"Baby, Ben & Jerry's, Café/Thé, Coffee/Tea, Convenience, Cool Treats, Crème Glacée, Crèmerie, Dessert, Desserts, Drinks, Dépanneur, Everyday Essentials, Food & Drinks, Fringales Nocturnes, Grocery, Gâteries Rafraîchissantes, Home & Personal Care, Ice Cream, Ice Cream & Frozen Treats, Late Night Cravings, Nestle 4 Pour 2, Nestle Buy 2 Get 2, New, Nourriture Et Boissons, Nouveau, Offers, Offres, Pepsi, Snacks, Soup, Soupe, Épicerie",TRUE,TRUE,4.7,1
Ranch Burger Co.,Lynchburg,VA,24504,US,"American, Burgers, Hamburgers, Sandwiches",TRUE,TRUE,2.8,20
Ny Manhattan Slice Pizza,Miami,FL,33135,US,"American, Italian, Pizza",TRUE,TRUE,2.3,17
Erbert & Gerbert's,Oshkosh,WI,54901,US,"American, Deli, Free Delivery, Healthy Food, Sandwich, Soup, Subs & Sandwiches",TRUE,TRUE,2.8,182
The Codfather Fish N Chips,Las Vegas,NV,89119,US,"Fish &Amp; Seafood, Fried Foods, Seafood",FALSE,TRUE,1.8,12
Buffalo Wings Zone,New York,NY,10036,US,"American, Chicken, Dinner, Lunch, Salads, Sandwiches, Wings",FALSE,TRUE,2.0,52
Taouk,Sainte-Thérèse,QC,J7E 2B4,CA,"Chicken, Healthy, Middle Eastern, Moyen-Oriental, Salads, Sandwich, Sandwiches & Subs, Sandwichs Et Sous-Marins, Santé",TRUE,TRUE,4.7,1
Empire Chef,Aurora,ON,L4G 1N2,CA,"Ailes, Asian, Asian Fusion, Asiatique, Beau, Bon, Local, Chicken, Chinese, Chinois, Dîner, Family Meals, Fruits De Mer, International, Local Goods, Lunch, Noodle Shop, Nouilles, Poulet, Seafood, Vegetarian, Végétarien, Wings",TRUE,TRUE,4.7,1
Slims Bbq,Port Orange,FL,32127,US,"Alcohol, American, BBQ, Bbq, Burgers, Sandwiches",TRUE,TRUE,2.8,115
Baskin-Robbins,Pequannock Township,NJ,7444,US,"Dessert, Desserts, Frozen Yogurt, Ice Cream, Milk Shakes",FALSE,TRUE,2.5,2
Popeyes,Depew,NY,14043,US,"American, Chicken, Comfort Food, Fast Food",FALSE,TRUE,2.9,16
European Bakery & Deli,Calgary,AB,T2S 0A9,CA,"Allergy Friendly, American, Bakery, Boulangerie/Pâtisserie, Breakfast & Brunch, Breakfast &Amp; Brunch, Breakfast And Brunch, Dessert, Desserts, European, Européen, International, Offers, Offres",TRUE,TRUE,4.8,18
American Deli,Fairburn,GA,30213,US,"American, Burgers, Deli, Sandwich, Wings",TRUE,TRUE,4.1,241
Vegan La,Los Angeles,CA,90066,US,"Asian, Asian Fusion, Indian, Korean, Takeout, Thai, Vegetarian",FALSE,TRUE,2.3,3
Montana's,Winnipeg,MB,R2M,CA,"Alcohol, Alcool, American, Américain, Barbecue, Bbq, Beer, Bière, Bud Light, Budweiser, Burgers, Chicken, Fish And Chips, Food & Drinks, Fruits De Mer, Hamburgers, Nourriture Et Boissons, Pepsi, Poisson-Frites, Poulet, Pub Food, Sandwiches & Subs, Sandwichs Et Sous-Marins, Seafood, Souper, Steakhouse, Vin, Wine",TRUE,TRUE,3.8,44
Sauced,Largo,FL,33770,US,"American, Bar Food, Breakfast, Burger, Burgers, Desserts, Hamburgers, Italian, Pizza, Salad, Salads, Sandwiches, Subs, Wings, Wraps",TRUE,TRUE,3.0,1
Wild Bill's Juke Joint,Memphis,TN,38107,US,"American, Burgers, Hamburgers, Sandwiches, Smoothies And Juices, Snacks, Wings",TRUE,TRUE,2.7,119
Perkins Restaurant & Bakery,Fort Myers,FL,33903,US,"American, Bakery, Breakfast, Breakfast And Brunch, Burger, Chicken, Desserts, Dinner, Family Meals, Sandwiches, Southern",TRUE,TRUE,4.3,31
Clean Eatz,Jacksonville,FL,32246,US,"American, Healthy, Salad, Sandwiches, Vegetarian Friendly",TRUE,TRUE,4.1,10
Hibachi Xpress,Akron,OH,44303,US,"Asian, Beverages, Chinese, Entrées, Japanese, Kids Menu, Noodles, Seafood, Sides, Signature Sauces, Soul Food, Steak, Sushi",TRUE,TRUE,2.9,63
Bob The Baker,Miami Gardens,FL,33055,US,"American, Bakery, Coffee, Cuban, Dessert, Latin American, Pastries, Sandwiches",FALSE,TRUE,2.6,5
Alpha Food,Irving,TX,75039,US,"Allergy Friendly, Asian, Chinese, Noodles",TRUE,TRUE,1.7,51
Wing Pop,Concord,CA,94519,US,"Alcohol, American, Boneless Wings, Burgers, Chicken Wings, Fast Food, Sandwiches, Vegetarian Friendly, Wings",TRUE,TRUE,1.0,1
Montana's Bbq & Bar,Saskatoon,SK,S7M 1L2,CA,"American, Barbecue, Bbq, Bistro, Burgers, Chicken, Diner, Hamburgers, Offers, Offres, Pepsi, Poulet, Pub Food, Souper, Steakhouse",TRUE,TRUE,4.6,19
Cracker Barrel Old Country Store,Houston,TX,77090,US,"American, Breakfast, Burgers, Chicken, Coffee, Desserts, Family Meals, Salad, Sandwiches",TRUE,TRUE,4.1,200
The Breakfast Company Braden River,Bradenton,FL,34203,US,"Bakery, Breakfast, Breakfast And Brunch, Coffee, Greek, Sandwiches",TRUE,TRUE,4.8,49
Country Kitchen Restaurant - Moreno Valley,Moreno Valley,CA,92553,US,"American, American (Traditional), Breakfast And Brunch, Burgers, Healthy, Salads, Sandwiches, Side Vegetables",TRUE,TRUE,3.4,5
A&W,Laval,QC,H7V 2W6,CA,"American, Breakfast & Brunch, Burgers, Canadian, Canadien, Chicken, Crèmerie, Déjeuner Et Brunch, Family Meals, Fast Food, Hamburgers, Ice Cream & Frozen Treats, Locally Sourced, Poulet, Prêt-À-Manger, Repas Familial, Sandwiches & Subs, Sandwichs Et Sous-Marins, Source Locale",FALSE,TRUE,4.3,1
3 Brasseurs,Brossard,QC,J4Y,CA,"2pour1, Ailes, Alcohol, Alcool, Beer, Bière, Bogo, Burgers, Chicken, Dîner, European, Fait-Maison, Fish And Chips, Food & Drinks, Fringales Nocturnes, Hamburgers, Homemade, Late Night Cravings, Lunch, Nourriture Et Boissons, Offers, Offres, Pizza, Poisson-Frites, Poulet, Sandwiches & Subs, Sandwichs Et Sous-Marins, Vegetarian, Vin, Végétarien, Wine, Wings",TRUE,TRUE,4.1,18
Valero Seafood,Mobile,AL,36612,US,"Asian, Chinese, Fast Food, Fish And Chips, Seafood, Wings",TRUE,TRUE,2.5,4
Empress Of India,Waterloo,ON,N2J 1N9,CA,"Breakfast & Brunch, Chicken, Déjeuner Et Brunch, Fait-Maison, Homemade, Indian, Indien, International, Offers, Offres, Poulet, Vegetarian, Végétarien",TRUE,TRUE,4.4,168
Starbucks,Vaughan,ON,L6A 4H6,CA,"Bakery, Breakfast &Amp; Brunch, Breakfast And Brunch, Cafe, Cold Coffees, Cold Drinks, Frappuccino Blended Beverages, Frappuccino® Blended Beverages, Hot Breakfast, Hot Coffees, Hot Drinks, Hot Teas, Iced Teas, Lunch, Snacks & Sweets, VIA Instant, VIA® Instant, Whole Bean",FALSE,TRUE,4.6,37
Starbucks,Silverdale,WA,98383,US,"Bakery, Breakfast And Brunch, Cafe, Coffee & Tea, Coffee &Amp; Tea, Cold Coffees, Cold Drinks, Frappuccino Blended Beverages, Frappuccino® Blended Beverages, Hot Breakfast, Hot Coffees, Hot Drinks, Hot Teas, Iced Teas, Lunch, Snacks & Sweets, VIA Instant, VIA® Instant, Whole Bean",FALSE,TRUE,4.2,24
Petro-Canada,Edmonton,AB,T6R,CA,"Café/Thé, Coffee/Tea, Convenience, Crème Glacée, Crèmerie, Dessert, Desserts, Drinks, Dépanneur, Everyday Essentials, Food & Drinks, Grocery, Home & Personal Care, Ice Cream, Ice Cream & Frozen Treats, Nestle 4 Pour 2, Nestle Buy 2 Get 2, Nourriture Et Boissons, Snacks, Soup, Soupe, Épicerie",TRUE,TRUE,4.8,1
European Bakery & Deli,Calgary,AB,T2S 0A9,CA,"Allergy Friendly, American, Bakery, Boulangerie/Pâtisserie, Breakfast & Brunch, Breakfast &Amp; Brunch, Breakfast And Brunch, Dessert, Desserts, European, Européen, International, Offers, Offres",TRUE,TRUE,4.8,18
Gyros Kabob Mediterranean Grill,Chicago,IL,60625,US,"Gyro, Mediterranean",FALSE,TRUE,2.0,428
Dr Cool Juice,Palm Beach Gardens,FL,33410,US,"American, Breakfast And Brunch, Sandwiches, Smoothie, Tacos",TRUE,TRUE,2.0,1
Indian Dhaba,Lauderhill,FL,33351,US,"Appetizers - Chaat Corner, Appetizers - Pakoras, Appetizers - Samosas, Asian Breakfast, Biryani, Breads, Desserts, Drinks, Family Platters, Indian, Lunch, Non-Vegetarian Corner, Seafood, Soul Food, Tandoor, Vegetarian Corner, Wraps",FALSE,TRUE,1.8,5
Petro-Canada,Surrey,BC,V3S,CA,"Ben & Jerry's, Café/Thé, Coffee/Tea, Convenience, Cool Treats, Crème Glacée, Crèmerie, Dessert, Desserts, Drinks, Dépanneur, Everyday Essentials, Food & Drinks, Fringales Nocturnes, Grocery, Gâteries Rafraîchissantes, Home & Personal Care, Ice Cream, Ice Cream & Frozen Treats, Late Night Cravings, Nestle 4 Pour 2, Nestle Buy 2 Get 2, Nourriture Et Boissons, Offers, Offres, Pepsi, Snacks, Soup, Soupe, Épicerie",TRUE,TRUE,4.7,1
9 Queen Chinese Express,Brampton,ON,L6W 2A7,CA,"Alcohol, Alcool, Allergy Friendly, Asian, Asian Fusion, Asiatique, Beau, Bon, Local, Beer, Bière, Boissons Alcoolisées, Chicken, Chinese, Chinois, Fall Food Moments, Family Meals, Featured Restos, Food & Drinks, Fringales Nocturnes, Global Diversity Month, Group Friendly, Healthy, International, Late Night Cravings, Liquor, Local Goods, Mois Mondial De La Diversité, Noodle Shop, Nouilles, Nourriture Et Boissons, Poulet, Restos Vedettes, Santé, Saveurs D’Automne",TRUE,TRUE,4.3,201
