Id,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
945,8.9,0.53,0.24,3.2,0.087,20.0,58.0,0.9982,3.39,0.6,10.2,7
986,7.7,0.54,0.06,2.1,0.071,24.0,94.0,0.9961,3.37,0.68,10.9,6
1637,11.4,0.475,0.66,2.3,0.091,6.0,17.0,0.99704,3.07,0.66,10.0333333333333,7
1406,9.9,0.36,0.53,2.1,0.071,25.0,64.0,0.99492,3.27,0.81,12.8,6
1890,9.9,0.62,0.24,2.8,0.078,41.0,110.0,0.9991,3.39,0.51,9.4,5
769,6.8,0.48,0.09,1.9,0.049,8.0,14.0,0.9974,3.19,1.02,10.9,6
1351,8.3,0.22,0.49,1.9,0.076,5.0,17.0,0.9974,3.25,0.53,9.1,5
181,7.2,0.65,0.02,1.5,0.053,12.0,21.0,0.99736,3.34,0.64,10.8,6
1256,6.1,0.49,0.08,2.1,0.076,16.0,28.0,0.9955,3.2,0.6,10.0,6
1825,9.5,0.39,0.27,2.6,0.092,52.0,98.0,0.998,3.2,0.54,9.4,5
548,7.3,0.6,0.25,1.9,0.118,20.0,84.0,0.99616,3.28,0.52,9.9,5
1529,8.6,0.34,0.37,2.9,0.0819999999999999,17.0,105.0,0.99632,3.34,0.45,9.4,5
936,11.5,0.35,0.49,5.5,0.094,5.0,13.0,0.9987,3.08,0.57,9.5,5
866,8.6,0.39,0.09,2.4,0.074,15.0,28.0,0.9964,3.15,0.81,11.5,6
810,5.3,0.66,0.07,1.7,0.111,3.0,19.0,0.9976,3.59,0.71,12.1,6
1694,7.5,0.34,0.31,5.6,0.0819999999999999,26.0,99.0,0.9962,3.44,0.85,12.0,7
418,7.3,0.69,0.12,1.8,0.057,19.0,25.0,0.99575,3.33,0.65,10.0,5
1232,10.6,0.39,0.49,2.1,0.09,13.0,54.0,0.9994,3.16,0.61,9.4,5
1156,7.7,0.56,0.05,1.8,0.07,7.0,16.0,0.99546,3.0,1.17,10.1,7
30,8.0,0.84,0.07,2.5,0.086,11.0,18.0,0.99476,3.37,0.54,10.0,7
34,9.2,0.54,0.26,2.3,0.0819999999999999,23.0,122.0,0.998,3.12,0.64,9.2,5
116,9.9,0.38,0.55,1.7,0.049,6.0,24.0,0.9948,3.27,0.79,12.3,7
1964,7.3,0.58,0.25,2.0,0.104,15.0,47.0,0.9963,3.24,0.58,10.9,5
1362,8.9,0.27,0.49,1.4,0.055,5.0,20.0,0.99586,3.31,0.63,10.3,5
265,11.6,0.52,0.66,2.5,0.077,7.0,32.0,0.9988,3.11,0.62,9.2,5
1100,8.9,0.41,0.31,4.0,0.0969999999999999,15.0,49.0,0.9969,3.21,0.62,11.2,6
1045,8.4,0.6,0.28,3.0,0.075,10.0,41.0,0.9978,3.12,0.49,11.7,6
291,11.4,0.32,0.63,2.4,0.081,12.0,45.0,0.9987,3.08,0.53,9.5,5
1367,7.7,0.49,0.3,3.6,0.061,3.0,13.0,0.9972,3.34,0.59,9.5,5
763,6.1,0.59,0.0,1.6,0.074,8.0,19.0,0.9959,3.46,0.59,9.2,5
432,7.0,0.41,0.51,1.7,0.077,25.0,42.0,0.99578,3.35,0.76,10.0,7
983,8.8,0.48,0.31,3.9,0.084,6.0,15.0,0.9994,3.37,0.77,10.5,6
319,6.5,0.41,0.2,3.2,0.081,14.0,26.0,0.9952,3.44,0.64,10.5,6
684,6.8,0.54,0.0,3.4,0.077,10.0,24.0,0.99531,3.36,0.6,10.6,5
1241,9.9,0.6,0.49,2.0,0.091,40.0,64.0,0.99578,3.3,0.61,12.0,7
903,8.0,0.47,0.32,2.4,0.104,6.0,47.0,0.9974,3.3,0.7,10.0,6
555,11.1,0.38,0.52,2.4,0.07,7.0,38.0,0.99672,3.25,0.85,11.0,8
1662,6.4,0.74,0.0,1.8,0.064,10.0,24.0,0.9934,3.36,0.84,11.0,6
655,11.5,0.715,0.49,2.3,0.099,21.0,59.0,0.9988,3.26,0.8,9.9,5
976,8.0,0.37,0.52,4.6,0.063,27.0,51.0,0.99374,3.3,0.77,12.5,7
674,7.9,0.41,0.51,2.0,0.0559999999999999,4.0,10.0,0.99396,3.26,0.68,11.7,6
140,7.0,0.74,0.0,2.6,0.093,5.0,12.0,0.99316,3.4,0.63,12.0,6
861,12.4,0.37,0.53,2.1,0.118,6.0,25.0,0.99592,3.2,0.5,12.4,7
1780,10.5,0.715,0.43,2.9,0.089,21.0,51.0,0.9996,3.24,0.6,9.7,6
235,11.3,0.18,0.4,3.4,0.066,25.0,60.0,0.9986,3.28,0.71,11.8,7
1579,8.3,0.43,0.3,3.0,0.095,19.0,98.0,0.99822,3.25,0.56,9.1,5
1350,12.0,0.37,0.66,2.0,0.095,5.0,20.0,0.9986,3.05,0.77,10.8,7
2055,6.2,0.31,0.18,2.3,0.059,12.0,28.0,0.9952,3.56,0.88,11.4,7
653,7.0,0.5,0.42,2.1,0.1,6.0,21.0,0.99516,3.36,0.71,11.3,6
1386,9.1,0.56,0.16,2.0,0.079,15.0,49.0,0.9996,3.24,0.91,10.5,6
864,6.1,0.88,0.0,2.1,0.044,12.0,18.0,0.99191,3.54,0.58,12.5,5
2043,7.7,0.63,0.27,1.8,0.0969999999999999,20.0,84.0,0.99586,3.16,0.49,9.5,5
1961,8.0,0.32,0.44,1.7,0.05,4.0,9.0,0.9958,3.3,0.44,10.7,6
1506,9.4,0.5,0.39,5.0,0.0819999999999999,7.0,17.0,0.99782,3.19,0.49,10.7,6
206,8.4,1.04,0.24,1.9,0.078,10.0,45.0,0.9958,3.21,0.56,10.1,5
1521,5.2,0.38,0.27,2.4,0.0559999999999999,13.0,49.0,0.99182,3.52,0.82,12.8,7
756,8.8,0.54,0.26,1.9,0.091,19.0,119.0,0.99738,3.14,0.61,9.5,5
1039,7.2,0.58,0.0,2.1,0.079,6.0,12.0,0.99387,3.33,0.62,12.0,6
2026,7.0,0.43,0.4,1.9,0.073,16.0,62.0,0.99668,3.48,0.66,9.4,6
174,7.2,0.56,0.14,6.3,0.078,9.0,28.0,0.99724,3.35,0.61,9.5,5
415,8.8,0.5,0.57,2.7,0.205,12.0,81.0,0.9965,3.29,0.93,11.7,7
1636,7.5,0.46,0.24,3.4,0.077,7.0,16.0,0.9976,3.37,0.52,11.1,5
2030,6.7,0.53,0.21,2.3,0.062,19.0,50.0,0.99489,3.36,0.62,10.0,6
1281,6.2,0.56,0.0,2.8,0.07,30.0,54.0,0.99659,3.51,0.76,10.2,7
513,7.6,0.66,0.0,3.0,0.065,14.0,24.0,0.99242,3.47,0.71,11.5,7
1675,7.1,0.58,0.15,5.2,0.107,14.0,23.0,0.99693,3.34,0.62,9.4,6
426,11.2,0.43,0.53,2.2,0.071,7.0,14.0,0.99975,3.15,0.82,10.4,6
254,6.8,0.48,0.03,2.0,0.063,18.0,40.0,0.9955,3.34,0.6,10.7,6
638,6.4,0.62,0.08,2.1,0.07,14.0,29.0,0.9968,3.52,0.55,9.4,5
196,11.6,0.58,0.48,1.8,0.067,6.0,14.0,0.99476,3.1,0.67,10.4,6
1592,8.6,0.725,0.1,4.5,0.1169999999999999,10.0,19.0,0.99586,3.1,0.49,10.5,6
1087,10.4,0.475,0.63,2.6,0.091,7.0,20.0,0.9994,3.16,0.77,13.3,7
1603,8.1,0.5,0.3,2.2,0.076,30.0,98.0,0.9973,3.2,0.57,9.2,5
1018,12.5,0.46,0.54,2.6,0.07,6.0,20.0,0.999,3.14,0.52,10.9,5
1051,12.5,0.39,0.49,3.9,0.065,6.0,24.0,0.9986,3.18,0.63,10.0,4
1381,7.1,0.775,0.22,2.0,0.077,32.0,48.0,0.9948,3.29,0.54,11.0,7
1530,9.3,0.46,0.28,2.8,0.074,23.0,147.0,0.9982,3.18,0.49,9.8,6
570,6.6,0.62,0.03,4.0,0.076,4.0,11.0,0.99494,3.36,0.56,11.4,8
1186,7.5,0.6,0.26,1.9,0.063,16.0,86.0,0.99613,3.26,0.53,9.8,5
938,8.0,0.725,0.22,2.1,0.083,29.0,66.0,0.99628,3.36,0.56,10.2,5
996,9.3,0.31,0.47,1.9,0.075,16.0,65.0,0.9984,3.21,0.9,9.5,6
1612,7.8,0.935,0.25,2.7,0.074,12.0,50.0,0.99656,3.27,0.57,11.8,6
688,10.2,0.28,0.48,3.0,0.076,7.0,11.0,0.99483,3.36,0.6,12.5,7
724,6.8,0.695,0.11,1.8,0.068,5.0,20.0,0.99546,3.54,0.96,11.1,8
894,8.8,0.36,0.43,3.0,0.071,18.0,86.0,0.9956,3.3,0.79,12.0,7
1407,10.7,0.38,0.32,2.1,0.081,12.0,70.0,0.99408,3.28,0.72,12.4,7
818,11.5,0.18,0.49,1.6,0.096,6.0,18.0,0.9986,3.2,0.6,9.5,5
1898,7.7,0.43,0.46,1.8,0.064,7.0,20.0,0.9952,3.25,0.86,13.6,8
41,12.0,0.42,0.49,14.0,0.086,6.0,42.0,1.0021,3.42,0.75,11.6,6
364,7.0,0.655,0.03,2.7,0.086,27.0,66.0,0.99627,3.35,0.6,10.8,6
392,11.5,0.46,0.53,2.0,0.093,6.0,14.0,0.99642,3.23,0.71,11.1,6
306,9.0,0.42,0.3,2.1,0.076,26.0,42.0,0.9984,3.38,0.69,10.8,6
954,7.5,0.58,0.01,2.3,0.076,23.0,43.0,0.9946,3.34,0.46,10.7,5
817,11.3,0.36,0.53,2.7,0.085,6.0,14.0,0.99642,3.23,0.83,11.7,7
587,7.5,0.49,0.19,2.9,0.08,21.0,110.0,0.99692,3.29,0.58,10.5,5
1079,7.2,0.72,0.0,2.1,0.068,20.0,46.0,0.99494,3.42,0.72,11.2,7
1979,6.1,0.36,0.14,1.7,0.077,13.0,27.0,0.99514,3.36,0.59,10.4,5
1494,8.6,0.54,0.37,2.0,0.075,15.0,40.0,0.9978,3.14,0.59,9.9,5
1512,7.8,0.58,0.31,2.1,0.086,26.0,67.0,0.99718,3.08,0.49,9.5,5
210,5.1,0.56,0.0,1.8,0.057,8.0,20.0,0.99672,3.68,0.86,11.0,5
930,8.8,0.65,0.14,2.1,0.114,16.0,59.0,0.99783,3.17,0.54,9.2,5
1894,6.2,0.5,0.12,1.7,0.076,18.0,29.0,0.9952,3.52,0.83,9.7,7
316,7.6,0.5,0.34,2.4,0.0819999999999999,25.0,105.0,0.9969,3.25,0.52,9.4,5
232,7.9,0.56,0.13,1.9,0.064,48.0,90.0,0.99604,3.23,0.51,9.3,5
2021,8.9,0.39,0.48,2.3,0.093,6.0,12.0,0.99408,3.34,0.56,11.0,6
1845,10.0,0.55,0.45,2.2,0.071,9.0,17.0,0.99444,3.22,0.44,12.0,6
584,10.7,0.41,0.53,2.4,0.095,26.0,45.0,0.99622,3.26,0.58,11.6,6
1912,9.9,0.3,0.57,1.7,0.087,4.0,11.0,0.99788,3.28,0.57,9.5,6
613,8.0,0.74,0.22,2.0,0.068,4.0,11.0,0.99007,3.3,0.52,12.0,5
1922,7.1,0.35,0.42,2.5,0.0579999999999999,32.0,44.0,0.99518,3.33,0.72,11.0,6
667,7.4,0.56,0.03,2.5,0.08,36.0,52.0,0.99745,3.55,0.63,9.6,5
820,12.2,0.28,0.47,4.3,0.067,6.0,24.0,0.9997,3.12,0.7,10.1,7
25,8.2,0.31,0.32,2.0,0.066,10.0,22.0,0.9947,3.27,0.77,11.2,7
1001,7.2,0.84,0.0,2.2,0.067,32.0,54.0,0.9959,3.31,0.54,11.0,5
1043,7.1,0.45,0.3,1.7,0.086,20.0,84.0,0.99656,3.42,0.55,9.2,5
1129,5.1,0.84,0.0,2.3,0.0579999999999999,17.0,43.0,0.99258,3.18,0.68,12.8,7
614,7.3,0.39,0.3,1.9,0.08,36.0,51.0,0.9976,3.39,0.48,9.5,6
913,7.1,0.6,0.01,2.3,0.0819999999999999,13.0,31.0,0.9963,3.52,0.4,10.7,5
1785,6.8,0.69,0.0,1.4,0.084,18.0,34.0,0.9948,3.3,0.6,10.4,6
1527,6.9,0.49,0.45,5.8,0.05,4.0,10.0,0.9956,3.32,0.65,11.0,5
821,7.5,0.62,0.21,2.3,0.1,5.0,19.0,0.9946,3.38,0.8,10.6,5
40,7.5,0.5,0.02,2.6,0.077,17.0,40.0,0.99587,3.37,0.93,10.1,6
804,7.0,0.22,0.3,2.2,0.074,35.0,70.0,0.9959,3.42,0.48,9.5,5
1095,9.2,0.84,0.26,2.2,0.104,52.0,98.0,0.998,3.22,0.62,9.4,5
1318,11.5,0.67,0.59,2.8,0.093,6.0,15.0,0.9986,3.36,0.62,10.4,6
1989,8.1,0.49,0.33,2.8,0.074,25.0,60.0,0.9972,3.22,0.63,9.5,6
1120,9.5,0.39,0.31,2.8,0.094,21.0,51.0,0.99782,3.27,0.55,9.5,5
1544,7.0,0.7,0.0,1.6,0.083,23.0,54.0,0.9968,3.47,0.56,9.8,6
1196,10.3,0.47,0.47,2.1,0.085,24.0,64.0,0.99965,3.18,0.93,11.0,6
631,9.9,0.5,0.46,2.3,0.109,5.0,13.0,0.9976,3.07,1.06,9.4,4
387,8.7,0.6,0.09,1.9,0.106,20.0,49.0,0.99616,3.6,0.52,10.0,5
700,6.8,0.6,0.0,2.0,0.157,5.0,20.0,0.995,3.59,0.62,11.0,7
1537,8.3,0.53,0.15,2.9,0.095,32.0,76.0,0.9982,3.23,0.57,9.9,5
647,9.3,0.705,0.24,3.0,0.084,4.0,65.0,0.9978,3.38,0.54,10.5,5
1028,7.1,0.69,0.0,1.9,0.0409999999999999,26.0,48.0,0.99661,3.51,0.59,9.5,5
1508,7.7,0.6,0.07,2.4,0.0969999999999999,5.0,62.0,0.9976,3.5,0.43,9.2,5
1058,7.7,0.48,0.2,1.8,0.067,19.0,50.0,0.9963,3.33,0.62,9.5,6
147,6.9,0.37,0.14,2.1,0.063,8.0,16.0,0.99462,3.41,0.64,11.5,6
891,7.8,0.49,0.21,1.8,0.091,23.0,119.0,0.9974,3.07,0.62,9.2,5
1485,7.9,0.36,0.19,1.8,0.062,15.0,34.0,0.99458,3.39,0.64,10.1,7
825,7.0,0.68,0.0,2.1,0.106,8.0,22.0,0.9974,3.31,0.56,9.8,5
469,10.0,0.31,0.56,2.4,0.079,9.0,31.0,0.9994,3.17,0.56,10.9,7
1955,6.8,0.84,0.21,1.8,0.084,32.0,48.0,0.9959,3.35,0.54,10.8,7
1421,8.9,0.655,0.12,2.3,0.099,5.0,33.0,0.99492,3.36,0.58,11.6,6
1864,6.2,0.74,0.08,2.0,0.061,6.0,14.0,0.99489,3.45,0.52,10.3,5
238,14.3,0.4,0.6,2.1,0.132,6.0,15.0,1.0004,2.88,0.79,12.9,7
1237,8.3,0.31,0.41,2.5,0.08,13.0,56.0,0.9984,3.17,0.61,10.3,5
470,6.7,0.655,0.15,2.0,0.0409999999999999,13.0,29.0,0.99936,3.42,0.69,12.2,6
312,6.7,0.64,0.26,1.9,0.074,27.0,63.0,0.99578,3.37,0.73,9.6,5
679,9.2,0.43,0.14,2.0,0.109,15.0,65.0,0.99668,3.19,0.82,9.8,7
1387,8.1,0.785,0.0,2.05,0.064,26.0,35.0,0.99576,3.38,0.58,11.2,7
708,5.2,0.67,0.02,1.4,0.045,13.0,49.0,0.99387,3.78,0.47,10.2,5
1880,11.7,0.46,0.63,2.5,0.077,6.0,16.0,0.9987,3.02,0.57,10.4,6
1466,9.3,0.28,0.49,3.3,0.093,5.0,16.0,0.998,3.15,0.72,9.7,5
14,6.4,0.66,0.03,2.2,0.078,31.0,54.0,0.99736,3.56,0.57,11.0,6
411,9.9,0.5,0.49,1.6,0.094,16.0,42.0,0.9971,3.24,0.57,9.5,5
589,7.3,0.58,0.11,2.1,0.068,27.0,43.0,0.99562,3.44,0.5,10.0,5
145,11.9,0.35,0.53,1.6,0.071,5.0,14.0,0.9986,3.17,0.47,9.7,6
730,8.6,0.52,0.27,3.3,0.07,36.0,125.0,0.9976,3.15,0.51,9.8,5
1201,7.1,1.035,0.15,2.0,0.074,13.0,29.0,0.99438,3.29,0.48,11.7,6
630,6.1,0.69,0.0,2.1,0.068,18.0,44.0,0.99498,3.65,0.62,11.4,6
148,6.0,0.59,0.02,1.4,0.072,32.0,52.0,0.995,3.54,0.58,10.6,5
1812,7.1,0.28,0.28,2.1,0.061,17.0,34.0,0.9966,3.39,0.48,9.4,5
1278,7.6,0.7,0.06,2.3,0.08,29.0,67.0,0.99628,3.33,0.52,9.8,5
229,6.7,0.46,0.28,2.4,0.08,13.0,81.0,0.99064,3.34,0.67,9.3,5
978,6.8,0.66,0.0,1.4,0.057,14.0,25.0,0.99498,3.41,0.6,12.1,6
1659,10.4,0.31,0.43,2.0,0.075,6.0,17.0,0.9978,3.16,0.86,11.8,8
1631,7.2,0.32,0.36,2.3,0.063,4.0,10.0,0.99437,3.36,0.44,11.2,5
1330,7.2,0.34,0.42,2.8,0.102,26.0,52.0,0.99633,3.32,0.52,10.4,5
1568,6.7,0.65,0.07,2.1,0.102,9.0,24.0,0.99564,3.35,0.53,10.0,7
994,8.0,0.76,0.2,2.3,0.072,24.0,125.0,0.9976,3.1,0.49,9.6,5
1741,7.0,0.66,0.0,4.3,0.09,9.0,28.0,0.99484,3.27,0.5,11.7,6
960,6.6,0.34,0.29,2.4,0.098,15.0,33.0,0.99408,3.44,0.62,11.9,6
1769,8.2,0.28,0.23,2.4,0.068,3.0,9.0,0.9964,3.15,0.65,9.4,5
591,7.1,0.78,0.0,2.3,0.066,18.0,28.0,0.99704,3.44,0.58,9.9,5
453,7.6,0.58,0.14,2.1,0.092,25.0,99.0,0.99622,3.31,0.53,9.8,5
546,7.7,0.54,0.26,1.9,0.0969999999999999,21.0,127.0,0.9976,3.26,0.64,9.4,5
752,8.7,0.28,0.41,1.9,0.067,18.0,65.0,0.99479,3.21,0.62,11.0,7
1160,10.2,0.49,0.37,5.8,0.214,7.0,32.0,1.001,3.16,0.62,11.8,6
1377,12.7,0.5,0.49,3.3,0.08,6.0,18.0,1.0002,3.19,0.48,9.5,5
812,6.8,0.66,0.0,2.6,0.086,35.0,53.0,0.99615,3.5,0.73,12.5,7
1799,7.1,0.795,0.0,1.6,0.068,19.0,40.0,0.9968,3.44,0.57,9.4,5
311,7.7,0.66,0.08,3.4,0.075,19.0,77.0,0.9964,3.68,0.48,9.3,5
566,7.9,0.31,0.33,1.9,0.0579999999999999,17.0,91.0,0.99472,3.31,0.4,9.5,6
1504,9.4,0.43,0.41,1.8,0.08,21.0,64.0,0.99652,3.15,0.73,9.5,6
783,8.8,0.4,0.33,1.6,0.0579999999999999,6.0,27.0,0.99695,3.26,0.77,9.8,7
255,7.6,0.5,0.42,1.4,0.071,6.0,16.0,0.9973,3.36,0.72,9.5,5
665,6.9,0.4,0.17,3.75,0.052,5.0,15.0,0.9956,3.39,0.64,10.0,5
1140,8.0,0.46,0.23,2.1,0.081,23.0,49.0,0.99636,3.37,0.75,10.7,6
1919,12.7,0.3,0.57,2.6,0.071,7.0,29.0,0.9995,3.14,0.56,9.6,6
1664,7.1,0.715,0.0,2.1,0.077,29.0,66.0,0.99636,3.38,0.46,9.7,5
1985,7.2,0.5,0.34,1.8,0.0819999999999999,29.0,66.0,0.99694,3.48,0.77,9.7,7
1249,9.7,0.42,0.57,1.7,0.08,17.0,86.0,0.99652,3.29,0.67,9.4,5
567,8.9,0.45,0.45,3.0,0.095,6.0,16.0,0.9988,3.36,0.65,11.7,6
766,7.9,0.42,0.32,2.1,0.074,37.5,54.0,0.9973,3.33,0.71,10.5,7
75,8.9,0.685,0.19,2.4,0.095,32.0,44.0,0.99727,3.23,0.71,9.5,5
603,8.4,0.23,0.24,2.2,0.078,6.0,23.0,0.9967,3.33,0.87,9.5,6
1632,8.3,0.59,0.24,2.2,0.077,21.0,127.0,0.9976,3.12,0.51,9.6,5
694,9.3,0.41,0.42,2.7,0.087,25.0,51.0,0.99817,3.27,0.69,9.5,6
1260,9.1,0.42,0.41,2.5,0.091,26.0,52.0,0.999,3.2,0.74,10.3,6
1997,9.2,0.61,0.17,2.9,0.11,11.0,45.0,0.9994,3.15,0.59,9.7,5
831,6.8,0.62,0.01,2.1,0.08,34.0,53.0,0.99491,3.52,0.56,10.8,5
143,10.4,0.21,0.49,2.6,0.074,6.0,21.0,0.99975,3.22,0.93,10.5,6
224,7.7,0.65,0.21,4.0,0.077,15.0,65.0,0.99587,3.37,0.55,9.7,5
2003,6.0,0.53,0.0,1.7,0.0579999999999999,6.0,14.0,0.9958,3.4,0.58,10.8,6
1358,7.5,0.52,0.25,1.8,0.076,20.0,84.0,0.99593,3.15,0.49,9.8,5
1354,6.7,0.31,0.24,1.9,0.115,6.0,14.0,0.99656,3.41,0.87,10.4,7
1990,10.9,0.31,0.43,1.7,0.104,4.0,12.0,0.9985,3.15,0.82,9.4,6
605,6.7,0.53,0.06,2.1,0.081,27.0,43.0,0.9958,3.4,0.86,10.4,7
712,6.2,0.75,0.01,2.5,0.059,21.0,49.0,0.99498,3.55,0.44,11.7,6
889,8.2,0.74,0.23,2.6,0.084,24.0,122.0,0.9966,3.22,0.55,9.4,5
1415,8.9,0.43,0.39,2.1,0.093,16.0,42.0,0.99652,3.35,0.52,12.9,6
1416,11.5,0.6,0.53,2.6,0.085,15.0,27.0,0.9988,3.15,0.81,11.066666666666698,7
1952,6.6,0.83,0.04,2.1,0.052,3.0,16.0,0.99854,3.56,0.56,9.6,5
1929,8.7,0.47,0.49,2.9,0.092,16.0,112.0,0.9992,3.08,0.62,9.5,5
110,7.0,0.66,0.0,1.6,0.08,21.0,110.0,0.99584,3.38,0.57,9.8,5
1689,7.6,0.695,0.13,2.2,0.104,12.0,91.0,0.99459,3.29,0.67,9.5,5
1063,7.5,0.49,0.31,1.8,0.102,19.0,50.0,0.99648,3.37,0.53,10.9,6
1405,8.3,0.38,0.38,2.0,0.07,34.0,53.0,0.99581,3.27,0.77,10.4,7
1488,7.6,0.54,0.26,5.1,0.087,23.0,144.0,0.9976,3.37,0.54,9.4,5
1119,7.9,0.655,0.14,2.5,0.0559999999999999,3.0,8.0,0.99362,3.35,0.59,12.1,7
1909,12.0,0.38,0.49,2.1,0.084,11.0,46.0,1.0003,3.08,0.52,9.8,5
2054,9.1,0.5,0.0,1.75,0.0579999999999999,5.0,13.0,0.9967,3.22,0.42,9.5,5
1209,11.7,0.27,0.54,2.6,0.095,6.0,14.0,0.9984,3.17,0.53,9.7,5
1178,7.7,0.6,0.0,1.7,0.089,16.0,30.0,0.99538,3.36,0.44,10.0,7
156,6.6,0.4,0.4,2.6,0.046,8.0,24.0,0.9955,3.25,0.64,10.4,6
1234,11.1,0.38,0.66,2.0,0.08,5.0,13.0,0.99652,3.1,0.68,11.5,6
59,7.0,0.66,0.0,1.8,0.057,7.0,16.0,0.99456,3.38,0.54,11.2,5
1625,7.8,0.36,0.32,1.8,0.066,17.0,82.0,0.99612,3.36,0.77,11.2,6
1642,7.1,0.96,0.0,2.5,0.064,3.0,8.0,0.99554,3.48,0.6,11.4,6
590,7.4,0.36,0.26,2.1,0.074,25.0,36.0,0.99419,3.36,0.46,11.5,6
130,8.0,0.32,0.52,2.4,0.102,7.0,12.0,0.99647,3.23,0.6,10.0,6
1371,7.9,0.56,0.35,2.1,0.079,21.0,64.0,0.99728,3.27,0.62,9.1,5
698,7.0,1.035,0.21,2.1,0.079,13.0,49.0,0.9963,3.16,0.49,9.4,5
874,6.4,0.59,0.0,1.9,0.0579999999999999,4.0,9.0,0.99468,3.52,0.57,10.6,4
1007,8.1,0.87,0.0,1.7,0.067,8.0,22.0,0.9967,3.2,0.57,10.5,7
1963,10.0,0.24,0.24,2.2,0.062,6.0,28.0,0.99761,3.18,0.79,11.0,7
1029,7.6,0.63,0.27,2.0,0.104,8.0,18.0,0.99613,3.27,0.54,9.8,6
195,10.4,0.39,0.73,1.7,0.1,3.0,8.0,0.9973,3.2,0.79,13.6,8
503,7.8,0.56,0.19,1.7,0.111,6.0,15.0,0.99668,3.19,0.53,10.1,6
304,8.0,0.68,0.27,2.6,0.084,31.0,67.0,0.99568,3.31,0.54,10.5,5
1213,8.2,0.64,0.26,2.7,0.087,9.0,106.0,0.9972,3.26,0.59,9.3,5
775,7.8,0.6,0.25,2.1,0.078,30.0,135.0,0.9974,3.21,0.57,9.8,5
133,8.6,0.32,0.43,2.3,0.093,26.0,51.0,0.99734,3.26,0.73,10.8,5
1257,10.2,0.33,0.45,1.9,0.0579999999999999,10.0,22.0,0.9976,3.16,0.62,9.5,5
890,7.8,0.54,0.26,2.0,0.08,28.0,129.0,0.99613,3.21,0.64,9.3,6
1183,8.4,0.39,0.54,2.5,0.091,14.0,81.0,0.999,3.17,0.69,9.6,3
1891,7.2,0.695,0.0,2.7,0.055,18.0,32.0,0.99536,3.38,0.52,11.4,5
256,11.3,0.38,0.57,3.4,0.07,5.0,13.0,1.0,3.17,0.71,11.4,6
860,10.0,0.51,0.59,3.7,0.072,6.0,15.0,0.99572,3.18,0.62,11.8,6
1473,11.5,0.4,0.5,2.3,0.099,7.0,30.0,0.9994,3.03,0.78,10.5,5
1569,7.5,0.57,0.43,1.8,0.089,21.0,58.0,0.9942,3.08,0.82,10.3,6
2020,6.4,0.46,0.2,2.1,0.076,16.0,40.0,0.99647,3.57,0.57,10.5,6
1304,9.2,0.43,0.32,2.1,0.062,6.0,14.0,0.99476,3.28,0.76,11.5,6
780,9.2,0.28,0.6,2.1,0.067,8.0,17.0,0.99572,3.11,0.86,11.2,7
632,10.2,0.32,0.45,2.1,0.104,12.0,39.0,0.9987,3.15,0.58,11.1,7
581,8.9,0.48,0.32,1.9,0.132,28.0,128.0,0.99676,3.3,0.48,9.5,5
709,7.9,0.29,0.34,1.9,0.05,13.0,74.0,0.99516,3.26,0.64,9.6,6
1944,8.9,0.42,0.42,3.2,0.085,21.0,50.0,0.9987,3.5,0.72,12.0,6
281,10.6,0.27,0.49,3.0,0.074,5.0,14.0,0.9976,3.18,0.84,9.3,6
1977,10.0,0.41,0.46,2.2,0.081,14.0,29.0,0.9982,3.21,0.7,9.9,6
565,8.9,0.24,0.37,1.5,0.071,11.0,24.0,0.9948,3.39,0.6,12.3,7
1093,11.9,0.38,0.49,3.0,0.1,5.0,13.0,1.0003,3.14,0.61,10.0,6
977,9.2,0.61,0.23,2.3,0.086,21.0,49.0,0.9976,3.12,0.54,9.2,4
169,5.6,0.66,0.05,2.2,0.049,6.0,14.0,0.99512,3.62,0.57,11.4,6
1442,7.1,0.65,0.01,2.1,0.059,15.0,37.0,0.99566,3.47,0.58,9.4,5
1274,7.6,0.6,0.26,2.7,0.0819999999999999,23.0,94.0,0.9977,3.33,0.52,9.7,5
1328,5.6,0.84,0.0,2.5,0.081,5.0,10.0,0.99258,3.25,0.59,12.4,6
9,7.8,0.78,0.09,2.2,0.049,13.0,29.0,0.99682,3.51,0.49,9.5,5
167,7.0,0.52,0.0,1.9,0.076,26.0,51.0,0.995,3.34,0.84,10.2,6
703,7.7,0.62,0.04,2.3,0.0579999999999999,5.0,13.0,0.99522,3.38,0.86,10.9,7
2008,8.7,0.46,0.24,2.1,0.109,3.0,15.0,0.9966,3.15,0.66,9.6,5
1906,9.5,0.36,0.22,3.6,0.0819999999999999,6.0,26.0,0.9977,3.14,0.9,9.4,6
35,7.0,0.62,0.06,1.9,0.076,27.0,63.0,0.9975,3.34,0.74,9.6,6
317,6.9,0.75,0.15,2.3,0.079,26.0,45.0,0.9948,3.43,0.7,11.6,7
1215,8.9,0.47,0.49,2.7,0.055,5.0,11.0,0.99182,3.39,0.62,11.8,6
539,6.9,0.57,0.02,2.1,0.123,10.0,31.0,0.99599,3.53,0.6,10.9,6
1482,7.8,0.36,0.32,2.3,0.07,28.0,54.0,0.9973,3.37,0.64,10.0,6
