,Title,Author,Main Genre,Sub Genre,Type,Price,Rating,No. of People rated,URLs
1774,Science Knowledge Encyclopedia for Children : Collection of 6 Books (Box Set),Wonder House Books,Children's Books,"Science, Nature & Technology",Paperback,₹599.00,4.5,285.0,https://www.amazon.in/Science-Knowledge-Encyclopedia-Children-Collection/dp/9354402003/ref=zg_bs_g_1318102031_d_sccl_25/000-0000000-0000000?psc=1
1775,Knowledge Encyclopedia For Children Our Planet Earth Collection of 6 Books Box Set,Wonder House Books,Children's Books,"Science, Nature & Technology",Hardcover,₹699.00,4.5,258.0,https://www.amazon.in/Knowledge-Encyclopedia-Children-Planet-Collection/dp/9354402569/ref=zg_bs_g_1318102031_d_sccl_26/000-0000000-0000000?psc=1
1776,Handbook of Mathematics,Arihant Experts,Children's Books,"Science, Nature & Technology",Paperback,₹165.90,4.4,2969.0,https://www.amazon.in/Handbook-Mathematics-Arihant-Experts/dp/9313196506/ref=zg_bs_g_1318102031_d_sccl_27/000-0000000-0000000?psc=1
1777,My First Shaped Board Book: Illustrated Cat - Animal Picture Book for Kids Age 2+ Board book (My First Shaped Board Books),Wonder House Books,Children's Books,"Science, Nature & Technology",Board book,₹89.00,4.7,94.0,https://www.amazon.in/First-Shaped-Board-Book-Illustrated/dp/9354404499/ref=zg_bs_g_1318102031_d_sccl_28/000-0000000-0000000?psc=1
1778,Encyclopedia : My Encyclopedia of Space - What? Why? How? When?,Om Books Editorial Team,Children's Books,"Science, Nature & Technology",Paperback,₹230.00,4.5,562.0,https://www.amazon.in/Encyclopedia-Space-What-Why-When/dp/9353766389/ref=zg_bs_g_1318102031_d_sccl_29/000-0000000-0000000?psc=1
1779,Lift the Flap First Questions and Answers Where does my food,USBORNE,Children's Books,"Science, Nature & Technology",Board book,₹631.00,4.9,10.0,https://www.amazon.in/First-Questions-Answers-Where-does/dp/1474920535/ref=zg_bs_g_1318102031_d_sccl_30/000-0000000-0000000?psc=1
1780,Progress In Computer Science With Python Textbook & Practical Book For Class 12 [Paperback] Sumita Arora,Sumita Arora,Children's Books,"Science, Nature & Technology",Paperback,₹592.00,4.5,2890.0,https://www.amazon.in/Progress-Computer-Textbook-Practical-Paperback/dp/8177002368/ref=zg_bs_g_1318102031_d_sccl_1/000-0000000-0000000?psc=1
1781,My First Shaped Board Books For Children: Transport - Car,Wonder House Books,Children's Books,"Science, Nature & Technology",Board book,₹89.00,4.5,43.0,https://www.amazon.in/First-Shaped-Board-Books-Children/dp/9354405487/ref=zg_bs_g_1318102031_d_sccl_2/000-0000000-0000000?psc=1
1782,Dinosaurs WOW Children Encyclopedia in Augmented Reality Age 6+ - Free AR App with 150 Interesting Facts| Picture Book: Wow Encyclopedia in Augmented Reality- Age 6+ [Paperback] Dreamland Publications,Dreamland Publications,Children's Books,"Science, Nature & Technology",Paperback,₹244.00,4.6,1795.0,https://www.amazon.in/Dinosaurs-Wow-Encyclopedia-Augmented-Reality/dp/9388371763/ref=zg_bs_g_1318102031_d_sccl_3/000-0000000-0000000?psc=1
1783,"Maths- STEM Activity Book for Children Age 6-12 years - Packed with Activities and Maths Facts| STEM Explorers Starters for Kids, 64 Pages [Paperback] Dreamland Publications",Dreamland Publications,Children's Books,"Science, Nature & Technology",Paperback,₹140.00,4.5,1200.0,https://www.amazon.in/STEM-Activity-Book-Dreamland-Publications/dp/938717798X/ref=zg_bs_g_1318102031_d_sccl_4/000-0000000-0000000?psc=1
1784,Kid Youtuber: From the Creator of Diary of a 6th Grade Ninja,Marcus Emerson,Children's Books,"Science, Nature & Technology",Kindle Edition,₹449.00,4.6,3978.0,https://www.amazon.in/Kid-Youtuber-Creator-Diary-Grade-ebook/dp/B087CDD73Z/ref=zg_bs_g_1318102031_d_sccl_5/000-0000000-0000000?psc=1
1785,Spaceboy: The epic and funny new children’s book from multi-million bestselling author David Walliams,David Walliams,Children's Books,"Science, Nature & Technology",Paperback,₹334.00,4.7,2486.0,https://www.amazon.in/SPACEBOY-childrens-multi-million-bestselling-Walliams/dp/0008579954/ref=zg_bs_g_1318102031_d_sccl_6/000-0000000-0000000?psc=1
1786,Knowledge Encyclopedia - Our Planet Earth (Knowledge Encyclopedia for Children),Wonder House Books,Children's Books,"Science, Nature & Technology",Hardcover,₹599.00,4.5,84.0,https://www.amazon.in/Knowledge-Encyclopedia-Our-Planet-Earth/dp/9354404278/ref=zg_bs_g_1318102031_d_sccl_7/000-0000000-0000000?psc=1
1787,Children's Encyclopedia - Scientist And Invention,MANASVI VOHRA,Children's Books,"Science, Nature & Technology",Paperback,₹176.00,4.3,4963.0,https://www.amazon.in/Childrens-Encyclopedia-Scientists-Discoveries-Familiarises/dp/9350570394/ref=zg_bs_g_1318102031_d_sccl_8/000-0000000-0000000?psc=1
1788,Encyclopedia: Amazing Questions & Answers Human Body,Om Books Editorial Team,Children's Books,"Science, Nature & Technology",Paperback,₹141.00,4.5,772.0,https://www.amazon.in/Amazing-Question-Answers-Human-Body/dp/9352763025/ref=zg_bs_g_1318102031_d_sccl_9/000-0000000-0000000?psc=1
1789,Encyclopedia of Space ( Set of 8 Books) (Encyclopedias),Om Books Editorial Team,Children's Books,"Science, Nature & Technology",Paperback,"₹1,135.00",4.5,1643.0,https://www.amazon.in/Encyclopedia-Space-Set-Books-Encyclopedias/dp/9353762839/ref=zg_bs_g_1318102031_d_sccl_10/000-0000000-0000000?psc=1
1790,Animal World Children Encyclopedia for Age 5 - 15 Years- All About Trivia Questions and Answers [Paperback] Dreamland Publications,Dreamland Publications,Children's Books,"Science, Nature & Technology",Paperback,₹174.00,4.5,272.0,https://www.amazon.in/Animal-World-Children-Encyclopedia-Age/dp/9388371801/ref=zg_bs_g_1318102031_d_sccl_11/000-0000000-0000000?psc=1
1791,My First Shaped Board Book: Illustrated Parrot - Bird Picture Book for Kids Age 2+ Board book: Animal Picture Book (My First Shaped Board Books),Wonder House Books,Children's Books,"Science, Nature & Technology",Board book,₹89.00,4.5,57.0,https://www.amazon.in/First-Shaped-Board-Book-Illustrated/dp/9354404561/ref=zg_bs_g_1318102031_d_sccl_12/000-0000000-0000000?psc=1
1792,MATHS GAMES FOR CLEVER KIDS,Gareth Moore,Children's Books,"Science, Nature & Technology",Paperback,₹129.00,4.3,3805.0,https://www.amazon.in/MATHS-GAMES-CLEVER-Gareth-Moore/dp/1780555407/ref=zg_bs_g_1318102031_d_sccl_13/000-0000000-0000000?psc=1
1793,THE INCREDIBLE HISTORY OF THE INDIAN OCEAN,SANJEEV SANYAL,Children's Books,"Science, Nature & Technology",Paperback,₹162.00,4.5,386.0,https://www.amazon.in/INCREDIBLE-HISTORY-INDIAN-OCEAN/dp/0143446010/ref=zg_bs_g_1318102031_d_sccl_14/000-0000000-0000000?psc=1
1794,"Story Books for Kids (Set of 5 Books) (Illustrated) - World Scientists - Biographies for Children - 6 Years to 10 Years Old - Einstein, Newton, Galileo Galilei, Marie Curie, Charles Darwin",Maple Press,Children's Books,"Science, Nature & Technology",Paperback,₹137.00,3.4,3.0,https://www.amazon.in/Story-Books-Kids-Set-Illustrated/dp/8119099893/ref=zg_bs_g_1318102031_d_sccl_15/000-0000000-0000000?psc=1
1795,Diary of a Minecraft Zombie Book 6: Zombie Goes To Camp (An Unofficial Minecraft Book),Zack Zombie,Children's Books,"Science, Nature & Technology",Kindle Edition,₹234.00,4.7,3647.0,https://www.amazon.in/Diary-Minecraft-Zombie-Book-Unofficial-ebook/dp/B00ZJPPPFG/ref=zg_bs_g_1318102031_d_sccl_16/000-0000000-0000000?psc=1
1796,The World Encyclopedia for Children Age 5 - 15 Years- All About Trivia Questions and Answers,Dreamland Publications,Children's Books,"Science, Nature & Technology",Paperback,₹182.00,4.4,468.0,https://www.amazon.in/World-Encyclopedia-Children-Age-Questions/dp/9388371828/ref=zg_bs_g_1318102031_d_sccl_17/000-0000000-0000000?psc=1
1797,"The Jungle Book (Campbell First Stories) (Campbell First Stories, 5)",Miriam Bos,Children's Books,"Science, Nature & Technology",Board book,₹318.00,4.5,2545.0,https://www.amazon.in/Jungle-Book-First-Stories/dp/1509808361/ref=zg_bs_g_1318102031_d_sccl_18/000-0000000-0000000?psc=1
1798,Baby Touch: Vehicles Tab Book [Board book] Ladybird,LADYBIRD,Children's Books,"Science, Nature & Technology",Board book,₹292.00,4.5,1356.0,https://www.amazon.in/Baby-Touch-Vehicles-Tab-Book/dp/0241379091/ref=zg_bs_g_1318102031_d_sccl_19/000-0000000-0000000?psc=1
1799,"The Gruffalo (The Gruffalo, 1)",Julia Donaldson,Children's Books,"Science, Nature & Technology",Board book,₹296.00,4.8,15531.0,https://www.amazon.in/Gruffalo-Julia-Donaldson/dp/1509830391/ref=zg_bs_g_1318102031_d_sccl_20/000-0000000-0000000?psc=1
1800,101 Word Search Activity Book: Large Grid Word Search Puzzles for Kids With Attractive Illustrations,Wonder House Books,Children's Books,Sport,Paperback,₹149.00,4.5,1639.0,https://www.amazon.in/101-Word-Search-Activity-Book/dp/9388810813/ref=zg_bs_g_1318103031_d_sccl_1/000-0000000-0000000?psc=1
1801,Kid Youtuber 2: Hungry for More (a hilarious adventure for children ages 9-12): From the Creator of Diary of a 6th Grade Ninja,Marcus Emerson,Children's Books,Sport,Kindle Edition,₹449.00,4.7,1808.0,https://www.amazon.in/Kid-Youtuber-hilarious-adventure-children-ebook/dp/B08HR4STTS/ref=zg_bs_g_1318103031_d_sccl_2/000-0000000-0000000?psc=1
1802,Diary of a Minecraft Zombie Book 22: Through the Wormhole,Zack Zombie,Children's Books,Sport,Kindle Edition,₹247.00,4.7,429.0,https://www.amazon.in/Diary-Minecraft-Zombie-Book-22-ebook/dp/B0BLLPFC7B/ref=zg_bs_g_1318103031_d_sccl_3/000-0000000-0000000?psc=1
1803,Diary of a Minecraft Zombie Book 21: Carnival Chaos,Zack Zombie,Children's Books,Sport,Kindle Edition,₹238.00,4.7,422.0,https://www.amazon.in/Diary-Minecraft-Zombie-Book-21-ebook/dp/B0BCZFKVLD/ref=zg_bs_g_1318103031_d_sccl_4/000-0000000-0000000?psc=1
1804,Diary of a 6th Grade Ninja 3: Rise of the Red Ninjas (a hilarious adventure for children ages 9-12),Noah Child,Children's Books,Sport,Kindle Edition,₹377.00,4.7,2435.0,https://www.amazon.in/Diary-6th-Grade-Ninja-hilarious-ebook/dp/B00B2EB7S2/ref=zg_bs_g_1318103031_d_sccl_5/000-0000000-0000000?psc=1
1805,Fruit Rainbow Height Chart: Growth Chart With Measuring Ruler and Stick-on Tape,Wonder House Books,Children's Books,Sport,Misc. Supplies,₹148.00,0.0,0.0,https://www.amazon.in/Fruit-Rainbow-Height-Chart-Stick/dp/9354408583/ref=zg_bs_g_1318103031_d_sccl_6/000-0000000-0000000?psc=1
1806,FOOTBALL SKILLS,Ralph Brammer,Children's Books,Sport,Paperback,₹294.00,4.1,24.0,https://www.amazon.in/FOOTBALL-SKILLS-Ralph-Brammer/dp/0716022060/ref=zg_bs_g_1318103031_d_sccl_7/000-0000000-0000000?psc=1
1807,Match Annual 2024: The Number One Football Annual for Fans Everywhere,MATCH,Children's Books,Sport,Hardcover,₹353.00,4.7,157.0,https://www.amazon.in/Match-Annual-2024-number-everywhere/dp/1529015510/ref=zg_bs_g_1318103031_d_sccl_8/000-0000000-0000000?psc=1
1808,Dodge Ball Wars: 5 Book Box Set Collection (a hilarious adventure for children ages 9-12): From the Creator of Diary of a 6th Grade Ninja,Marcus Emerson,Children's Books,Sport,Kindle Edition,₹449.00,4.6,498.0,https://www.amazon.in/Dodge-Ball-Wars-Collection-hilarious-ebook/dp/B08CD4DM82/ref=zg_bs_g_1318103031_d_sccl_9/000-0000000-0000000?psc=1
1809,Diary of a Minecraft Zombie Book 23: Royal Recall,Zack Zombie,Children's Books,Sport,Kindle Edition,₹247.00,4.8,454.0,https://www.amazon.in/Diary-Minecraft-Zombie-Book-23-ebook/dp/B0BQ2R29KN/ref=zg_bs_g_1318103031_d_sccl_10/000-0000000-0000000?psc=1
1810,Middle School Ninja: Legacy : From the Creator of Diary of a 6th Grade Ninja,Marcus Emerson,Children's Books,Sport,Kindle Edition,₹375.00,4.7,1030.0,https://www.amazon.in/Middle-School-Ninja-hilarious-adventure-ebook/dp/B012MHA8VY/ref=zg_bs_g_1318103031_d_sccl_11/000-0000000-0000000?psc=1
1811,Big Nate: In Your Face!,Lincoln Peirce,Children's Books,Sport,Kindle Edition,₹252.00,4.6,2985.0,https://www.amazon.in/Big-Nate-Your-Lincoln-Peirce-ebook/dp/B08T1HQ8NJ/ref=zg_bs_g_1318103031_d_sccl_12/000-0000000-0000000?psc=1
1812,Super Mario Deluxe Paint Box Book (Nintendo(R)): Vice President for the People,Steve Foxe,Children's Books,Sport,Paperback,₹631.00,4.6,241.0,https://www.amazon.in/Super-Mario-Deluxe-Paint-Nintendo/dp/0593431596/ref=zg_bs_g_1318103031_d_sccl_13/000-0000000-0000000?psc=1
1813,"Incredible Cricket : 60 True Stories Every Fan Needs to Know: A new fun-filled, illustrated children’s book packed with real-life stories, facts and trivia: Book 1 (Incredible Sports Stories)",Clive Gifford,Children's Books,Sport,Paperback,₹248.00,3.7,5.0,https://www.amazon.in/Incredible-Cricket-Stories-Every-Sports/dp/0008606099/ref=zg_bs_g_1318103031_d_sccl_14/000-0000000-0000000?psc=1
1814,"Basketball: How To Ultimately Become Better At Shooting, Passing, Defending, and Rebounding: 50 Basketball Techiqunes To Become Better At Basketball",Jeremy Jacob,Children's Books,Sport,Kindle Edition,₹449.00,3.8,34.0,https://www.amazon.in/Basketball-Ultimately-Defending-Rebounding-Techiqunes-ebook/dp/B07CKGW8YT/ref=zg_bs_g_1318103031_d_sccl_15/000-0000000-0000000?psc=1
1815,Match of the Day Annual 2024,Match of the Day Magazine,Children's Books,Sport,Hardcover,₹344.00,4.6,191.0,https://www.amazon.in/Match-Day-Annual-2024-Magazine/dp/1785948377/ref=zg_bs_g_1318103031_d_sccl_16/000-0000000-0000000?psc=1
1816,PETE THE CAT GOES CAMPING (I Can Read Level 1),James Dean,Children's Books,Sport,Paperback,₹176.00,4.8,5241.0,https://www.amazon.in/Pete-Goes-Camping-Read-Level/dp/006267529X/ref=zg_bs_g_1318103031_d_sccl_17/000-0000000-0000000?psc=1
1817,"Kiss Now, Lie Later (Rival Love Book 1)",C.W. Farnsworth,Children's Books,Sport,Kindle Edition,₹329.00,4.4,3860.0,https://www.amazon.in/Kiss-Now-Later-C-W-Farnsworth-ebook/dp/B08N5W7JMZ/ref=zg_bs_g_1318103031_d_sccl_18/000-0000000-0000000?psc=1
1818,The Girl Games,Joan Holub,Children's Books,Sport,Paperback,₹247.77,4.6,456.0,https://www.amazon.in/Girl-Games-Goddess-Girls/dp/1442449330/ref=zg_bs_g_1318103031_d_sccl_19/000-0000000-0000000?psc=1
1819,"Women in Sports: 50 Fearless Athletes Who Played to Win (Women in Science) [Hardcover] Ignotofsky, Rachel",Rachel Ignotofsky,Children's Books,Sport,Hardcover,₹762.01,4.8,1058.0,https://www.amazon.in/Women-Sports-Science-Rachel-Ignotofsky/dp/1607749785/ref=zg_bs_g_1318103031_d_sccl_20/000-0000000-0000000?psc=1
1820,Vinícius Júnior (Ultimate Football Heroes - The No.1 football series): Collect them all!,Matt & Tom Oldfield,Children's Books,Sport,Paperback,₹637.00,4.5,20.0,https://www.amazon.in/Vin%C3%ADcius-J%C3%BAnior-Ultimate-Football-Heroes/dp/1789464935/ref=zg_bs_g_1318103031_d_sccl_21/000-0000000-0000000?psc=1
1821,I am an Athlete – Read It Yourself with Ladybird Level 2 [Hardcover] Ladybird,Ladybird,Children's Books,Sport,Hardcover,₹104.00,4.1,20.0,https://www.amazon.in/Athlete-Read-Yourself-Ladybird-Level/dp/0241275199/ref=zg_bs_g_1318103031_d_sccl_22/000-0000000-0000000?psc=1
1822,Up for Air,Laurie Morrison,Children's Books,Sport,Paperback,₹549.00,4.5,473.0,https://www.amazon.in/Up-Air-Laurie-Morrison/dp/1419751425/ref=zg_bs_g_1318103031_d_sccl_23/000-0000000-0000000?psc=1
1823,Roller Girl,Victoria Jamieson,Children's Books,Sport,Paperback,₹310.00,4.7,4023.0,https://www.amazon.in/Roller-Girl-Victoria-Jamieson/dp/0141378999/ref=zg_bs_g_1318103031_d_sccl_24/000-0000000-0000000?psc=1
1824,Quidditch Through the Ages: A Harry Potter Hogwarts Library Book,J.K. Rowling,Children's Books,Sport,Audible Audiobook,₹652.00,4.6,6421.0,https://www.amazon.in/Quidditch-Through-the-Ages/dp/B0799Q56ZG/ref=zg_bs_g_1318103031_d_sccl_25/000-0000000-0000000?psc=1
1825,Yoga Pretzels: 50 Fun Yoga Activities For Kids & Grownups,Tara Guber,Children's Books,Sport,Cards,"₹1,145.00",4.8,2238.0,https://www.amazon.in/Yoga-Pretzels-Activities-Grownups-Cards/dp/1905236042/ref=zg_bs_g_1318103031_d_sccl_26/000-0000000-0000000?psc=1
1826,Forget-Me-Not Lake,Poppy Green,Children's Books,Sport,Paperback,₹195.00,4.8,237.0,https://www.amazon.in/FORGET-ME-NOT-LAKE-Poppy-Green/dp/148142999X/ref=zg_bs_g_1318103031_d_sccl_27/000-0000000-0000000?psc=1
1827,Who Is Pele?,James Buckley,Children's Books,Sport,Paperback,₹172.00,4.8,1149.0,https://www.amazon.in/Who-Pele-Was-James-Buckley/dp/0399542612/ref=zg_bs_g_1318103031_d_sccl_28/000-0000000-0000000?psc=1
1828,Bluey: Swim School,Bluey,Children's Books,Sport,Board book,₹229.00,4.6,96.0,https://www.amazon.in/Bluey-Swim-School/dp/0241605164/ref=zg_bs_g_1318103031_d_sccl_29/000-0000000-0000000?psc=1
1829,Everest: The Remarkable Story of Edmund Hillary and Tenzing Norgay,Sir Ranulph Fiennes,Children's Books,Sport,Hardcover,₹280.00,4.6,212.0,https://www.amazon.in/Everest-Remarkable-Edmund-Hillary-Tenzing/dp/9389000238/ref=zg_bs_g_1318103031_d_sccl_30/000-0000000-0000000?psc=1
1830,Peppa Pig : Peppa Goes Ice Skating,Peppa Pig,Children's Books,Sport,Board book,₹162.00,4.8,99.0,https://www.amazon.in/Peppa-Pig-Goes-Ice-Skating/dp/0723293112/ref=zg_bs_g_1318103031_d_sccl_1/000-0000000-0000000?psc=1
1831,"Jolly Kids Bloom With Yoga Books For Kids| Set of 4| Ages 3 - 7 Year| Yoga in Different Places Like Jungle, Beach, Schools, Gardens etc.",Jolly Kids,Children's Books,Sport,Paperback,₹600.00,4.3,6.0,https://www.amazon.in/Jolly-Kids-Bloom-Yoga-Books/dp/B09WK54D5Y/ref=zg_bs_g_1318103031_d_sccl_2/000-0000000-0000000?psc=1
1832,Wonderscape,Jennifer Bell,Children's Books,Sport,Paperback,₹241.00,4.6,480.0,https://www.amazon.in/Wonderscape-Jennifer-Bell/dp/1406391727/ref=zg_bs_g_1318103031_d_sccl_3/000-0000000-0000000?psc=1
1833,Pelé (Classic Football Heroes - The No.1 football series): Collect them all!,Matt & Tom Oldfield,Children's Books,Sport,Kindle Edition,₹316.06,5.0,3.0,https://www.amazon.in/Pel%C3%A9-Classic-Football-Heroes-football-ebook/dp/B0CS5V5V7M/ref=zg_bs_g_1318103031_d_sccl_4/000-0000000-0000000?psc=1
1834,Rooney (Classic Football Heroes) - Collect Them All!: From the Playground to the Pitch,Matt & Tom Oldfield,Children's Books,Sport,Kindle Edition,₹294.74,4.6,433.0,https://www.amazon.in/Rooney-Classic-Football-Heroes-Collect-ebook/dp/B074J9ND4J/ref=zg_bs_g_1318103031_d_sccl_5/000-0000000-0000000?psc=1
1835,Cricket Legends: 20 Inspiring Biographies For Kids - The Greatest Cricketers Of All Time (Fun-Filled Cricket Books For The Whole Family),Lunar Press,Children's Books,Sport,Kindle Edition,₹406.00,4.4,29.0,https://www.amazon.in/Cricket-Legends-Biographies-Cricketers-Fun-Filled-ebook/dp/B0C1D6374H/ref=zg_bs_g_1318103031_d_sccl_6/000-0000000-0000000?psc=1
1836,Weakness (Buryoku Book 8),Aaron Oster,Children's Books,Sport,Kindle Edition,₹422.00,4.7,875.0,https://www.amazon.in/Weakness-Buryoku-Book-Aaron-Oster-ebook/dp/B09MR47BQ6/ref=zg_bs_g_1318103031_d_sccl_7/000-0000000-0000000?psc=1
1837,Jason Reynolds's Track Series Paperback Collection: Ghost; Patina; Sunny; Lu,Jason Reynolds,Children's Books,Sport,Paperback,"₹2,063.00",4.8,1149.0,https://www.amazon.in/Jason-Reynoldss-Track-Paperback-Collection/dp/1534462430/ref=zg_bs_g_1318103031_d_sccl_8/000-0000000-0000000?psc=1
1838,Flying Change,G G Collins,Children's Books,Sport,Kindle Edition,₹163.00,4.4,7.0,https://www.amazon.in/Flying-Change-G-Collins-ebook/dp/B073QWNS2K/ref=zg_bs_g_1318103031_d_sccl_9/000-0000000-0000000?psc=1
